Manufacturer,Model,Year,Fuel Type,Body Type,Seating Capacity,Ground Clearance,Ground Clearance (range),Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km)
Land Rover,defender 110,2023,Petrol,suv,5,,,76800000.0,,,
Land Rover,defender 110 hse,2025,Hybrid,suv,5,,,88500000.0,,,
Land Rover,defender 110 p300e x-dynamic hse,2024,Hybrid,suv,5,,,79500000.0,,,
Land Rover,defender 110 p400e x-dynamic hse,2024,Hybrid,suv,5,,,69500000.0,,,
Land Rover,defender 110 puma,2015,Diesel,suv,5,,,,,37500000.0,
Land Rover,defender 110 straight,2024,Petrol,suv,5,,,78500000.0,,,
Land Rover,defender 110 x-dynamic hse,2025,Hybrid,suv,5,,,83000000.0,,,
Land Rover,defender 110 x-dynamic hse,2023,Hybrid,suv,5,,,89500000.0,,,
Land Rover,defender 130,2005,Diesel,suv,7,,,,,,26000000.0
Land Rover,defender 2.2tdi,2014,Diesel,suv,5,,,,,42500000.0,
Land Rover,defender 300tdi,2000,Diesel,suv,5,,,,,,13950000.0
Land Rover,defender kahn,2005,Diesel,suv,5,,,,39500000.0,,
Land Rover,defender p300 straight,2024,Petrol,suv,5,,,73800000.0,,,
Land Rover,defender p300e x-dynamic hse,2025,Hybrid,suv,5,,,89000000.0,,,
Land Rover,defender p400e,2025,Hybrid,suv,5,,,75000000.0,,,
Land Rover,defender p400e se,2024,Petrol,suv,5,,,84500000.0,,,
Land Rover,defender puma,2009,Diesel,suv,5,,,,29800000.0,,26800000.0
Land Rover,defender puma,2008,Diesel,suv,5,,,,29800000.0,,26800000.0
Land Rover,defender puma 2.2l,2014,Diesel,suv,5,,,,,46500000.0,
Land Rover,defender puma 2.2l td6 autobi,2016,Diesel,suv,5,,,,36500000.0,36500000.0,
Land Rover,defender x-dynamic hse phev,2025,Petrol,suv,5,,,87500000.0,,,
Land Rover,discovery 4,2016,Diesel,suv,7,,,,,38500000.0,29800000.0
Land Rover,discovery 4,2015,Diesel,suv,7,,,,,38500000.0,29800000.0
Land Rover,discovery 4,2013,Diesel,suv,7,,,,,38500000.0,29800000.0
Land Rover,discovery 4,2012,Diesel,suv,7,,,,,38500000.0,29800000.0
Land Rover,discovery 4,2010,Diesel,suv,7,,,,,38500000.0,29800000.0
Land Rover,discovery 4,2007,Diesel,suv,7,,,,,38500000.0,29800000.0
Land Rover,discovery 4 gs,2014,Diesel,suv,7,,,,,,29500000.0
Land Rover,discovery 4 gs,2010,Diesel,suv,7,,,,,,29500000.0
Land Rover,discovery 4 hse,2014,Diesel,suv,7,,,,,,24500000.0
Land Rover,discovery 4 hse,2010,Diesel,suv,7,,,,,,27750000.0
Land Rover,discovery 4 sdv6,2016,Diesel,suv,7,,,,36950000.0,,
Land Rover,discovery 4 sdv6,2014,Diesel,suv,7,,,,,,33500000.0
Land Rover,discovery 4 sdv6,2012,Diesel,suv,7,,,,,,28950000.0
Land Rover,discovery 4 vogue,2014,Diesel,suv,7,,,,,,36250000.0
Land Rover,discovery 4 vogue,2013,Diesel,suv,7,,,,,,36250000.0
Land Rover,discovery 5,2019,Diesel,suv,7,,,,,38333333.0,
Land Rover,discovery 5,2017,Diesel,suv,7,,,,,38333333.0,
Land Rover,discovery 5 dynamic hse,2019,Diesel,suv,7,,,,43500000.0,,
Land Rover,discovery 5 dynamic hse,2018,Diesel,suv,7,,,,,42950000.0,
Land Rover,discovery 5 dynamic hse,2017,Diesel,suv,7,,,,,,36600000.0
Land Rover,discovery 5 hse,2019,Diesel,suv,7,,,,,42500000.0,
Land Rover,discovery 5 hse,2018,Diesel,suv,7,,,,,42500000.0,
Land Rover,discovery jeep,2014,Diesel,,,,,,,,33950000.0
Land Rover,discovery sport,2017,Diesel,suv,5,,,,,27650000.0,28500000.0
Land Rover,discovery sport,2015,Diesel,suv,5,,,,,27650000.0,28500000.0
Land Rover,discovery sport dynamic hse p270e,2024,Hybrid,suv,5,,,43500000.0,,,
Land Rover,discovery sport hse sml,2015,Diesel,suv,5,,,,,,22500000.0
Land Rover,freelander,2000,Diesel,suv,5,,,,,16500000.0,5200000.0
Land Rover,freelander 2,2013,Diesel,suv,5,,,,,16500000.0,5200000.0
Land Rover,freelander 2,2012,Diesel,suv,5,,,,,,11350000.0
Land Rover,freelander 2,2011,Diesel,suv,5,,,,,,13900000.0
Land Rover,freelander 2 sd4,2015,Diesel,suv,5,,,,,,12000000.0
Land Rover,freelander 2 sd4,2011,Diesel,suv,5,,,,,,12500000.0
Land Rover,freelander 2 sd4,2010,Diesel,suv,5,,,,,9000000.0,
Land Rover,freelander 2 se,2013,Diesel,suv,5,,,,,,14550000.0
Land Rover,freelander 2 td4,2013,Diesel,suv,5,,,,,,13000000.0
Land Rover,freelander 2 td4,2011,Diesel,suv,5,,,,,,12500000.0
Land Rover,range,2025,Petrol,suv,5,,,167500000.0,,,
Land Rover,range,2019,Hybrid,suv,5,,,65000000.0,,,
Land Rover,range,2017,Diesel,suv,5,,,,,48500000.0,
Land Rover,range autobiography,2024,Hybrid,suv,5,,,146000000.0,,61500000.0,
Land Rover,range autobiography,2019,Petrol,suv,5,,,75000000.0,,,
Land Rover,range autobiography,2018,Hybrid,suv,5,,,146000000.0,,61500000.0,
Land Rover,range autobiography p400e,2019,Petrol,suv,5,,,,,62500000.0,
Land Rover,range autobiography p400e,2018,Petrol,suv,5,,,,,62500000.0,
Land Rover,range evoque,2025,Hybrid,suv,5,,,45000000.0,,,
Land Rover,range evoque,2013,Diesel,suv,5,,,,,19000000.0,19783333.0
Land Rover,range evoque autobiography p270e,2025,Petrol,suv,5,,,44500000.0,,,
Land Rover,range evoque dynamic hse,2024,Hybrid,suv,5,,,47850000.0,,,
Land Rover,range evoque dynamic hse p270e,2025,Hybrid,suv,5,,,42500000.0,,,
Land Rover,range evoque dynamic hse p270e,2024,Hybrid,suv,5,,,42500000.0,,,
Land Rover,range evoque dynamic hse p300,2024,Petrol,suv,5,,,45000000.0,,,
Land Rover,range evoque dynamic hse phev,2025,Petrol,suv,5,,,53500000.0,,,
Land Rover,range evoque facelift,2012,Diesel,suv,5,,,,,21500000.0,
Land Rover,range evoque p300e,2023,Hybrid,suv,5,,,38000000.0,,,
Land Rover,range evoque p400 autobiography,2019,Petrol,suv,5,,,107500000.0,,,
Land Rover,range evoque td4,2013,Diesel,suv,5,,,,,,18895000.0
Land Rover,range hse p400e,2019,Petrol,suv,5,,,,54500000.0,,
Land Rover,range lwb,2019,Petrol,suv,7,,,88000000.0,,,
Land Rover,range lwb,2018,Petrol,suv,7,,,,,75000000.0,
Land Rover,range lwb p400 autobiography,2019,Petrol,suv,7,,,,,77500000.0,
Land Rover,range p270e dynamic se,2024,Hybrid,suv,5,,,39500000.0,,,
Land Rover,range p400 autobiography,2025,Petrol,suv,5,,,159500000.0,,,
Land Rover,range p400 autobiography,2019,Petrol,suv,5,,,,75000000.0,,
Land Rover,range p460e autobiography,2025,Hybrid,suv,5,,,150000000.0,,,
Land Rover,range phev,2019,Hybrid,suv,5,,,,,90000000.0,
Land Rover,range phev autobiography,2025,Hybrid,suv,5,,,135000000.0,87000000.0,,
Land Rover,range phev autobiography,2018,Petrol,suv,5,,,,,66500000.0,
Land Rover,range phev vogue,2018,Petrol,suv,5,,,,,82500000.0,
Land Rover,range shadow edition,2025,Petrol,suv,5,,,16350000.0,,,
Land Rover,range sport,2018,Petrol,suv,5,,,,57500000.0,64500000.0,
Land Rover,range sport,2017,Diesel,suv,5,,,,53400000.0,56500000.0,
Land Rover,range sport autobiography,2019,Petrol,suv,5,,,,65000000.0,58833333.0,
Land Rover,range sport autobiography,2018,Petrol,suv,5,,,,65000000.0,58833333.0,
Land Rover,range sport autobiography,2015,Hybrid,suv,5,,,,,44500000.0,
Land Rover,range sport autobiography hse,2018,Diesel,suv,5,,,,,64500000.0,
Land Rover,range sport hse,2018,Diesel,suv,5,,,,49590000.0,,
Land Rover,range sport hse,2017,Diesel,suv,5,,,,,53500000.0,26500000.0
Land Rover,range sport p400 hse,2019,Petrol,suv,5,,,,66000000.0,,
Land Rover,range sport p400e autobioghraphy,2018,Petrol,suv,5,,,,,54000000.0,
Land Rover,range velar,2018,Petrol,suv,5,,,,,44500000.0,
Land Rover,range velar d240,2018,Diesel,suv,5,,,,44500000.0,,
Land Rover,range velar r-dynamic,2018,Petrol,suv,5,,,,45970000.0,,
Land Rover,range velar r-dynamic d240 hse,2019,Diesel,suv,5,,,,,45000000.0,
Land Rover,range vogue autobiography,2019,Petrol,suv,5,,,,68500000.0,,
Land Rover,range vogue autobiography,2018,Hybrid,suv,5,,,,92500000.0,72000000.0,
Land Rover,range vogue autobiography,2015,Diesel,suv,5,,,,,,54500000.0
Lexus,lbx,2024,Hybrid,suv,5,,,26000000.0,,,
Lexus,lbx elegant,2024,Petrol,suv,5,,,26500000.0,,,
Lexus,lm500h direct 4,2024,Petrol,muv,7,,,90000000.0,,,
Lexus,ls500 executive,2023,Petrol,sedan,5,,,125000000.0,,,
Lexus,ls600h,2008,Hybrid,sedan,5,,,,,,25000000.0
Lexus,ls600h lwb,2010,Hybrid,sedan,5,,,,,,22500000.0
Lexus,lx500d,2025,Diesel,suv,5,,,153900000.0,,,
Lexus,lx570,2017,Petrol,suv,5,,,,,79500000.0,
Lexus,lx600,2024,Petrol,suv,7,,,135000000.0,,,
Lexus,lx600 fully loaded,2024,Petrol,suv,7,,,132500000.0,,,
Lexus,lx600 fully loaded,2023,Petrol,suv,7,,,129000000.0,,,
Lexus,rx350,2003,Petrol,suv,5,,,,,,9500000.0
Lexus,rx400,2007,Hybrid,suv,5,,,,,,11975000.0
Lexus,rx400h,2008,Hybrid,suv,5,,,,,,12100000.0
Lexus,rx450h,2011,Hybrid,suv,5,,,,,,16750000.0
Lexus,rx450h,2009,Hybrid,suv,5,,,,,,16750000.0
MG,ep plus,2023,Electric,station wagon,5,,,,,13500000.0,
MG,mg4 v long range,2024,Petrol,hatchback,5,,,16500000.0,,,
MG,mg4 xpower,2024,Electric,hatchback,5,,,16400000.0,,,
MG,mg4 xpower,2023,Electric,hatchback,5,,,16400000.0,,,
MG,mg4 xpower i-smart,2024,Hybrid,hatchback,5,,,16500000.0,,,
MG,zs,2021,Petrol,suv,5,,,,10400000.0,9780000.0,9563333.0
MG,zs,2019,Petrol,suv,5,,,,10400000.0,9780000.0,9563333.0
MG,zs,2018,Petrol,suv,5,,,,10400000.0,9780000.0,9563333.0
Mahindra,bmt plus vx,2014,Diesel,pickup,2,,,,,3400000.0,
Mahindra,bolero,2024,Diesel,pickup,2,,,,,8000000.0,8000000.0
Mahindra,e2o,2021,Electric,hatchback,4,,,2750000.0,,,
Mahindra,genio double cab,2014,Diesel,pickup,5,,,,,,4500000.0
Mahindra,kuv100,2024,Diesel,suv,6,,,7050000.0,,6290000.0,
Mahindra,kuv100,2022,Diesel,suv,6,,,7050000.0,,6290000.0,
Mahindra,kuv100,2021,Petrol,suv,6,,,6100000.0,,6200000.0,
Mahindra,kuv100,2020,Petrol,suv,6,,,6100000.0,,6200000.0,
Mahindra,kuv100 limtd edition,2023,Diesel,suv,6,,,,7490000.0,,
Mahindra,kuv100 nxt,2023,Diesel,suv,6,,,,6890000.0,,
Mahindra,scorpio,2011,Diesel,suv,7,,,,,,6750000.0
Mahindra,xuv 3xo,2025,Petrol,suv,5,,,10495000.0,,,
Mahindra,xuv500,2011,Diesel,suv,7,,,,,,8500000.0
Maruti Suzuki,800,2009,Petrol,hatchback,4,,,,2190000.0,2214000.0,1895000.0
Maruti Suzuki,800,2008,Petrol,hatchback,4,,,,2190000.0,2214000.0,1895000.0
Maruti Suzuki,800,2007,Petrol,hatchback,4,,,,2190000.0,2214000.0,1895000.0
Maruti Suzuki,800,2005,Petrol,hatchback,4,,,,2190000.0,2214000.0,1895000.0
Maruti Suzuki,800,2003,Petrol,hatchback,4,,,,2190000.0,2214000.0,1895000.0
Maruti Suzuki,800,2001,Petrol,hatchback,4,,,,2190000.0,2214000.0,1895000.0
Maruti Suzuki,alto,2016,Petrol,hatchback,5,,,,,3993750.0,3350000.0
Maruti Suzuki,alto,2015,Petrol,hatchback,5,,,,,3993750.0,3350000.0
Maruti Suzuki,alto,2011,Petrol,hatchback,5,,,,,3993750.0,3350000.0
Maruti Suzuki,alto,2006,Petrol,hatchback,5,,,,,3993750.0,3350000.0
Maruti Suzuki,alto lxi,2015,Petrol,hatchback,5,,,,,3850000.0,
Maruti Suzuki,ritz,2012,Petrol,hatchback,5,,,,,4800000.0,
Maruti Suzuki,wagon r,2015,Petrol,hatchback,5,,,,,,5390000.0
Maruti Suzuki,zen,2000,Petrol,hatchback,5,,,,,2000000.0,
Maruti Suzuki,zen vx,2006,Petrol,hatchback,5,,,,,,2225000.0
Mazda,2,2025,Hybrid,hatchback/sedan,5,,,14800000.0,,,
Mazda,3,2016,Petrol,hatchback/sedan,5,,,,,,11050000.0
Mazda,3,2014,Petrol,hatchback/sedan,5,,,,,,9000000.0
Mazda,3,2011,Petrol,hatchback/sedan,5,,,,,,9000000.0
Mazda,3 bm,2014,Petrol,hatchback/sedan,5,,,,,,10300000.0
Mazda,6,2013,Petrol,sedan/wagon,5,,,,,,9990000.0
Mazda,6 skyactiv,2015,Petrol,sedan/wagon,5,,,,,14250000.0,
Mazda,axela,2014,Hybrid,sedan/hatchback,5,,,,,,11200000.0
Mazda,axela,2010,Petrol,sedan/hatchback,5,,,,,,7350000.0
Mazda,axela skyactiv,2013,Hybrid,sedan/hatchback,5,,,,,,11590000.0
Mazda,axela skyactiv-sl,2014,Hybrid,sedan/hatchback,5,,,,,,11200000.0
Mazda,cx-5,2013,Diesel,suv,5,,,,,,13950000.0
Mazda,demio,2010,Petrol,hatchback/sedan,5,,,,,,5525000.0
Mazda,demio,2009,Petrol,hatchback/sedan,5,,,,,,5525000.0
Mazda,familia,2001,Petrol,sedan/wagon,5,,,,,,3780000.0
Mazda,familia bj5p,2000,Petrol,sedan/wagon,5,,,,,,3750000.0
Mazda,familia bj6,2000,Petrol,sedan/wagon,5,,,,,,2800000.0
Mazda,flair,2015,Hybrid,kei/hatchback,5,,,,,6890001.0,
Mazda,flair crossover,2015,Petrol,kei/hatchback,5,,,,,6900000.0,
Mazda,flair custom,2024,Hybrid,kei/hatchback,5,,,9290000.0,,,
Mazda,flair custom,2023,Petrol,kei/hatchback,5,,,9800000.0,,,
Mazda,flair spacia,2024,Hybrid,kei/hatchback,5,,,,8550000.0,,
Mazda,flair xg,2024,Hybrid,kei/hatchback,5,,,8490000.0,,,
Mercedes Benz,a180,2023,Petrol,hatchback,5,,,22500000.0,,,
Mercedes Benz,a180 amg premium plus,2024,Petrol,hatchback,5,,,33000000.0,,,
Mercedes Benz,a180 amg premium plus,2023,Hybrid,hatchback,5,,,22500000.0,,,
Mercedes Benz,a250e amg premium plus,2022,Petrol,hatchback/sedan,5,,,29990000.0,,,
Mercedes Benz,a45 amg,2015,Petrol,hatchback,5,,,,22000000.0,,
Mercedes Benz,b250e,2016,Electric,hatchback,5,,,,,,13500000.0
Mercedes Benz,b250e,2015,Electric,hatchback,5,,,,,11000000.0,
Mercedes Benz,c160,2018,Petrol,sedan,5,,,,,20600000.0,
Mercedes Benz,c180,2012,Petrol,sedan,5,,,,,,11500000.0
Mercedes Benz,c180,2011,Petrol,sedan,5,,,,14200000.0,,9875000.0
Mercedes Benz,c180,2005,Petrol,sedan,5,,,,14200000.0,,9875000.0
Mercedes Benz,c180 amg,2023,Petrol,sedan,5,,,45500000.0,,,
Mercedes Benz,c180 amg avangarde,2023,Hybrid,sedan,5,,,33500000.0,,,
Mercedes Benz,c180 cabriolet,2018,Petrol,sedan,5,,,,,28000000.0,
Mercedes Benz,c180 sport,2004,Petrol,sedan,5,,,,,,852500.0
Mercedes Benz,c200,2019,Petrol,sedan,5,,,,25500000.0,,15550000.0
Mercedes Benz,c200,2001,Petrol,sedan,5,,,,25500000.0,,15550000.0
Mercedes Benz,c200 amg,2024,Petrol,sedan,5,,,31500000.0,,,
Mercedes Benz,c200 amg line premium plus,2023,Petrol,sedan,5,,,35000000.0,,,
Mercedes Benz,c200 amg line premium plus,2022,Petrol,sedan,5,,,42500000.0,,,
Mercedes Benz,c200 amg premium plus,2025,Petrol,sedan,5,,,45000000.0,,,
Mercedes Benz,c200 amg premium plus,2024,Petrol,sedan,5,,,44166667.0,,27600000.0,
Mercedes Benz,c200 amg premium plus,2023,Petrol,sedan,5,,,42990000.0,,,
Mercedes Benz,c200 amg premium plus,2022,Petrol,sedan,5,,,43500000.0,,,
Mercedes Benz,c200 amg premium plus,2019,Petrol,sedan,5,,,44166667.0,,27600000.0,
Mercedes Benz,c200 amg premium plus,2018,Petrol,sedan,5,,,44166667.0,,27600000.0,
Mercedes Benz,c220,2013,Diesel,sedan,5,,,,,,10237500.0
Mercedes Benz,c220,2012,Diesel,sedan,5,,,,,,10237500.0
Mercedes Benz,c220,2001,Diesel,sedan,5,,,,,,10237500.0
Mercedes Benz,c220,2000,Diesel,sedan,5,,,,,,10237500.0
Mercedes Benz,c220 cdi,2012,Diesel,sedan,5,,,,,,14500000.0
Mercedes Benz,c220 w202,2003,Diesel,sedan,5,,,,,,4750000.0
Mercedes Benz,c230,2006,Petrol,sedan,5,,,,,,8400000.0
Mercedes Benz,c350 e,2016,Petrol,sedan,5,,,,,21000000.0,
Mercedes Benz,cla 180 amg,2017,Petrol,sedan,5,,,,,19990000.0,17500000.0
Mercedes Benz,cla 180 amg,2016,Petrol,sedan,5,,,,,19990000.0,17500000.0
Mercedes Benz,cla 180 amg line,2024,Petrol,sedan,5,,,26750000.0,26000000.0,,
Mercedes Benz,cla 180 amg line,2017,Petrol,sedan,5,,,26750000.0,26000000.0,,
Mercedes Benz,cla 180 premium plus,2022,Petrol,sedan,5,,,29990000.0,,,
Mercedes Benz,cla 200,2014,Petrol,sedan,5,,,,16450000.0,16450000.0,16500000.0
Mercedes Benz,cla 200 amg,2020,Petrol,sedan,5,,,33500000.0,,,
Mercedes Benz,cla 200 amg line premium plus,2020,Petrol,sedan,5,,,,,24950000.0,
Mercedes Benz,cla 200 amg premium plus,2020,Petrol,sedan,5,,,,27750000.0,27200000.0,
Mercedes Benz,cla 200 amg premium plus,2019,Petrol,sedan,5,,,,27750000.0,27200000.0,
Mercedes Benz,cla 200 premier plus,2019,Petrol,sedan,5,,,,,24900000.0,
Mercedes Benz,cla 250,2024,Hybrid,sedan,5,,,32000000.0,,,
Mercedes Benz,cla 250 amg line premium plus,2024,Hybrid,sedan,5,,,39500000.0,,,
Mercedes Benz,cla 250 amg premium plus,2025,Hybrid,sedan,5,,,34000000.0,,,
Mercedes Benz,cla 250 cla250e,2025,Hybrid,hatchback/sedan,5,,,34000000.0,,,
Mercedes Benz,cla 250 premium,2026,Electric,sedan,5,,,39000000.0,,,
Mercedes Benz,cla 250e,2024,Hybrid,hatchback/sedan,5,,,32000000.0,,,
Mercedes Benz,cla 250e premium plus,2025,Petrol,hatchback/sedan,5,,,41500000.0,,,
Mercedes Benz,cla45 amg,2018,Petrol,hatchback,5,,,,40500000.0,,
Mercedes Benz,e200,2016,Petrol,sedan,5,,,,,31000000.0,30000000.0
Mercedes Benz,e200,2013,Diesel,sedan,5,,,,,,27000000.0
Mercedes Benz,e200 amg,2023,Petrol,sedan,5,,,56500000.0,33500000.0,,
Mercedes Benz,e200 amg,2019,Petrol,sedan,5,,,56500000.0,33500000.0,,
Mercedes Benz,e200 amg,2012,Diesel,sedan,5,,,,,,18000000.0
Mercedes Benz,e200 amg line,2022,Petrol,sedan,5,,,41000000.0,,,
Mercedes Benz,e200 amg premium plus,2025,Petrol,sedan,5,,,63000000.0,,,
Mercedes Benz,e200 amg premium plus,2023,Petrol,sedan,5,,,46990000.0,,,
Mercedes Benz,e200 amg premium plus,2022,Petrol,sedan,5,,,45990000.0,,,
Mercedes Benz,e200 amg premium plus,2016,Petrol,sedan,5,,,60000000.0,,30500000.0,
Mercedes Benz,e200 avantgarde,2013,Petrol,sedan,5,,,,,23000000.0,
Mercedes Benz,e200 cabriolet,2022,Petrol,convertible,4,,,57990000.0,,,
Mercedes Benz,e200 straight,2017,Petrol,sedan,5,,,,,32000000.0,
Mercedes Benz,e200 w210,2000,Diesel,sedan,5,,,,,,6950000.0
Mercedes Benz,e200 w211,2006,Petrol,sedan,5,,,,,,11300000.0
Mercedes Benz,e200 w212,2010,Petrol,sedan,5,,,,,,14250000.0
Mercedes Benz,e200 w212 cgi,2010,Petrol,sedan,5,,,,,,14550000.0
Mercedes Benz,e220,2019,Diesel,,,,,,,39500000.0,
Mercedes Benz,e220,2015,Diesel,,,,,,27300000.0,,
Mercedes Benz,e220 amg straight,2013,Diesel,,,,,,,26500000.0,
Mercedes Benz,e220 blue efficiency,2011,Diesel,,,,,,,,18950000.0
Mercedes Benz,e240,2002,Petrol,,,,,,,,7700000.0
Mercedes Benz,e240 avanatgarde,2003,Petrol,,,,,,,12800000.0,
Mercedes Benz,e250,2013,Diesel,,,,,,,23150000.0,
Mercedes Benz,e250 amg,2012,Diesel,,,,,,,17000000.0,
Mercedes Benz,e300,2016,Diesel,,,,,,,19300000.0,19500000.0
Mercedes Benz,e300,2015,Diesel,,,,,,,19300000.0,19500000.0
Mercedes Benz,e300 amg,2018,Petrol,,,,,,36500000.0,,
Mercedes Benz,e300 amg,2017,Petrol,,,,,,36500000.0,,
Mercedes Benz,e300 amg premium plus,2018,Petrol,,,,,42500000.0,42500000.0,,
Mercedes Benz,e300 bluetec,2015,Diesel,,,,,,,,20000000.0
Mercedes Benz,e300 bluetec,2014,Diesel,,,,,,20000000.0,20000000.0,
Mercedes Benz,e300 bluetec,2013,Hybrid,,,,,,,19800000.0,
Mercedes Benz,e300 edition e,2015,Diesel,,,,,,,21000000.0,
Mercedes Benz,e350,2018,Petrol,,,,,,38000000.0,,
Mercedes Benz,e350 amg premium plus,2017,Petrol,,,,,,,29500000.0,
Mercedes Benz,e350 e350e,2017,Petrol,,,,,,,31000000.0,
Mercedes Benz,e350 e350e amg premium plus,2017,Electric,,,,,,,,26700000.0
Mercedes Benz,e350e amg premium plus,2017,Hybrid,,,,,,,31500000.0,
Mercedes Benz,eqb 250,2024,Electric,,,,,38000000.0,,,
Mercedes Benz,eqb 300 premium plus,2023,Electric,,,,,,36500000.0,,
Mercedes Benz,eqe 300 amg,2024,Electric,,,,,61000000.0,,,
Mercedes Benz,eqe 300 amg premium plus,2024,Electric,,,,,53590000.0,53590000.0,,
Mercedes Benz,eqs 450 amg,2024,Electric,,,,,88500000.0,,,
Mercedes Benz,eqs 450 amg business class,2024,Electric,sedan,5,,,115000000.0,,,
Mercedes Benz,g400d,2024,Diesel,suv,5,,,190000000.0,,,
Mercedes Benz,g450d,2025,Hybrid,suv,5,,,145000000.0,,,
Mercedes Benz,g450d,2024,Diesel,suv,5,,,169500000.0,,,
Mercedes Benz,g800 amg,2025,Petrol,suv,5,,,220000000.0,,,
Mercedes Benz,gla 180,2018,Petrol,suv,5,,,,,17300000.0,
Mercedes Benz,gla 200 amg line,2019,Petrol,suv,5,,,,,26500000.0,
Mercedes Benz,glb 180 premium plus,2025,Petrol,suv,7,,,45000000.0,,,
Mercedes Benz,glb 200 amg premium plus,2025,Petrol,suv,7,,,48500000.0,,,
Mercedes Benz,glb 200 amg premium plus,2024,Petrol,suv,7,,,45500000.0,,,
Mercedes Benz,glb 200 amg premium plus,2020,Petrol,suv,7,,,,,33500000.0,
Mercedes Benz,glb 200 premium plus,2024,Petrol,suv,7,,,44500000.0,,,
Mercedes Benz,gle 300d,2020,Diesel,suv,5,,,,52500000.0,,
Mercedes Benz,gle 300d 4 matic,2019,Diesel,suv,5,,,,,51000000.0,
Mercedes Benz,gle 300d 7 seater,2019,Diesel,suv,5,,,,,52500000.0,
Mercedes Benz,gle 300d airmatic premium plus,2019,Diesel,suv,5,,,,64500000.0,,
Mercedes Benz,gle 300d amg tech pack plus,2019,Diesel,suv,5,,,,59500000.0,,
Mercedes Benz,gle 300d premium plus,2020,Diesel,suv,5,,,,,46500000.0,
Mercedes Benz,gle 400 amg premium plus,2025,Petrol,suv,5,,,89500000.0,,,
Mercedes Benz,gls 350,2016,Diesel,suv,7,,,,,,49500000.0
Mercedes Benz,gls 400,2016,Petrol,suv,7,,,,,58000000.0,
Mercedes Benz,ml350,2010,Petrol,suv,5,,,,,,18950000.0
Mercedes Benz,s300,2017,Hybrid,sedan,5,,,,,55000000.0,
Mercedes Benz,s300,2008,Petrol,sedan,5,,,,,,15500000.0
Mercedes Benz,s300 amg line,2016,Diesel,sedan,5,,,,,46500000.0,
Mercedes Benz,s350,2009,Petrol,sedan,5,,,,,,17500000.0
Mercedes Benz,s400,2014,Petrol,sedan,5,,,,,42000000.0,
Mercedes Benz,s400 lwb,2014,Petrol,sedan,5,,,,,47000000.0,
Mercedes Benz,s400 lwb amg,2013,Hybrid,sedan,5,,,,49500000.0,,
Mercedes Benz,s400 premium plus,2015,Petrol,sedan,5,,,,44500000.0,,
Mercedes Benz,s500,2016,Hybrid,sedan,5,,,,63500000.0,47500000.0,
Mercedes Benz,s500,2015,Hybrid,sedan,5,,,,63500000.0,47500000.0,
Mercedes Benz,s500 lwb amg phev,2015,Hybrid,sedan,5,,,,,55000000.0,
Mercedes Benz,s500 lwb amg premium plus,2015,Petrol,sedan,5,,,,,46500000.0,
Mercedes Benz,s580e,2025,Hybrid,sedan,5,,,148000000.0,,,
Mercedes Benz,s580e amg premium,2025,Hybrid,sedan,5,,,143000000.0,,,
Mercedes Benz,vito,2017,Diesel,van,9,,,,,30000000.0,18500000.0
Mercedes Benz,vito 116 cdi mixto,2017,Diesel,van,6,,,,32000000.0,32000000.0,25500000.0
Mercedes Benz,x250d,2019,Diesel,,,,,,,28700000.0,
Micro,actyon 2000,2008,Diesel,,,,,,,,5295000.0
Micro,actyon 2000,2007,Diesel,,,,,,,,5295000.0
Micro,actyon cab,2008,Diesel,,,,,,,,4500000.0
Micro,actyon sports,2009,Diesel,,,,,,,,5500000.0
Micro,almaz,2022,Petrol,,,,,,14900000.0,,
Micro,baic x25,2017,Petrol,,,,,,,6600000.0,6300000.0
Micro,chery tiggo pro4,2024,Petrol,,,,,11500000.0,,,
Micro,geely panda,2016,Petrol,,,,,,,3550000.0,
Micro,korondo d20t fullyloaded ku-,2012,Diesel,,,,,,,,5875000.0
Micro,korondo ssangyong,2013,Diesel,,,,,,,7000000.0,
Micro,kyron,2012,Diesel,,,,,,,,6577500.0
Micro,kyron,2011,Diesel,,,,,,,,6577500.0
Micro,kyron,2009,Diesel,,,,,,,,6577500.0
Micro,kyron,2008,Diesel,,,,,,,,6577500.0
Micro,kyron,2007,Diesel,,,,,,,,6577500.0
Micro,kyron 200xdi,2008,Diesel,,,,,,,,7865000.0
Micro,kyron 4wd,2010,Diesel,,,,,,,,6562500.0
Micro,kyron 4wd,2009,Diesel,,,,,,,,6562500.0
Micro,kyron m200 fully loaded,2010,Diesel,,,,,,,,6390000.0
Micro,mx 7 1500,2012,Petrol,,,,,,,,3295000.0
Micro,panda,2018,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2017,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2016,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2015,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2014,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2013,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2012,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
Micro,panda,2011,Petrol,,,,,4000000.0,3750000.0,3335000.0,2931000.0
