Manufacturer,Model,Year,Fuel Type,Body Type,Seating Capacity,Ground Clearance,Ground Clearance (range),Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km)
Suzuki,every full join,2025,Petrol,,,,,9750000.0,,,
Suzuki,every pa,2023,Petrol,,,,,6990000.0,,,
Suzuki,every pa limited,2024,Petrol,,,,,8087500.0,,,
Suzuki,every pa limited,2023,Petrol,,,,,8087500.0,,,
Suzuki,every pa ltd,2025,Petrol,,,,,8350000.0,,,
Suzuki,every wagon,2025,Petrol,,,,,11143333.0,,,
Suzuki,every wagon pz,2024,Petrol,,,,,10300000.0,,,
Suzuki,fronx personal,2025,Hybrid,,,,,10600000.0,,,
Suzuki,grand vitara,2013,Petrol,,,,,,,,8747500.0
Suzuki,grand vitara,2007,Petrol,,,,,,,,8747500.0
Suzuki,grand vitara company,2013,Petrol,,,,,,,9500000.0,
Suzuki,grand vitara xl 7,2002,Petrol,,,,,,,,5800000.0
Suzuki,hustler,2024,Petrol,,,,,9200000.0,,6100000.0,6395000.0
Suzuki,hustler,2023,Hybrid,,,,,8579167.0,,7130000.0,6346667.0
Suzuki,hustler,2018,Hybrid,,,,,8579167.0,,7130000.0,6346667.0
Suzuki,hustler,2017,Hybrid,,,,,8579167.0,,7130000.0,6346667.0
Suzuki,hustler,2016,Petrol,,,,,9200000.0,,6100000.0,6395000.0
Suzuki,hustler,2015,Petrol,,,,,9200000.0,,6100000.0,6395000.0
Suzuki,hustler g,2025,Hybrid,,,,,8666667.0,,,
Suzuki,hustler g,2024,Petrol,,,,,8650000.0,,,
Suzuki,hustler g,2023,Hybrid,,,,,8666667.0,,,
Suzuki,hustler g brand,2025,Hybrid,,,,,9000000.0,,,
Suzuki,hustler g grade,2023,Hybrid,,,,,8740000.0,8750000.0,,
Suzuki,hustler g safety led,2024,Petrol,,,,,8575000.0,,,
Suzuki,hustler g safety origi 4way,2024,Petrol,,,,,8750000.0,,,
Suzuki,hustler g unregister,2023,Petrol,,,,,8700000.0,,,
Suzuki,hustler j style,2025,Hybrid,,,,,9250000.0,,,
Suzuki,hustler j style,2024,Petrol,,,,,9750000.0,,,6400000.0
Suzuki,hustler j style,2023,Hybrid,,,,,9375000.0,,,
Suzuki,hustler j style,2016,Petrol,,,,,9750000.0,,,6400000.0
Suzuki,hustler j style,2015,Hybrid,,,,,9308333.0,,6399000.0,6000000.0
Suzuki,hustler j-style,2015,Petrol,,,,,,,,6390000.0
Suzuki,hustler s-ene charge,2018,Petrol,,,,,,,,6575000.0
Suzuki,hustler safety,2016,Hybrid,,,,,,,,1250000.0
Suzuki,hustler though wild,2025,Hybrid,,,,,9400000.0,,,
Suzuki,hustler though wild highspec,2024,Hybrid,,,,,9650000.0,,,
Suzuki,hustler tough wild,2024,Petrol,,,,,9390000.0,,,
Suzuki,hustler x grade,2023,Hybrid,,,,,8665000.0,,,
Suzuki,ignis,2016,Petrol,,,,,,,6850000.0,3990000.0
Suzuki,ignis,2001,Petrol,,,,,,,6850000.0,3990000.0
Suzuki,japan alto,2016,Petrol,,,,,,,,6200000.0
Suzuki,jimny,2020,Petrol,,,,,,6950000.0,6600000.0,
Suzuki,jimny,2018,Petrol,,,,,,6950000.0,6600000.0,
Suzuki,jimny fully loaded,2025,Petrol,,,,,10975000.0,,,
Suzuki,jimny land venture,2017,Petrol,,,,,,,6850000.0,
Suzuki,kei,2004,Petrol,,,,,,,4800000.0,
Suzuki,liana,2005,Petrol,,,,,,,,4325000.0
Suzuki,liana,2004,Petrol,,,,,,,,4325000.0
Suzuki,maruti,2012,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti,2011,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti,2010,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti,2007,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti,2006,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti,2005,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti,2003,Petrol,,,,,,2337500.0,2342727.0,2056250.0
Suzuki,maruti 800,2011,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800,2009,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800,2008,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800,2007,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800,2005,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800,2003,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800,2001,Petrol,,,,,,1995000.0,2185000.0,2367500.0
Suzuki,maruti 800ac,2006,Petrol,,,,,2175000.0,,,
Suzuki,maruti 800cc,2007,Petrol,,,,,,,2200000.0,
Suzuki,maruti alloy wheel,2012,Petrol,,,,,,,,2675000.0
Suzuki,s-cross,2018,Petrol,,,,,,,11350000.0,
Suzuki,s-cross sx4,2018,Petrol,,,,,,10975000.0,,
Suzuki,spacia,2025,Hybrid,,,,,10657143.0,8575000.0,7143333.0,6881666.0
Suzuki,spacia,2024,Hybrid,,,,,10657143.0,8575000.0,7143333.0,6881666.0
Suzuki,spacia,2023,Hybrid,,,,,10657143.0,8575000.0,7143333.0,6881666.0
Suzuki,spacia,2018,Petrol,,,,,,,7596667.0,6887000.0
Suzuki,spacia,2017,Petrol,,,,,,,7596667.0,6887000.0
Suzuki,spacia,2016,Petrol,,,,,,,7596667.0,6887000.0
Suzuki,spacia,2015,Petrol,,,,,,,7596667.0,6887000.0
Suzuki,spacia 4way safety unregist,2023,Hybrid,,,,,8350000.0,,,
Suzuki,spacia black top,2023,Hybrid,,,,,11475000.0,,,
Suzuki,spacia both side power door,2024,Hybrid,,,,,8450000.0,84500000.0,,
Suzuki,spacia both side power door,2023,Hybrid,,,,,8450000.0,84500000.0,,
Suzuki,spacia costom,2018,Hybrid,,,,,,,,8850000.0
Suzuki,spacia costom xt z,2024,Hybrid,,,,,10750000.0,,,
Suzuki,spacia coustom xg,2023,Hybrid,,,,,,9650000.0,,
Suzuki,spacia custom,2025,Hybrid,,,,,10670417.0,,7050000.0,
Suzuki,spacia custom,2024,Hybrid,,,,,10825000.0,,,
Suzuki,spacia custom,2023,Hybrid,,,,,10825000.0,,,
Suzuki,spacia custom,2022,Hybrid,,,,,10670417.0,,7050000.0,
Suzuki,spacia custom,2018,Petrol,,,,,10850000.0,,8400000.0,
Suzuki,spacia custom,2016,Hybrid,,,,,10670417.0,,7050000.0,
Suzuki,spacia custom,2015,Petrol,,,,,,,,7300000.0
Suzuki,spacia custom 4 way c,2018,Hybrid,,,,,,,8850000.0,
Suzuki,spacia custom gs,2023,Hybrid,,,,,9750000.0,,,
Suzuki,spacia custom sx,2024,Hybrid,,,,,11150000.0,,,
Suzuki,spacia custom unregister,2023,Petrol,,,,,9800000.0,,,
Suzuki,spacia custom xs,2025,Hybrid,,,,,10812857.0,,,
Suzuki,spacia custom xs,2024,Hybrid,,,,,10812857.0,,,
Suzuki,spacia custom xs,2023,Hybrid,,,,,10812857.0,,,
Suzuki,spacia custom xs 4way,2024,Hybrid,,,,,10800000.0,,,
Suzuki,spacia custom xs black,2018,Hybrid,,,,,,8875000.0,,
Suzuki,spacia custom xs black top,2018,Hybrid,,,,,,8850000.0,,
Suzuki,spacia custom xs safety,2018,Hybrid,,,,,,,8000000.0,
Suzuki,spacia custom xs tb,2025,Hybrid,,,,,10800000.0,,,
Suzuki,spacia custom z,2023,Hybrid,,,,,,10750000.0,,7490000.0
Suzuki,spacia custom z,2018,Hybrid,,,,,,10750000.0,,7490000.0
Suzuki,spacia custom z,2017,Petrol,,,,,,,7390000.0,7490000.0
Suzuki,spacia custum gs,2023,Hybrid,,,,,11500000.0,,,
Suzuki,spacia excellent,2017,Hybrid,,,,,,,6500000.0,
Suzuki,spacia flair wagon xs,2023,Hybrid,,,,,8475000.0,,,
Suzuki,spacia g,2024,Hybrid,,,,,8467500.0,,,
Suzuki,spacia g grade,2023,Hybrid,,,,,8363333.0,,,
Suzuki,spacia g ð,2023,Petrol,,,,,9650000.0,,,
Suzuki,spacia gear,2025,Hybrid,,,,,11500000.0,,,
Suzuki,spacia gear xz custom,2023,Petrol,,,,,9650000.0,,,
Suzuki,spacia gs custom brand,2025,Hybrid,,,,,10475000.0,,,
Suzuki,spacia gs custom safety pck,2024,Hybrid,,,,,10275000.0,,,
Suzuki,spacia gs grade,2023,Hybrid,,,,,9750000.0,,,
Suzuki,spacia gx,2023,Hybrid,,,,,9700000.0,,,
Suzuki,spacia mazda flair,2023,Hybrid,,,,,,8450000.0,,
Suzuki,spacia mazda flair custom,2023,Hybrid,,,,,10490000.0,,,
Suzuki,spacia mazda wagon,2023,Hybrid,,,,,8490000.0,,,
Suzuki,spacia safety,2023,Hybrid,,,,,7950000.0,,,
Suzuki,spacia safety,2017,Hybrid,,,,,,,6475000.0,
Suzuki,spacia safety editio,2023,Hybrid,,,,,8475000.0,,,
Suzuki,spacia safety unregi,2023,Hybrid,,,,,8300000.0,,,
Suzuki,spacia specia custom xs,2024,Hybrid,,,,,10800000.0,,,
Suzuki,spacia unregi,2024,Hybrid,,,,,,8575000.0,,
Suzuki,spacia x grade,2015,Petrol,,,,,,,,6500000.0
Suzuki,spacia xs,2025,Hybrid,,,,,10987500.0,,,
Suzuki,spacia xs,2024,Petrol,,,,,10850000.0,,,
Suzuki,spacia xs custom,2025,Hybrid,,,,,10766667.0,,,
Suzuki,spacia xs custom,2024,Hybrid,,,,,10766667.0,,,
Suzuki,spacia xs custom,2023,Hybrid,,,,,10766667.0,,,
Suzuki,spacia xs custom alphard g,2024,Hybrid,,,,,10290000.0,,,
Suzuki,spacia xs custom black top,2025,Hybrid,,,,,10907500.0,,,
Suzuki,spacia xs custom black top,2024,Hybrid,,,,,10907500.0,,,
Suzuki,spacia xs custom brand,2025,Hybrid,,,,,11425000.0,,,
Suzuki,spacia xs custom fulloption,2024,Hybrid,,,,,11225000.0,,,
Suzuki,spacia xs custom g,2023,Petrol,,,,,9450000.0,,,
Suzuki,spacia xs custom safety pck,2024,Hybrid,,,,,10925000.0,,,
Suzuki,spacia xs custom twotone,2024,Hybrid,,,,,11150000.0,,,
Suzuki,spacia xs non,2024,Hybrid,,,,,11450000.0,,,
Suzuki,spacia xs plus,2023,Hybrid,,,,,9100000.0,,,
Suzuki,swift,2023,Hybrid,,,,,13000000.0,,8990001.0,8745000.0
Suzuki,swift,2018,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2017,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2010,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2009,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2008,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2007,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2006,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2005,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2004,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2003,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift,2002,Petrol,,,,,,9650000.0,6880000.0,5308333.0
Suzuki,swift 0km mz,2023,Hybrid,,,,,14290000.0,,,
Suzuki,swift beetle,2009,Petrol,,,,,,,6390000.0,5487500.0
Suzuki,swift beetle,2008,Petrol,,,,,,,6390000.0,5487500.0
Suzuki,swift beetle,2004,Petrol,,,,,,,6390000.0,5487500.0
Suzuki,swift center antenna,2005,Petrol,,,,,,,,4775000.0
Suzuki,swift dba-zc11s,2004,Petrol,,,,,,,,5275000.0
Suzuki,swift dba-zc71s,2008,Petrol,,,,,,,,5980000.0
Suzuki,swift japan,2010,Petrol,,,,,,,,6175000.0
Suzuki,swift kei,2008,Petrol,,,,,,,4990000.0,
Suzuki,swift middle antenna,2005,Petrol,,,,,,,,4790000.0
Suzuki,swift mx highest sp,2024,Petrol,,,,,13692500.0,,,
Suzuki,swift mx highest sp,2023,Petrol,,,,,13692500.0,,,
Suzuki,swift mz,2024,Hybrid,,,,,13100000.0,,,
Suzuki,swift mz,2023,Hybrid,,,,,13100000.0,,,
Suzuki,swift mz 1200cc,2024,Hybrid,,,,,13750000.0,,,
Suzuki,swift mz safety,2023,Hybrid,,,,,14100000.0,,,
Suzuki,swift rs,2023,Hybrid,,,,,12000000.0,,8975000.0,8975000.0
Suzuki,swift rs,2019,Petrol,,,,,,9858333.0,9089286.0,8770000.0
Suzuki,swift rs,2018,Petrol,,,,,,9858333.0,9089286.0,8770000.0
Suzuki,swift rs,2017,Petrol,,,,,,9858333.0,9089286.0,8770000.0
Suzuki,swift rs (highest grade),2017,Petrol,,,,,9400000.0,,,
Suzuki,swift rs -,2017,Petrol,,,,,,,,8650000.0
Suzuki,swift rs 4way,2015,Petrol,,,,,,,8950000.0,
Suzuki,swift rs 4way camera,2017,Petrol,,,,,,,9290000.0,
Suzuki,swift rs safety,2018,Petrol,,,,,,,9490000.0,
Suzuki,swift rs safety,2017,Hybrid,,,,,,,8745000.0,
Suzuki,swift two tone,2024,Hybrid,,,,,13850000.0,,,
Suzuki,swift zc71s,2008,Petrol,,,,,,,,6200000.0
Suzuki,sx4,2012,Petrol,,,,,,,,5475000.0
Suzuki,sx4,2008,Petrol,,,,,,,,5475000.0
Suzuki,sx4 japan,2008,Petrol,,,,,,,,5550000.0
Suzuki,sx4 s cross,2018,Petrol,,,,,,,,10800000.0
Suzuki,vitara,2019,Petrol,,,,,,,11800000.0,11000000.0
Suzuki,vitara,2013,Petrol,,,,,,,11800000.0,11000000.0
Suzuki,vitara 1.0l uk,2019,Petrol,,,,,,,11900000.0,
Suzuki,vitara uk version,2019,Petrol,,,,,,,12200000.0,
Suzuki,wagon r,2025,Hybrid,,,,,9275000.0,8800000.0,6750000.0,6596000.0
Suzuki,wagon r,2024,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2023,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2020,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2018,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2017,Hybrid,,,,,9275000.0,8800000.0,6750000.0,6596000.0
Suzuki,wagon r,2016,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2015,Hybrid,,,,,9275000.0,8800000.0,6750000.0,6596000.0
Suzuki,wagon r,2014,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2007,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r,2002,Petrol,,,,,8775000.0,7250000.0,7018000.0,4497500.0
Suzuki,wagon r costom z brand,2025,Hybrid,,,,,10500000.0,,,
Suzuki,wagon r coustom z,2025,Hybrid,,,,,10000000.0,,,
Suzuki,wagon r custom,2025,Petrol,,,,,9975000.0,,,
Suzuki,wagon r custom,2023,Petrol,,,,,9975000.0,,,
Suzuki,wagon r custom z,2025,Petrol,,,,,9990000.0,,,
Suzuki,wagon r custom z,2024,Hybrid,,,,,10210000.0,,,
Suzuki,wagon r custom z,2023,Hybrid,,,,,10210000.0,,,
Suzuki,wagon r custom z brand,2025,Hybrid,,,,,9395000.0,,,
Suzuki,wagon r custom z-zx,2025,Hybrid,,,,,10490000.0,,,
Suzuki,wagon r custom zt,2024,Hybrid,,,,,9585000.0,,,
Suzuki,wagon r custom zx,2025,Hybrid,,,,,10075000.0,,,
Suzuki,wagon r custom zx,2023,Hybrid,,,,,9983333.0,,,
Suzuki,wagon r custom zx upgrade,2024,Petrol,,,,,9850000.0,,,
Suzuki,wagon r custom-zt 4wayheadup,2024,Hybrid,,,,,10500000.0,,,
Suzuki,wagon r custome z,2025,Hybrid,,,,,9975000.0,,,
Suzuki,wagon r customz,2025,Petrol,,,,,10300000.0,,,
Suzuki,wagon r dayz safety,2023,Petrol,,,,,7925000.0,,,
Suzuki,wagon r fx,2025,Hybrid,,,,,8580588.0,7882500.0,6797500.0,6493333.0
Suzuki,wagon r fx,2024,Petrol,,,,,7976591.0,8150000.0,6625000.0,6428750.0
Suzuki,wagon r fx,2023,Petrol,,,,,7976591.0,8150000.0,6625000.0,6428750.0
Suzuki,wagon r fx,2022,Hybrid,,,,,8580588.0,7882500.0,6797500.0,6493333.0
Suzuki,wagon r fx,2020,Petrol,,,,,7976591.0,8150000.0,6625000.0,6428750.0
Suzuki,wagon r fx,2018,Petrol,,,,,7976591.0,8150000.0,6625000.0,6428750.0
Suzuki,wagon r fx,2017,Petrol,,,,,7976591.0,8150000.0,6625000.0,6428750.0
Suzuki,wagon r fx,2016,Petrol,,,,,7976591.0,8150000.0,6625000.0,6428750.0
Suzuki,wagon r fx - s,2023,Hybrid,,,,,8832500.0,,,
Suzuki,wagon r fx -s,2025,Hybrid,,,,,8150000.0,,,
Suzuki,wagon r fx 2025,2023,Hybrid,,,,,8190000.0,,,
Suzuki,wagon r fx 4way,2023,Hybrid,,,,,8150000.0,,,
Suzuki,wagon r fx 4way camera hud,2024,Hybrid,,,,,8390000.0,,,
Suzuki,wagon r fx 4way/hud/6 air,2024,Hybrid,,,,,8775000.0,,,
Suzuki,wagon r fx 70% leasing ok,2023,Petrol,,,,,7690000.0,,,
Suzuki,wagon r fx beige interior,2023,Petrol,,,,,8600000.0,,,
Suzuki,wagon r fx fx-s,2025,Hybrid,,,,,8990000.0,,,
Suzuki,wagon r fx mazda flear,2023,Hybrid,,,,,8090000.0,,,
Suzuki,wagon r fx push start,2024,Petrol,,,,,7900000.0,,,
Suzuki,wagon r fx push start,2023,Petrol,,,,,7900000.0,,,
Suzuki,wagon r fx s,2024,Hybrid,,,,,8492000.0,,,
Suzuki,wagon r fx s -,2023,Hybrid,,,,,8550000.0,,,
Suzuki,wagon r fx safe,2024,Petrol,,,,,7890000.0,,,
Suzuki,wagon r fx safety,2025,Petrol,,,,,7883636.0,,6600000.0,7200000.0
Suzuki,wagon r fx safety,2024,Petrol,,,,,7775000.0,,,
Suzuki,wagon r fx safety,2023,Petrol,,,,,7775000.0,,,
Suzuki,wagon r fx safety,2018,Petrol,,,,,7883636.0,,6600000.0,7200000.0
Suzuki,wagon r fx safety,2017,Hybrid,,,,,8595000.0,,6456000.0,6467500.0
Suzuki,wagon r fx safety,2016,Hybrid,,,,,8595000.0,,6456000.0,6467500.0
Suzuki,wagon r fx safety,2014,Hybrid,,,,,8595000.0,,6456000.0,6467500.0
Suzuki,wagon r fx safety -,2024,Hybrid,,,,,8800000.0,,,
Suzuki,wagon r fx safety -,2023,Hybrid,,,,,8800000.0,,,
Suzuki,wagon r fx safety comrer,2023,Petrol,,,,,7890000.0,,,
Suzuki,wagon r fx safety edition,2024,Petrol,,,,,8070000.0,,,
Suzuki,wagon r fx safety edition,2023,Petrol,,,,,8070000.0,,,
Suzuki,wagon r fx safety edition,2017,Hybrid,,,,,,,6770000.0,
Suzuki,wagon r fx safety f/l,2024,Hybrid,,,,,8650000.0,,,
Suzuki,wagon r fx safety package,2024,Petrol,,,,,8475000.0,,,
Suzuki,wagon r fx safety package,2017,Hybrid,,,,,,,6750000.0,
Suzuki,wagon r fx safety unregisted,2023,Petrol,,,,,7690000.0,,,
Suzuki,wagon r fx safety/ push start,2023,Petrol,,,,,7890000.0,,,
Suzuki,wagon r fx safty 70% finance,2024,Petrol,,,,,7890000.0,,,
Suzuki,wagon r fx safty push 70% leas,2023,Petrol,,,,,7690000.0,,,
Suzuki,wagon r fx safty push start,2024,Petrol,,,,,7990000.0,,,
Suzuki,wagon r fx safty push start,2023,Petrol,,,,,7920000.0,,,
Suzuki,wagon r fx safty pushtart,2024,Petrol,,,,,8150000.0,,,
Suzuki,wagon r fx safy push start,2023,Petrol,,,,,7890000.0,,,
Suzuki,wagon r fx sefty,2023,Petrol,,,,,7800000.0,,,
Suzuki,wagon r fx unregister,2023,Hybrid,,,,,8150000.0,,,
Suzuki,wagon r fz,2023,Petrol,,,,,7975000.0,,6797857.0,6611000.0
Suzuki,wagon r fz,2019,Hybrid,,,,,,,7088750.0,6691667.0
Suzuki,wagon r fz,2018,Petrol,,,,,7975000.0,,6797857.0,6611000.0
Suzuki,wagon r fz,2017,Petrol,,,,,7975000.0,,6797857.0,6611000.0
Suzuki,wagon r fz,2016,Hybrid,,,,,,,7088750.0,6691667.0
Suzuki,wagon r fz,2014,Petrol,,,,,7975000.0,,6797857.0,6611000.0
Suzuki,wagon r fz -,2017,Hybrid,,,,,,,,7000000.0
Suzuki,wagon r fz -56000 km,2019,Hybrid,,,,,,,7500000.0,
Suzuki,wagon r fz costom z,2025,Petrol,,,,,10275000.0,,,
Suzuki,wagon r fz costom z,2022,Hybrid,,,,,9550000.0,,,
Suzuki,wagon r fz custom,2025,Hybrid,,,,,9480000.0,,,
Suzuki,wagon r fz custom z 4way,2023,Hybrid,,,,,9250000.0,9250000.0,,
Suzuki,wagon r fz mh44s,2015,Hybrid,,,,,,,6230000.0,
Suzuki,wagon r fz non safety,2017,Hybrid,,,,,,,7390000.0,
Suzuki,wagon r fz premium,2019,Petrol,,,,,,,7100000.0,6850000.0
Suzuki,wagon r fz premium,2018,Hybrid,,,,,,6990000.0,7337500.0,7195000.0
Suzuki,wagon r fz premium,2017,Petrol,,,,,,,7100000.0,6850000.0
Suzuki,wagon r fz safety,2018,Petrol,,,,,,,6750000.0,
Suzuki,wagon r fz safety,2017,Petrol,,,,,,,6112500.0,7500000.0
Suzuki,wagon r fz safety,2016,Petrol,,,,,,,6112500.0,7500000.0
Suzuki,wagon r fz safety,2015,Petrol,,,,,,,6112500.0,7500000.0
Suzuki,wagon r fz safety exchange,2015,Hybrid,,,,,,,,5895000.0
Suzuki,wagon r fz safety package,2017,Petrol,,,,,,,,7000000.0
Suzuki,wagon r indian,2004,Petrol,,,,,,,,2800000.0
Suzuki,wagon r premium,2019,Hybrid,,,,,,7300000.0,,
Suzuki,wagon r premium,2018,Petrol,,,,,,,,7100000.0
Suzuki,wagon r push start safety,2023,Petrol,,,,,7950000.0,,,
Suzuki,wagon r safety,2023,Petrol,,,,,8250000.0,,,
Suzuki,wagon r sedan,2016,Petrol,,,,,,,,6200000.0
Suzuki,wagon r smile,2024,Hybrid,,,,,8750000.0,,,
Suzuki,wagon r smile edition,2023,Hybrid,,,,,8590000.0,,,
Suzuki,wagon r smile s limited,2024,Hybrid,,,,,8765000.0,,,
Suzuki,wagon r stingray,2025,Hybrid,,,,,9514286.0,21779000.0,7467051.0,7121053.0
Suzuki,wagon r stingray,2023,Petrol,,,,,8808333.0,5875000.0,7577812.0,6906667.0
Suzuki,wagon r stingray,2019,Hybrid,,,,,9514286.0,21779000.0,7467051.0,7121053.0
Suzuki,wagon r stingray,2018,Petrol,,,,,8808333.0,5875000.0,7577812.0,6906667.0
Suzuki,wagon r stingray,2017,Petrol,,,,,8808333.0,5875000.0,7577812.0,6906667.0
Suzuki,wagon r stingray,2016,Petrol,,,,,8808333.0,5875000.0,7577812.0,6906667.0
Suzuki,wagon r stingray,2015,Petrol,,,,,8808333.0,5875000.0,7577812.0,6906667.0
Suzuki,wagon r stingray,2014,Hybrid,,,,,9514286.0,21779000.0,7467051.0,7121053.0
Suzuki,wagon r stingray brand,2025,Hybrid,,,,,10400000.0,,,
Suzuki,wagon r stingray cbc,2018,Hybrid,,,,,,,,7875000.0
Suzuki,wagon r stingray costom,2017,Hybrid,,,,,,,7350000.0,
Suzuki,wagon r stingray costom z,2023,Hybrid,,,,,9950000.0,,,
Suzuki,wagon r stingray custom z,2025,Hybrid,,,,,10450000.0,,,
Suzuki,wagon r stingray fully loaded,2017,Hybrid,,,,,,,,7150000.0
Suzuki,wagon r stingray j style,2015,Hybrid,,,,,,,6725000.0,6475000.0
Suzuki,wagon r stingray j style,2014,Hybrid,,,,,,,6725000.0,6475000.0
Suzuki,wagon r stingray safety,2018,Hybrid,,,,,,7950000.0,8075000.0,7396667.0
Suzuki,wagon r stingray safety,2016,Hybrid,,,,,,7950000.0,8075000.0,7396667.0
Suzuki,wagon r stingray stin gray,2018,Hybrid,,,,,,,7400000.0,
Suzuki,wagon r stingray string ray,2015,Petrol,,,,,,,,6150000.0
Suzuki,wagon r stingray stringray j style,2015,Hybrid,,,,,,,6800000.0,
Suzuki,wagon r stingray x limited,2018,Hybrid,,,,,,,7950000.0,
Suzuki,wagon r stingray z custom,2025,Hybrid,,,,,10200000.0,,,
Suzuki,wagon r string gray,2018,Hybrid,,,,,,,7800000.0,
Suzuki,wagon r wagonr custom z,2025,Hybrid,,,,,9700000.0,,,
Suzuki,wagon r zt,2022,Petrol,,,,,9700000.0,,,
Suzuki,wagon r zt custom,2023,Hybrid,,,,,9800000.0,,,
Suzuki,wagon r zx,2025,Hybrid,,,,,9447727.0,,,
Suzuki,wagon r zx,2024,Petrol,,,,,9655000.0,,,
Suzuki,wagon r zx,2023,Petrol,,,,,9655000.0,,,
Suzuki,wagon r zx custom,2025,Hybrid,,,,,9539615.0,,,
Suzuki,wagon r zx custom,2024,Hybrid,,,,,9539615.0,,,
Suzuki,wagon r zx custom,2023,Hybrid,,,,,9790000.0,,,
Suzuki,wagon r zx custom,2022,Hybrid,,,,,9539615.0,,,
Suzuki,wagon r zx custom 4way camer,2022,Hybrid,,,,,9590000.0,,,
Suzuki,wagon r zx custom upgrade,2024,Hybrid,,,,,10250000.0,,,
Suzuki,wagon r zx custom z,2025,Hybrid,,,,,9803333.0,,,
Suzuki,wagon r zx custom z,2024,Hybrid,,,,,9803333.0,,,
Suzuki,wagon r zx custom z,2023,Hybrid,,,,,9803333.0,,,
Suzuki,wagon r zx custom z ( zx),2025,Hybrid,,,,,9875000.0,,,
Suzuki,wagon r zx custom z (),2024,Hybrid,,,,,9600000.0,,,
Suzuki,wagon r zx customs,2024,Hybrid,,,,,9750000.0,,,
Suzuki,wagon r zx mazda flear,2023,Hybrid,,,,,8990000.0,,,
Suzuki,wagon r zx upgrade package,2023,Hybrid,,,,,9675000.0,,,
Suzuki,wagon r zx upgrade pkg,2024,Hybrid,,,,,9250000.0,,,
Suzuki,wagon r zx upgraded / 6 air bag,2025,Hybrid,,,,,10350000.0,,,
Suzuki,wagon r zx z custom bn,2024,Hybrid,,,,,10175000.0,,,
Suzuki,x bee mz two tone,2023,Hybrid,,,,,11850000.0,,,
Suzuki,xbee,2024,Hybrid,,,,,10350000.0,10800000.0,,
Suzuki,xbee,2023,Petrol,,,,,11900000.0,9500000.0,,
Suzuki,xbee,2019,Petrol,,,,,11900000.0,9500000.0,,
Suzuki,xbee japan,2023,Hybrid,,,,,,10590000.0,,
Suzuki,xbee mv,2023,Petrol,,,,,11900000.0,,,
Suzuki,xbee mv/ mz,2025,Hybrid,,,,,11000000.0,,,
Suzuki,xbee mz,2025,Hybrid,,,,,11187500.0,,,
Suzuki,xbee mz,2024,Hybrid,,,,,11187500.0,,,
Suzuki,xbee mz 2wd,2023,Hybrid,,,,,11790000.0,,,
Suzuki,xbee mz brand,2025,Hybrid,,,,,11490000.0,,,
Suzuki,xbee mz brand,2024,Hybrid,,,,,11490000.0,,,
Suzuki,xbee mz brand,2023,Hybrid,,,,,11490000.0,,,
Suzuki,xbee mz highest safety pc,2024,Hybrid,,,,,11875000.0,,,
Suzuki,xbee mz highest safety un,2023,Hybrid,,,,,11295000.0,10725000.0,,
Suzuki,xbee mz leather package,2025,Hybrid,,,,,12190000.0,,,
