Manufacturer,Model,Year,Fuel Type,Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km)
Honda,vezel rs sensing,2016,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,12000000.0
Honda,vezel rs sensing,2017,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,13112500.0,13081667.0
Honda,vezel rs sensing,2018,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,14650000.0,
Honda,vezel rs sensing,2019,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,15200000.0
Honda,vezel rv3,2014,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,10500000.0
Honda,vezel rv5 x,2025,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19750000.0,,,
Honda,vezel rv5 x e-hev,2025,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19750000.0,,,
Honda,vezel rv5 z,2025,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,25150000.0,,,
Honda,vezel rv5 z e-hev,2025,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20500000.0,,,
Honda,vezel x,2014,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19140000.0,,,9950000.0
Honda,vezel x,2022,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19140000.0,,,9950000.0
Honda,vezel x,2023,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19140000.0,,,9950000.0
Honda,vezel x,2024,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19140000.0,,,9950000.0
Honda,vezel x e-hev,2025,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,18990000.0,,,
Honda,vezel x hunt,2022,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,17500000.0,
Honda,vezel x hunt,2024,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1950000.0,,,
Honda,vezel z,2014,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20535429.0,19300000.0,15500000.0,10345000.0
Honda,vezel z,2015,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,11600000.0,11065000.0
Honda,vezel z,2016,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20313396.0,18937500.0,,10980000.0
Honda,vezel z,2017,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20313396.0,18937500.0,,10980000.0
Honda,vezel z,2018,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20535429.0,19300000.0,15500000.0,10345000.0
Honda,vezel z,2022,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20535429.0,19300000.0,15500000.0,10345000.0
Honda,vezel z,2023,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,18855000.0,,,
Honda,vezel z,2024,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20660000.0,19350000.0,,
Honda,vezel z,2025,Petrol,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,20660000.0,19350000.0,,
Honda,vezel z e-hev,2023,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19500000.0,,,
Honda,vezel z e-hev,2025,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,18500000.0,,,
Honda,vezel z ivory,2016,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,11770000.0,
Honda,vezel z navi-premium,2025,Hybrid,suv,5,185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,21000000.0,,,
Honda,wr-v z,2025,Petrol,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,16000000.0,,,
Honda,zr-v z,2024,Petrol,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,23333333.0,,,
Honda,zr-v z premium,2023,Petrol,suv,5,188,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,24500000.0,,,
Hyundai,accent,2000,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,2645000.0
Hyundai,accent,2001,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,2645000.0
Hyundai,accent,2002,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,2645000.0
Hyundai,accent,2003,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,2645000.0
Hyundai,accent,2004,Petrol,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,2645000.0
Hyundai,accent,2012,Diesel,sedan / hatchback,5,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,7300000.0
Hyundai,creta,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19800000.0,,,
Hyundai,elantra,2011,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,7600000.0
Hyundai,eon,2014,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4482500.0,4600000.0
Hyundai,eon,2015,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4482500.0,4600000.0
Hyundai,eon,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4482500.0,4600000.0
Hyundai,eon magna plus,2015,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,3750000.0,
Hyundai,eon magna plus,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4475000.0,
Hyundai,grand i10,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9440000.0,,6290000.0,
Hyundai,grand i10,2018,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9440000.0,,6290000.0,
Hyundai,grand i10,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9440000.0,,6290000.0,
Hyundai,grand i10,2025,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9440000.0,,6290000.0,
Hyundai,ioniq,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,9750000.0
Hyundai,ioniq,2020,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,11900000.0,,9850000.0
Hyundai,kona ev,2020,Electric,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13500000.0,
Hyundai,santa fe,2001,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13800000.0,12542857.0
Hyundai,santa fe,2013,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13800000.0,12542857.0
Hyundai,santa fe,2014,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13800000.0,12542857.0
Hyundai,santa fe,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13800000.0,12542857.0
Hyundai,santa fe,2016,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13800000.0,12542857.0
Hyundai,santa fe 2wd,2003,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4199999.0
Hyundai,santa fe 4wd,2010,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2200000.0
Hyundai,santa fe calligraphy,2025,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36500000.0,,,
Hyundai,santa fe calligraphy 4wd,2025,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37000000.0,,,
Hyundai,santa fe crd,2013,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12900000.0
Hyundai,sonata,2000,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2525000.0
Hyundai,sonata,2001,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2525000.0
Hyundai,terracan,2006,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,7800000.0
Hyundai,tucson,2011,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10100000.0,
Hyundai,tucson,2012,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,9530000.0
Hyundai,tucson,2013,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,9530000.0
Hyundai,tucson,2014,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,9530000.0
Hyundai,tucson ix 35,2012,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,9250000.0
Hyundai,venue,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,9475000.0,9450000.0,
Hyundai,venue sx,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8950000.0,
Isuzu,d-max,2017,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,13000000.0
JAC,t9,2025,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17541667.0,,,
JAC,t9 double cab,2025,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17500000.0,,,
JMEV,elight,2025,Electric,sedan/coupe,5,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16850000.0,,,
Jaecoo,j6 ev,2025,Electric,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26500000.0,,,
Jaecoo,j7 4wd,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30000000.0,,,
Jaecoo,j7 phev,2025,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23425000.0,,,
Jaguar,e-pace p 250,2018,Petrol,compact suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35500000.0,,,
Jaguar,e-pace r dynamic edition,2018,Petrol,compact suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,30000000.0,,
Jaguar,f-pace r dynamic diesal,2017,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,35900000.0,,
Jaguar,f-pace r-line,2017,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46000000.0,,,
Jaguar,xf,2013,Diesel,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,16000000.0,17500000.0
Jeep,wrangler,2013,Diesel,suv,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,39500000.0
Jeep,wrangler,2015,Diesel,suv,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,43000000.0,38000000.0
Jeep,wrangler,2016,Diesel,suv,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,43000000.0,38000000.0
Jeep,wrangler gladiator,2023,Petrol,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46500000.0,,,
Jeep,wrangler rubicon,2018,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59545000.0,52500000.0,52500000.0,62000000.0
Jeep,wrangler rubicon,2024,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59545000.0,52500000.0,52500000.0,62000000.0
Jeep,wrangler rubicon hardtop,2018,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54990000.0,,,
Jeep,wrangler rubicon jl,2018,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,55000000.0,
Jeep,wrangler sports,2015,Diesel,suv,4,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,39500000.0
Kia,carens clavis,2025,Petrol,mpv,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20975000.0,,,
Kia,carnival,2015,Diesel,mpv,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,20500000.0
Kia,carnival grand,2015,Diesel,muv,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,17000000.0
Kia,cerato,2011,Petrol,sedan / hatchback,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,7000000.0,
Kia,ev5,2024,Electric,uv,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34500000.0,,,
Kia,jeep caren,2004,Petrol,mpv,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3600000.0
Kia,picanto,2012,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6350000.0,6603000.0,6345000.0,5900000.0
Kia,picanto,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6350000.0,6603000.0,6345000.0,5900000.0
Kia,picanto,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6350000.0,6603000.0,6345000.0,5900000.0
Kia,picanto,2019,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6350000.0,6603000.0,6345000.0,5900000.0
Kia,picanto sport,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6550000.0,
Kia,picanto sport,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6550000.0,
Kia,rio,2001,Petrol,hatchback / sedan,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2487500.0
Kia,rio,2002,Petrol,hatchback / sedan,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2487500.0
Kia,rio gt line sun roof,2017,Petrol,hatchback/sedan,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8950000.0,
Kia,seltos gt line,2020,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15700000.0,15700000.0,14700000.0,
Kia,sonet,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13495000.0,,,
Kia,sonet gt line,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15250000.0,,,
Kia,sonet gtx+,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12800000.0,,,
Kia,sorento,2008,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18675000.0,14045000.0
Kia,sorento,2010,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,10366667.0
Kia,sorento,2011,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,10366667.0
Kia,sorento,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18675000.0,14045000.0
Kia,sorento,2013,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18675000.0,14045000.0
Kia,sorento,2014,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18675000.0,14045000.0
Kia,sorento,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18675000.0,14045000.0
Kia,sorento 1-10,2009,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,13500000.0,,
Kia,sorento 1-10,2010,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,11250000.0
Kia,sorento 1-11,2014,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,14950000.0
Kia,sorento 1-12,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12300000.0
Kia,sorento 1-20,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,23500000.0
Kia,sorento 1-20,2016,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,23275000.0
Kia,sorento 1-20,2017,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,26500000.0,26500000.0
Kia,sorento 1-24,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,21000000.0
Kia,sorento 1-7,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,11650000.0
Kia,sorento 1-8,2010,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,11250000.0
Kia,sorento 1-8,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,13290000.0
Kia,sorento 4x4,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,21500000.0
Kia,sorento 7 seater,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,11000000.0
Kia,sorento awd,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12000000.0
Kia,sorento cadi,2011,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12200000.0
Kia,sorento crdi,2014,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,17050000.0
Kia,sorento crdi 1 to 14,2014,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,16000000.0
Kia,sorento ex,2008,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6975000.0
Kia,sorento face lift model,2014,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,16350000.0
Kia,sorento face-lift,2013,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,14250000.0
Kia,sorento fully loaded,2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,14400000.0,
Kia,sorento fully loaded,2014,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,13750000.0
Kia,sorento fully loaded (1to12),2012,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12550000.0
Kia,sorento gt line,2025,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39800000.0,,,
Kia,sorento gt line australian,2025,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39150000.0,,,
Kia,sorento hev,2025,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38950000.0,,,
Kia,sorento sonet gxt white dt,2025,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14690000.0,,,
Kia,sorento unit 1,2024,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33500000.0,,,
Kia,sorento unit 2,2024,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33500000.0,,,
Kia,sorento unit 3,2024,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33500000.0,,,
Kia,soul,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,9690000.0,
Kia,sportage,2008,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,110000000.0,10369333.0
Kia,sportage,2011,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12712500.0,9293333.0
Kia,sportage,2012,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12712500.0,9293333.0
Kia,sportage,2013,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,110000000.0,10369333.0
Kia,sportage,2014,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,110000000.0,10369333.0
Kia,sportage,2015,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,110000000.0,10369333.0
Kia,sportage,2016,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12712500.0,9293333.0
Kia,sportage,2018,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12712500.0,9293333.0
Kia,sportage,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18500000.0,
Kia,sportage lx,2015,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,13150000.0
Kia,stonic,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10900000.0,
Kia,stonic,2020,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10900000.0,
Kia,stonic gt,2020,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,11350000.0,,
Land Rover,defender,2008,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29500000.0,38500000.0,,28500000.0
Land Rover,defender,2010,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29500000.0,38500000.0,,28500000.0
Land Rover,defender,2012,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29500000.0,38500000.0,,28500000.0
Land Rover,defender,2023,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71000000.0,71000000.0,,
Land Rover,defender 110,2023,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76800000.0,,,
Land Rover,defender 110 hse,2025,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88500000.0,,,
Land Rover,defender 110 p300e x-dynamic hse,2024,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,79500000.0,,,
Land Rover,defender 110 p400e x-dynamic hse,2024,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69500000.0,,,
Land Rover,defender 110 puma,2015,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,37500000.0,
Land Rover,defender 110 straight,2024,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,78500000.0,,,
Land Rover,defender 110 x-dynamic hse,2023,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89500000.0,,,
Land Rover,defender 110 x-dynamic hse,2025,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83000000.0,,,
Land Rover,defender 130,2005,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,26000000.0
Land Rover,defender 2.2tdi,2014,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,42500000.0,
Land Rover,defender 300tdi,2000,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,13950000.0
Land Rover,defender kahn,2005,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,39500000.0,,
Land Rover,defender p300 straight,2024,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73800000.0,,,
Land Rover,defender p300e x-dynamic hse,2025,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89000000.0,,,
