Manufacturer,Model,Year,Fuel Type,Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km)
Nissan,almera el,2025,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12081250.0,,,
Nissan,almera el sport,2023,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14000000.0,,,
Nissan,almera vl,2025,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14175385.0,,,
Nissan,aura g leather sport,2024,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15695000.0,,,
Nissan,aura nismo,2023,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16500000.0,,,
Nissan,aura nismo limited,2024,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,15995000.0,,
Nissan,cefiro 230jk j31,2006,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5950000.0
Nissan,clipper,2024,Petrol,kei / minivan,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8900000.0,,,
Nissan,clipper gx,2024,Petrol,kei/minivan,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9495000.0,,,
Nissan,clipper rio,2023,Petrol,kei/minivan,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,9200000.0,,
Nissan,clipper rio,2024,Petrol,kei/minivan,5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10350000.0,,,
Nissan,dayz,2015,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8195000.0,8450000.0,6490000.0,7050000.0
Nissan,dayz,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8195000.0,8450000.0,6490000.0,7050000.0
Nissan,dayz,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8195000.0,8450000.0,6490000.0,7050000.0
Nissan,dayz,2018,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8195000.0,8450000.0,6490000.0,7050000.0
Nissan,dayz,2023,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8195000.0,8450000.0,6490000.0,7050000.0
Nissan,dayz,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8195000.0,8450000.0,6490000.0,7050000.0
Nissan,dayz,2025,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9422500.0,,,
Nissan,dayz basic,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,6550000.0,,
Nissan,dayz bolero,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8400000.0,,,
Nissan,dayz costom g,2023,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7890000.0,,,
Nissan,dayz ek wagon,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7875000.0,,,
Nissan,dayz g,2023,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9850000.0,,,
Nissan,dayz g propilot,2024,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8790000.0,,,
Nissan,dayz highway star,2017,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8681250.0,,6980000.0,6900000.0
Nissan,dayz highway star,2019,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8681250.0,,6980000.0,6900000.0
Nissan,dayz highway star,2023,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8681250.0,,6980000.0,6900000.0
Nissan,dayz highway star,2024,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9250000.0,,,
Nissan,dayz highway star g,2018,Petrol,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,7385000.0,
Nissan,dayz highway star g,2024,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8350000.0,,,
Nissan,dayz highway star propilot,2023,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9100000.0,,,
Nissan,dayz highway star propilot,2024,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9275000.0,,,
Nissan,dayz highway star s,2024,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9490000.0,,,
Nissan,dayz highway star x,2023,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8563333.0,,,
Nissan,dayz highway star x,2024,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8563333.0,,,
Nissan,dayz highway star x propilot,2023,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8000000.0,,,
Nissan,dayz highway star x propilot,2024,Hybrid,hatchback,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8400000.0,,,
Nissan,dayz hihgway star x,2023,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8300000.0,,,
Nissan,dayz roox,2023,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,9375000.0,,
Nissan,dayz roox x safety,2023,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9200000.0,,,
Nissan,dayz s grade,2023,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6890000.0,,,
Nissan,dayz safety,2018,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,6525000.0,,
Nissan,dayz safety,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8375000.0,,,
Nissan,dayz x,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,5875000.0,
Nissan,dayz x grade,2023,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7806000.0,,,
Nissan,dayz x grade,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7806000.0,,,
Nissan,dayz x grade safety,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8250000.0,,,
Nissan,dayz x wagon safety,2024,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8250000.0,,,
Nissan,juke,2020,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,14500000.0,14166667.0,
Nissan,juke 15rx v-selection,2016,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,9600000.0,
Nissan,juke highest grade,2020,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14700000.0,,,
Nissan,kicks x grade,2024,Electric,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14716667.0,,,
Nissan,lafesta,2013,Petrol,mpv,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,9000000.0
Nissan,leaf,2012,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8665000.0,8225000.0,5433333.0
Nissan,leaf,2013,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8665000.0,8225000.0,5433333.0
Nissan,leaf,2014,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8665000.0,8225000.0,5433333.0
Nissan,leaf,2015,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8665000.0,8225000.0,5433333.0
Nissan,leaf,2017,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8665000.0,8225000.0,5433333.0
Nissan,leaf acenta,2014,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,7750000.0,5900000.0,
Nissan,leaf acenta,2015,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,7750000.0,5900000.0,
Nissan,leaf aze0,2013,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8550000.0,6049000.0,6450000.0
Nissan,leaf aze0,2014,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,5775000.0,
Nissan,leaf aze0,2015,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8550000.0,6049000.0,6450000.0
Nissan,leaf aze0 x grade,2013,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6800000.0
Nissan,leaf g grade,2014,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5150000.0
Nissan,leaf visia,2014,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5500000.0
Nissan,leaf zeo,2012,Electric,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,5340000.0,
Nissan,magnite acenta,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7990000.0,,,
Nissan,magnite tekna,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9100000.0,,,
Nissan,march,2004,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4375000.0,
Nissan,march ak12,2000,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3650000.0
Nissan,march ak12,2007,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4875000.0
Nissan,march k11,2000,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3550000.0
Nissan,march k11,2001,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3653750.0
Nissan,navara,2006,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6662500.0
Nissan,navara,2007,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,8700000.0,
Nissan,navara,2008,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6662500.0
Nissan,navara aventura,2007,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6587500.0
Nissan,navara d23,2017,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12500000.0
Nissan,navara p300,2016,Diesel,pickup,5,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,16100000.0,
Nissan,note aura g,2024,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,14590000.0,,
Nissan,note aura g,2025,Hybrid,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14395000.0,,,
Nissan,patrol,2007,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,8000000.0
Nissan,patrol 3l,2013,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,29500000.0
Nissan,patrol y61,2005,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,28500000.0
Nissan,patrol y61,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,28500000.0
Nissan,patrol y61 grx,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,39590000.0
Nissan,patrol y61 sgl,2015,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,32000000.0
Nissan,patrol y61 td42 sgl,2010,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,31000000.0
Nissan,patrol zd30,2008,Diesel,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,21000000.0
Nissan,primera,2001,Petrol,hatchback / sedan / wagon,5,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,4500000.0
Nissan,qashqai tekna,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,13900000.0,
Nissan,qashqai tekna plus,2018,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,15000000.0,
Nissan,roox highway star x,2023,Hybrid,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9150000.0,,,
Nissan,roox highway star x,2024,Petrol,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10300000.0,,,
Nissan,roox highway star x g,2022,Hybrid,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9475000.0,,,
Nissan,roox highway star x g pro,2024,Hybrid,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10575000.0,,,
Nissan,roox highway star x propilot,2023,Hybrid,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9475000.0,,,
Nissan,roox highway star x propilot,2024,Hybrid,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9285000.0,,,
Nissan,roox highway star x took,2023,Hybrid,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,8895000.0,,
Nissan,sakura ev,2023,Electric,kei,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7975000.0,,,
Nissan,sakura x,2024,Electric,kei,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7690000.0,,,
Nissan,serena e power hs,2024,Hybrid,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27950000.0,,,
Nissan,sunny,2000,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3837500.0
Nissan,sunny,2001,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3837500.0
Nissan,sunny,2002,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3837500.0
Nissan,sunny,2004,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3837500.0
Nissan,sunny b15,2003,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4995000.0
Nissan,sunny ex saloon,2003,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5550000.0
Nissan,sunny fb14,2000,Diesel,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,3200000.0
Nissan,sunny fb15,2006,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4890000.0
Nissan,sunny fb15 super saloon,2000,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4800000.0
Nissan,sunny n13,2005,Diesel,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,2350000.0
Nissan,sunny n16,2000,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4350000.0
Nissan,sunny n16 ex saloon,2004,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4500000.0
Nissan,sunny n16 super saloon,2000,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5362500.0
Nissan,sunny n16 super saloon,2001,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4690000.0
Nissan,sunny n16 super saloon,2011,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5362500.0
Nissan,sunny n17,2003,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4775000.0
Nissan,sunny n17 super saloon,2010,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6490000.0
Nissan,sylphy,2010,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,7300000.0
Nissan,tiida,2007,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6595000.0,5813333.0
Nissan,tiida,2008,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6595000.0,5813333.0
Nissan,tiida latio,2007,Petrol,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,5850000.0
Nissan,x-trail,2013,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12750000.0
Nissan,x-trail,2015,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12500000.0,11725000.0
Nissan,x-trail,2016,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10737500.0,11291471.0
Nissan,x-trail,2017,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12500000.0,11725000.0
Nissan,x-trail,2018,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,15650000.0,
Nissan,x-trail mode premier,2015,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12500000.0
Nissan,x-trail mode premier,2016,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,14000000.0
Nissan,x-trail mode premier,2017,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,16500000.0,
Nissan,x-trail t30,2001,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6350000.0
Nissan,x-trail t30,2002,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,67000000.0
Nissan,x-trail t30,2007,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,7500000.0
Nissan,x-trail t31,2011,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,12500000.0
Nissan,x-trail t31,2013,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,14500000.0,14500000.0
Nissan,x-trail t32,2016,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10625000.0,
Perodua,axia,2015,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6525000.0,6075000.0
Perodua,axia,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6525000.0,6075000.0
Perodua,axia,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6525000.0,6075000.0
Perodua,axia cas,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6295000.0,
Perodua,axia g,2015,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6100000.0,6000000.0
Perodua,axia g,2016,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,6100000.0,6000000.0
Perodua,axia g grade,2017,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,6290000.0
Perodua,bezza,2017,Petrol,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,7290000.0,7246667.0,
Perodua,bezza,2018,Petrol,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,7290000.0,7246667.0,
Perodua,bezza,2020,Petrol,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,7290000.0,7246667.0,
Perodua,viva elite,2010,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,4950000.0,4800000.0,4645000.0
Perodua,viva elite,2011,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,4950000.0,4800000.0,4645000.0
Perodua,viva elite,2012,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,4950000.0,4800000.0,4645000.0
Perodua,viva elite,2013,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,4950000.0,4800000.0,4645000.0
Perodua,viva elite premium,2012,Petrol,hatchback,5,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,4990000.0
Peugeot,2008,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,12700000.0,
Peugeot,2008 gt line,2023,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21000000.0,,,
Peugeot,2008 gt line premium,2023,Diesel,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32550000.0,,,
Peugeot,2008 gt premium,2025,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24800000.0,,,
Peugeot,3008,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,16133333.0,
Peugeot,3008,2020,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18750000.0,
Peugeot,3008 active,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,16000000.0,
Peugeot,3008 allure,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18000000.0,,
Peugeot,3008 gt line,2019,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18900000.0,,
Peugeot,306 wagon,2004,Petrol,wagon / station wagon,5,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,1925000.0
Peugeot,406,2000,Diesel,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,2050000.0,
Peugeot,5008,2019,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,19500000.0,22000000.0,19500000.0
Peugeot,5008 allure,2018,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,21000000.0,
Peugeot,5008 gt,2019,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,21500000.0,
Peugeot,5008 gt line,2018,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,20250000.0,19100000.0
Peugeot,5008 gt line,2019,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,20250000.0,19100000.0
Peugeot,5008 gt line,2020,Petrol,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,18500000.0,
Peugeot,5008 gt line,2025,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38600000.0,,,
Peugeot,5008 gt mhev e-dsc,2024,Hybrid,suv,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37500000.0,,,
Peugeot,508,2015,Diesel,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18500000.0,,16500000.0
Peugeot,508,2016,Diesel,sedan,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,18500000.0,,16500000.0
Peugeot,e-2008,2023,Electric,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23790000.0,,,
Porsche,718 cayman style edition,2024,Petrol,coupe,2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,77990000.0,,,
Porsche,911 carrera 3l sports+,2025,Petrol,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,172500000.0,,,
Porsche,cayenne,2011,Petrol,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,25000000.0,
Porsche,cayenne,2012,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,21500000.0
Porsche,cayenne s,2015,Hybrid,suv,5,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,30000000.0,
Porsche,panamera 4,2018,Petrol,sedan,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,125000000.0,,
