Manufacturer,Model,Year,Condition,Fuel Type,Price,Mileage,Average Price (0-20k km),Average Price (20k-50k km),Average Price (50k-100k km),Average Price (100k+ km)
Daihatsu,Taft G Grade,2023.0,,Petrol,8550000,6248,8675000,,,
Daihatsu,Taft G Grade 4Way CAM,2023.0,,Petrol,8500000,6000,8500000,,,
Daihatsu,Taft G MOON ROOF,2023.0,,Petrol,9190000,0,9190000,,,
Daihatsu,Taft G Moonroof,2023.0,,Petrol,8350000,6700,8350000,,,
Daihatsu,Taft MOON ROOF,2023.0,,Petrol,9350000,7200,9350000,,,
Daihatsu,Taft Sun Roof G,2023.0,,Petrol,8900000,4000,8900000,,,
Daihatsu,Taft X,2023.0,,Petrol,8800000,15000,8825000,,,
Daihatsu,Taft X GRADE,2023.0,,Petrol,8650000,16000,8650000,,,
Daihatsu,Taft X Grade,2023.0,,Petrol,8850000,18000,8850000,,,
Daihatsu,Taft moon roof,2023.0,,Petrol,8950000,6000,8950000,,,
Daihatsu,Tanto Custom X Highest Spc,2023.0,,Petrol,9900000,2500,9900000,,,
Daihatsu,Thor,2023.0,,Petrol,9650000,4308,9650000,,10000000,
Daihatsu,Thor CUTOM G M900s,2023.0,,Petrol,11390000,18000,11390000,,,
Daihatsu,Thor Custom G,2023.0,,Petrol,11400000,16537,11462500,,,
Daihatsu,Thor Custom-G (Roomy),2023.0,,Petrol,11600000,9000,11600000,,,
Daihatsu,Thor Fully Lorded,2023.0,,Petrol,11290000,10000,11290000,,,
Daihatsu,Thor G Grade,2023.0,,Petrol,10800000,2000,10800000,,,
Daihatsu,Thor GS Custom un/re,2023.0,,Petrol,10800000,11000,10800000,,,
Daihatsu,Mira ES L Safety,2022.0,,Petrol,7290000,8900,7290000,,,
Daihatsu,Mira ES Safety L Grade,2022.0,,Petrol,6890000,11000,6890000,,,
Daihatsu,Mira L SA3,2022.0,,Petrol,6850000,9500,7032500,,,
Daihatsu,Mira L Safty Edition,2022.0,,Petrol,7350000,13000,7350000,,,
Daihatsu,Mira X Limited,2022.0,,Petrol,7100000,4650,7288750,,,
Daihatsu,Mira safety edition,2022.0,,Petrol,6950000,9000,6950000,,,
Daihatsu,Thor Gt Custom U/R,2022.0,,Petrol,11400000,21000,,11400000,,
Daihatsu,Move Fully Loaded,2019.0,,Petrol,6975000,40000,,6975000,,
Daihatsu,Mira,2018.0,,Petrol,6190000,69000,7395000,,6068750,5847500
Daihatsu,Mira ES LED,2018.0,,Petrol,6350000,84000,,,6350000,
Daihatsu,Mira LA350 X Grade,2018.0,,Petrol,5995000,114000,,,,5995000
Daihatsu,Move Custom LED Facelift,2018.0,,Petrol,7950000,58890,,,7950000,
Daihatsu,Copen Robe,2016.0,,Petrol,6500000,47000,,6500000,,
Daihatsu,Mira,2016.0,,Petrol,5800000,130000,7395000,,6068750,5847500
Daihatsu,Mira LA300,2016.0,,Petrol,6190000,105000,,,,6190000
Daihatsu,Mira,2015.0,,Petrol,5895000,113883,7395000,,6068750,5847500
Daihatsu,Terios,2013.0,,Petrol,9200000,120000,,,9000000,7725000
Daihatsu,Terios,2012.0,,Petrol,8000000,173000,,,9000000,7725000
Daihatsu,Terios Premium,2012.0,,Petrol,8450000,174000,,,,7962500
Daihatsu,Terios,2011.0,,Petrol,9000000,85000,,,9000000,7725000
Daihatsu,Terios,2007.0,,Petrol,6850000,206875,,,9000000,7725000
Daihatsu,Terios Premium,2007.0,,Petrol,7475000,144000,,,,7962500
Daihatsu,Terios Kid,2002.0,,Petrol,4975000,190000,,,,4975000
Datsun,Redi Go,2017.0,,Petrol,3700000,57000,,,3555000,
Datsun,Redi Go,2016.0,,Petrol,3400000,75000,,,3555000,
Datsun,Redi Go Airbag,2016.0,,Petrol,3375000,72000,,,3375000,
Dodge,Glory iAuto 7 Seater,2022.0,,Petrol,11800000,10000,11800000,,,
Fiat,Linea,2011.0,,Petrol,3200000,115000,,,,3200000
Fiat,Punto Automatic,2007.0,,Petrol,3950000,114000,,,,3950000
Ford,Ranger Stormtrak #2,2025.0,,Petrol,30500000,0,30500000,,,
Ford,Raptor 3.0L,2025.0,,Petrol,38500000,80,38500000,,,
Ford,Raptor 3L V6,2025.0,,Petrol,37250000,0,37250000,,,
Ford,Raptor Ranger,2025.0,,Petrol,37900000,0,36575000,,,
Ford,Raptor Ranger 3.0 L Hamer Kit,2025.0,,Petrol,39250000,10,39250000,,,
Ford,Raptor Ranger 3.0L Twin-Turbo V6,2025.0,,Petrol,38800000,0,38800000,,,
Ford,Raptor Ranger 3.0L V6,2025.0,,Petrol,38500000,0,38500000,,,
Ford,Raptor Ranger 3L,2025.0,,Petrol,37500000,0,37500000,,,
Ford,Raptor Ranger 3L Hamer Kit,2025.0,,Petrol,38950000,10,38950000,,,
Ford,Raptor Ranger 3L Sports B/N,2025.0,,Petrol,38500000,0,38500000,,,
Ford,Raptor Ranger Fully Lorded,2025.0,,Petrol,38500000,0,38500000,,,
Ford,Raptor Ranger Hammer 3L B/N,2025.0,,Petrol,39500000,0,39500000,,,
Ford,Ranger MSRT #2,2024.0,,Petrol,33500000,0,33500000,,,
Ford,Mustang 5liter V8,2016.0,,Petrol,69000000,11000,69000000,,,
Ford,Fiesta,2015.0,,Petrol,7150000,63845,,,7150000,
Ford,Kuga,2015.0,,Petrol,13950000,98147,,,13950000,
Ford,Mondeo Limited Edition,2003.0,,Petrol,2800000,120000,,,,2800000
Ford,Laser,2000.0,,Petrol,2690000,165000,,,,2690000
Honda,CRV VTI L7,2025.0,,Petrol,30250000,0,30250000,,,
Honda,CRV VTI LX 7,2025.0,,Petrol,30000000,20,30000000,,,
Honda,CRV VTI LX AWD,2025.0,,Petrol,34000000,10,32000000,,,
Honda,CRV Vtil7,2025.0,,Petrol,30000000,0,30000000,,,
Honda,CRV vtlLX,2025.0,,Petrol,35000000,0,35000000,,,
Honda,City RS,2025.0,,Petrol,15100000,0,21332738,,,
Honda,City RS 1.0BrandNew,2025.0,,Petrol,15390000,0,15390000,,,
Honda,City RS 1.0L,2025.0,,Petrol,14990000,0,14990000,,,
Honda,City RS 1L Brand N,2025.0,,Petrol,14900000,0,14900000,,,
Honda,City RS Brand,2025.0,New,Petrol,14875000,0,14900000,,,
Honda,City RS Full-Spec,2025.0,,Petrol,14950000,0,14875000,,,
Honda,City RS Limited,2025.0,,Petrol,15250000,1,15250000,,,
Honda,City RS Premium,2025.0,,Petrol,14700000,0,14700000,,,
Honda,City RS Sport w/ bodykits,2025.0,,Petrol,15550000,0,15550000,,,
Honda,City RS Sports,2025.0,,Petrol,15250000,20,15250000,,,
Honda,City RS VTEC,2025.0,,Petrol,14900000,0,14875000,,,
Honda,City RS {Brand.New},2025.0,,Petrol,13900000,0,13900000,,,
Honda,City RS | Grey,2025.0,,Petrol,14800000,0,14800000,,,
Honda,City RSb Primum,2025.0,,Petrol,14700000,0,14700000,,,
Honda,City Rs,2025.0,,Petrol,14775000,0,14775000,,,
Honda,City Rs Vtec,2025.0,,Petrol,15400000,0,15400000,,,
Honda,City SV,2025.0,,Petrol,12800000,0,7040000,,,
Honda,City SV Premium Sensing,2025.0,,Petrol,14400000,0,14400000,,,
Honda,City Vtec,2025.0,,Petrol,14400000,4000,14500000,,,
Honda,City brand,2025.0,new,Petrol,15500000,0,15500000,,,
Honda,N-Box CUSTOM,2025.0,,Petrol,10775000,0,10775000,,,
Honda,N-Box CUSTOM SENSING,2025.0,,Petrol,10100000,0,10100000,,,
Honda,N-Box Custom,2025.0,,Petrol,9975000,0,9200000,,7450000,
Honda,N-Box Custom BrandNw,2025.0,,Petrol,10295000,17,10295000,,,
Honda,N-Box N BOX -,2025.0,,Petrol,9775000,0,9775000,,,
Honda,Vezel,2025.0,,Petrol,20800000,266,20945625,,13275000,11243750
Honda,Vezel 0KM MILEAGE,2025.0,,Petrol,19550000,400,19550000,,,
Honda,Vezel RV5 E:HEV X,2025.0,,Petrol,19750000,4,19750000,,,
Honda,Vezel RV5 X HUNT,2025.0,,Petrol,19750000,4,19750000,,,
Honda,Vezel RV5 e:HEV Z,2025.0,,Petrol,20500000,0,20500000,,,
Honda,Vezel X HUNT,2025.0,,Petrol,21000000,0,21000000,,,
Honda,Vezel Z,2025.0,,Petrol,20800000,0,20956250,19350000,,
Honda,Vezel Z - Apple CarPlay,2025.0,,Petrol,21450000,0,21450000,,,
Honda,Vezel Z Grade,2025.0,,Petrol,20800000,0,20582917,,,10500000
Honda,Vezel Z Grade Premium,2025.0,,Petrol,22240000,0,22240000,,,
Honda,Vezel Z PLAY,2025.0,,Petrol,22500000,0,22658333,21550000,,
Honda,Vezel Z PLAY Moonroof,2025.0,,Petrol,24290000,0,24290000,,,
Honda,Vezel Z Play,2025.0,,Petrol,19750000,5,22725000,,,
Honda,Vezel Z Play Fully loaded,2025.0,,Petrol,24950000,0,24950000,,,
Honda,Vezel Z Play MOON ROOF,2025.0,,Petrol,24850000,7,24850000,,,
Honda,Vezel Z Play Moon Roof,2025.0,,Petrol,24200000,280,23660000,,,
Honda,Vezel Z Play Moonroof,2025.0,,Petrol,24250000,0,24416667,,,
Honda,Vezel Z Play moonroof,2025.0,,Petrol,23800000,0,23800000,,,
Honda,Vezel Z Premium,2025.0,,Petrol,22450000,0,21808333,,,
Honda,Vezel Z grade,2025.0,,Petrol,20950000,0,20950000,,,
Honda,Vezel Z great,2025.0,,Petrol,21550000,0,21050000,,,
Honda,Vezel Z play,2025.0,,Petrol,22290000,0,22390000,,,
Honda,Vezel Z play Fully Loaded,2025.0,,Petrol,24950000,0,24950000,,,
Honda,Vezel grade z,2025.0,,Petrol,21000000,200,21000000,,,
Honda,Vezel z play,2025.0,,Petrol,24500000,0,24500000,,,
Honda,WR-V,2025.0,,Petrol,18500000,0,18500000,,,
Honda,WR-V Z+,2025.0,,Petrol,16000000,0,16000000,,,
Honda,CRV VTI L 7 Seater B-New,2024.0,,Petrol,33500000,0,33500000,,,
Honda,CRV VTi-L7,2024.0,,Petrol,33800000,0,33800000,,,
Honda,City RS,2024.0,,Petrol,14000000,7200,21332738,,,
Honda,City RS | White,2024.0,,Petrol,15000000,0,15000000,,,
Honda,Civic EX,2024.0,,Petrol,21000000,8000,20666667,13600000,,
Honda,Freed Cross Star 7 seater,2024.0,,Petrol,18975000,17000,18975000,,,
Honda,N-Box,2024.0,,Petrol,10200000,6700,9262500,8180000,,
Honda,N-Box Custom,2024.0,,Petrol,8500000,12000,9200000,,7450000,
Honda,N-Box Custom Fully Loaded,2024.0,,Petrol,9900000,0,9900000,,,
Honda,N-Box Custom Sensing,2024.0,,Petrol,9585000,9890,9585000,,,
Honda,N-Box JF 5,2024.0,,Petrol,8650000,5700,8650000,,,
Honda,N-Box N Box Custom,2024.0,,Petrol,9450000,4000,9450000,,,
Honda,N-Box Super Custom,2024.0,,Petrol,10750000,100,10750000,,,
Honda,N-WGN Pre Order,2024.0,,Petrol,9500000,0,9500000,,,
Honda,Vezel,2024.0,,Petrol,19400000,12000,20945625,,13275000,11243750
Honda,Vezel Grade Z,2024.0,,Petrol,21500000,9000,21500000,,,
Honda,Vezel Z,2024.0,,Petrol,19950000,4000,20956250,19350000,,
Honda,Vezel Z Grade,2024.0,,Petrol,20500000,0,20582917,,,10500000
Honda,Vezel Z Grade Safety,2024.0,,Petrol,20200000,4000,20200000,,,
Honda,Vezel Z PLAY,2024.0,,Petrol,22975000,7000,22658333,21550000,,
Honda,Vezel Z PREMIUM,2024.0,,Petrol,21800000,15000,21800000,,,
Honda,Vezel Z Play,2024.0,,Petrol,23400000,6500,22725000,,,
Honda,Vezel Z Play 10SP MR,2024.0,,Petrol,23190000,4200,23190000,,,
Honda,Vezel Z Play Moon Roof,2024.0,,Petrol,23600000,4500,23660000,,,
Honda,Vezel Z Premium,2024.0,,Petrol,20300000,5300,21808333,,,
Honda,Vezel Z Premium 10 Speaker,2024.0,,Petrol,21900000,1300,21900000,,,
Honda,Vezel Z Premium Package BN,2024.0,,Petrol,21800000,3000,21800000,,,
Honda,Vezel Z great,2024.0,,Petrol,20550000,3124,21050000,,,
Honda,Vezel ZPLAY Moonroof 2TONE,2024.0,,Petrol,22000000,4000,22000000,,,
Honda,Vezel ZPlay,2024.0,,Petrol,22000000,0,22000000,,,
Honda,ZRV Z,2024.0,,Petrol,22000000,10000,25222222,,,
Honda,ZRV Z Premium,2024.0,,Petrol,25750000,3000,25125000,,,
Honda,N-Box,2023.0,,Petrol,9500000,7500,9262500,8180000,,
Honda,N-Box Base Grade,2023.0,,Petrol,8200000,10000,8200000,,,
Honda,N-Box Custom,2023.0,,Petrol,8900000,10000,9200000,,7450000,
Honda,N-Box FULL OPTION,2023.0,,Petrol,9590000,8100,9590000,,,
Honda,N-Box N WAGON,2023.0,,Petrol,7500000,7500,7500000,,,
Honda,N-Box N box safety unregis,2023.0,,Petrol,8590000,12000,8590000,,,
Honda,N-One Original,2023.0,,Petrol,8350000,13169,8350000,,,
Honda,N-WGN G,2023.0,,Petrol,8600000,9000,8600000,,,
Honda,N-WGN L Style +,2023.0,,Petrol,9500000,1000,9500000,,,
Honda,Step Wagon Voxy,2023.0,,Petrol,25650000,15000,25650000,,,
Honda,Vezel,2023.0,,Petrol,19375000,11000,20945625,,13275000,11243750
Honda,Vezel X Grade,2023.0,,Petrol,17000000,9000,17000000,,,
Honda,Vezel X Safety Wireless Ch,2023.0,,Petrol,17650000,48000,,17650000,,
Honda,Vezel X Safety wireless Ch,2023.0,,Petrol,17900000,48000,,17900000,,
Honda,Vezel Z,2023.0,,Petrol,20500000,9700,20956250,19350000,,
Honda,Vezel Z PLAY,2023.0,,Petrol,21550000,46381,22658333,21550000,,
Honda,Vezel Z Play,2023.0,,Petrol,22100000,7000,22725000,,,
Honda,Vezel Z Play Dual MoonRoof,2023.0,,Petrol,23000000,6400,23000000,,,
Honda,Vezel Z Play Highest Spec,2023.0,,Petrol,22000000,13000,22000000,,,
Honda,Vezel Z Play Moon Roof,2023.0,,Petrol,22000000,12000,23660000,,,
Honda,Vezel z package,2023.0,,Petrol,19500000,37800,,19500000,,
Honda,ZRV Z,2023.0,,Petrol,26500000,0,25222222,,,
Honda,ZRV Z Premium,2023.0,,Petrol,24500000,11700,25125000,,,
Honda,N-Box Custom,2022.0,,Petrol,7975000,13500,9200000,,7450000,
Honda,N-Box HIGHEST GRADE,2022.0,,Petrol,10590000,16500,10590000,,,
Honda,CRV,2020.0,,Petrol,21000000,70000,,22450000,20340909,16676538
Honda,City,2020.0,,Petrol,13000000,55000,,,13000000,
Honda,Civic,2020.0,,Petrol,14950000,70000,15500000,,13220000,9931250
Honda,Civic Sedan 1.5 Ltr Vtec,2020.0,,Petrol,14500000,120000,,,,14500000
Honda,Accord,2019.0,,Petrol,21500000,47500,,21500000,,
Honda,CRV,2019.0,,Petrol,19750000,117000,,22450000,20340909,16676538
Honda,CRV Japan Masterpiece,2019.0,,Petrol,21500000,67000,,,22000000,20750000
Honda,CRV VTi-L,2019.0,,Petrol,22500000,43000,,22500000,,19200000
Honda,Civic Tech Pack,2019.0,,Petrol,13700000,124000,,,,13700000
Honda,CRV,2018.0,,Petrol,20200000,75300,,22450000,20340909,16676538
Honda,CRV 7 Seater/Lowmilege,2018.0,,Petrol,21200000,48000,,21200000,,
Honda,CRV Australian,2018.0,,Petrol,20000000,94500,,,20000000,
Honda,CRV Australian 7 Seater,2018.0,,Petrol,20650000,65000,,,20650000,
Honda,CRV CR-V,2018.0,,Petrol,20500000,74000,,,20500000,
Honda,CRV Masterpices Japan,2018.0,,Petrol,24900000,96000,,,24900000,
Honda,CRV Masterpiece,2018.0,,Petrol,21450000,54000,,,21450000,
Honda,CRV Masterpiece 5Seats,2018.0,,Petrol,22375000,40000,,22375000,,
Honda,CRV VTEC,2018.0,,Petrol,22350000,51000,,,22350000,
Honda,CRV VTi-L,2018.0,,Petrol,19200000,127300,,22500000,,19200000
Honda,Civic,2018.0,,Petrol,15500000,19203,15500000,,13220000,9931250
Honda,Civic EX,2018.0,,Petrol,13600000,46000,20666667,13600000,,
Honda,Civic EX Pack,2018.0,,Petrol,12550000,110000,,,,12550000
Honda,Civic SR,2018.0,,Petrol,14000000,62000,,,14000000,
Honda,Civic SR 1ST,2018.0,,Petrol,13250000,75000,,,13250000,
Honda,Civic Sedan Tech Pack,2018.0,,Petrol,13800000,80500,,,13800000,
Honda,Vezel RS,2018.0,,Petrol,14350000,110500,,,12950000,14216667
Honda,CRV,2017.0,,Petrol,17750000,130000,,22450000,20340909,16676538
Honda,Civic,2017.0,,Petrol,11650000,106000,15500000,,13220000,9931250
Honda,Civic SR Fully Modified,2017.0,,Petrol,12750000,75000,,12750000,12750000,
Honda,Grace,2017.0,,Petrol,11700000,0,11700000,,11500000,10790000
Honda,N-Box Custom,2017.0,,Petrol,7450000,69000,9200000,,7450000,
Honda,N-WGN,2017.0,,Petrol,7275000,67719,,,7351667,
Honda,N-WGN Custom,2017.0,,Petrol,7390000,93000,,,7390000,
Honda,Vezel,2017.0,,Petrol,13500000,130000,20945625,,13275000,11243750
Honda,Vezel RS,2017.0,,Petrol,13800000,290000,,,12950000,14216667
Honda,Vezel Rs,2017.0,,Petrol,14000000,75000,,,14000000,
Honda,Civic Sedan 1600cc,2016.0,,Petrol,13750000,62000,,,13750000,
Honda,Grace,2016.0,,Petrol,10750000,177556,11700000,,11500000,10790000
Honda,N-WGN,2016.0,,Petrol,7390000,81000,,,7351667,
Honda,S660,2016.0,,Petrol,6950000,49000,,6950000,,
Honda,Vezel,2016.0,,Petrol,11900000,120000,20945625,,13275000,11243750
Honda,Vezel RS,2016.0,,Petrol,12950000,98000,,,12950000,14216667
Honda,Vezel RS Sensing,2016.0,,Petrol,12000000,177500,,,,12000000
Honda,Fit,2015.0,,Petrol,9600000,93000,,,8700000,7580000
Honda,Fit GP5 S Grade,2015.0,,Petrol,8950000,140000,,,,8962500
Honda,Grace,2015.0,,Petrol,11500000,80000,11700000,,11500000,10790000
Honda,Grace Ex,2015.0,,Petrol,10500000,140000,,,,10500000
Honda,Grace Ex Package,2015.0,,Petrol,9500000,103000,,,,9500000
Honda,N-WGN,2015.0,,Petrol,7390000,77889,,,7351667,
Honda,Vezel Non,2015.0,,Petrol,11575000,145000,,,,11575000
Honda,Fit,2014.0,,Petrol,7800000,74000,,,8700000,7580000
Honda,Fit 1500cc,2014.0,,Petrol,8500000,118000,,,,8500000
Honda,Fit GP 5,2014.0,,Petrol,8400000,170000,,,,8400000
Honda,Fit GP5,2014.0,,Petrol,8790000,190000,,,8850000,8246667
Honda,Fit GP5 S,2014.0,,Petrol,8550000,166400,,,,8550000
Honda,Fit GP5 S Grade,2014.0,,Petrol,8975000,129500,,,,8962500
Honda,Fit Gp5,2014.0,,Petrol,9500000,112000,,,,9500000
Honda,Vezel,2014.0,,Petrol,10500000,155000,20945625,,13275000,11243750
Honda,Vezel Orange Package,2014.0,,Petrol,10500000,187000,,,,10750000
Honda,Vezel Z Grade,2014.0,,Petrol,10500000,165000,20582917,,,10500000
Honda,CRV,2013.0,,Petrol,12100000,172500,,22450000,20340909,16676538
Honda,CRV RM 2 4X4,2013.0,,Petrol,11575000,131000,,,,11575000
Honda,Civic FB1,2013.0,,Petrol,9850000,144000,,,,9850000
Honda,Fit,2013.0,,Petrol,8750000,125000,,,8700000,7580000
Honda,Fit GP1 (hybrid),2013.0,,Petrol,7390000,118500,,,,7390000
Honda,Fit GP4 RS,2013.0,,Petrol,7700000,145000,,,,7700000
Honda,Fit GP5,2013.0,,Petrol,7750000,159500,,,8850000,8246667
Honda,Fit Shuttle,2013.0,,Petrol,9350000,193000,,,,9500000
Honda,Freed,2013.0,,Petrol,11000000,88138,,,11000000,
Honda,Fit,2012.0,,Petrol,7000000,140000,,,8700000,7580000
Honda,Fit GP1,2012.0,,Petrol,6890000,188000,,,,6890000
Honda,Fit GP1 10th Anniversary,2012.0,,Petrol,7190000,125000,,,,7190000
Honda,Fit GP1 She's,2012.0,,Petrol,6990000,113000,,,,6990000
Honda,Fit Shuttle GP2,2012.0,,Petrol,10250000,125000,,,,9575000
Honda,Civic FD 3,2011.0,,Petrol,7600000,270000,,,,7600000
Honda,Fit,2011.0,,Petrol,7300000,120000,,,8700000,7580000
Honda,Insight Z Grade,2009.0,,Petrol,7775000,103000,,,,7775000
Honda,Airwave,2008.0,,Petrol,6550000,180000,,,,6550000
Honda,CRV,2008.0,,Petrol,9100000,132000,,22450000,20340909,16676538
Honda,Civic,2008.0,,Petrol,7175000,165064,15500000,,13220000,9931250
Honda,Fit Aria,2008.0,,Petrol,6000000,190300,,,,5700000
Honda,Civic FD1,2006.0,,Petrol,7350000,153000,,,,7350000
Honda,Fit Aria,2005.0,,Petrol,5400000,203500,,,,5700000
Honda,Fit GD1,2004.0,,Petrol,5375000,166000,,,,5375000
Honda,City 1.5,2001.0,,Petrol,3850000,150000,,,,3850000
Honda,HR-V,2000.0,,Petrol,5850000,300000,,,,5850000
Hyundai,Creta,2025.0,,Petrol,19800000,0,19800000,,,
Hyundai,Grand i10,2025.0,,Petrol,9440000,0,9440000,,6290000,
Hyundai,Grand i10,2024.0,,Petrol,9440000,0,9440000,,6290000,
Hyundai,Venue,2019.0,,Petrol,9500000,40000,,9475000,9450000,
Hyundai,Venue SX,2019.0,,Petrol,8950000,82000,,,8950000,
Hyundai,Venue SX Full Option,2019.0,,Petrol,9185000,74000,,,9185000,
Hyundai,Grand i10,2018.0,,Petrol,6290000,90000,9440000,,6290000,
Hyundai,Eon Magna +,2017.0,,Petrol,4475000,89000,,,4475000,
Hyundai,Ioniq,2017.0,,Petrol,9750000,159000,,,,9750000
Hyundai,Eon,2016.0,,Petrol,4425000,87500,,,4482500,4600000
Hyundai,Grand i10,2016.0,,Petrol,6290000,85000,9440000,,6290000,
Hyundai,Grand i10 Full option,2016.0,,Petrol,6650000,112000,,,,6650000
Hyundai,Eon,2015.0,,Petrol,4580000,62450,,,4482500,4600000
Hyundai,Eon Magna Plus,2015.0,,Petrol,3750000,92000,,,3750000,
Hyundai,Eon,2014.0,,Petrol,4200000,88317,,,4482500,4600000
Hyundai,Santa Fe 7 Seater Full Option,2013.0,,Petrol,11450000,142920,,,,11450000
Hyundai,Elantra,2011.0,,Petrol,7600000,150000,,,,7600000
Hyundai,Tucson,2011.0,,Petrol,6900000,135000,,,,6900000
Hyundai,Accent,2004.0,,Petrol,2675000,175000,,,,2663571
Hyundai,Accent,2003.0,,Petrol,2750000,234592,,,,2663571
Hyundai,Accent Hatchback,2003.0,,Petrol,2975000,165000,,,,2975000
Hyundai,Santa Fe 2WD,2003.0,,Petrol,4199999,158000,,,,4199999
Hyundai,Accent,2002.0,,Petrol,2495000,188354,,,,2663571
Hyundai,Getz 5DRA,2002.0,,Petrol,4000000,180000,,,,4000000
Hyundai,Sonata,2002.0,,Petrol,2550000,100000,,,2550000,2533333
Hyundai,Accent,2001.0,,Petrol,2850000,255000,,,,2663571
Hyundai,Sonata,2001.0,,Petrol,2300000,141000,,,2550000,2533333
Hyundai,Accent,2000.0,,Petrol,2600000,126387,,,,2663571
Hyundai,Sonata,2000.0,,Petrol,2750000,120000,,,2550000,2533333
JAECOO,J7 4WD,2025.0,,Petrol,30000000,50,30000000,,,
Jaguar,F-Pace Highest Spec - 25t,2019.0,,Petrol,36500000,15000,36500000,,,
Jaguar,E-Pace P 250,2018.0,,Petrol,35500000,9400,35500000,,,
Jaguar,E-Pace RDynamic 1st Edition,2018.0,,Petrol,30000000,49000,,30000000,,
Jeep,Wrangler Rubicon,2025.0,,Petrol,56000000,100,58363333,52500000,52500000,62000000
Jeep,Wrangler Rubicon Hardtop,2025.0,,Petrol,56000000,100,55495000,,,
Jeep,Wrangler Rubicon,2024.0,,Petrol,59590000,6000,58363333,52500000,52500000,62000000
Jeep,Wrangler Gladiator 3.6V6,2023.0,,Petrol,46500000,10000,46500000,,,
Jeep,Compass Limited,2019.0,,Petrol,17000000,24500,,17000000,,
Jeep,Wrangler Rubicon,2018.0,,Petrol,52500000,68000,58363333,52500000,52500000,62000000
Jeep,Wrangler Rubicon 4X4,2018.0,,Petrol,53800000,47000,,53800000,,
Jeep,Wrangler Rubicon Hardtop,2018.0,,Petrol,54990000,9000,55495000,,,
Jeep,Wrangler Rubicon JL,2018.0,,Petrol,55000000,74000,,,55000000,
Jeep,Cherokee,2009.0,,Petrol,9000000,88000,,,9000000,
Kia,Carens Clavis,2025.0,,Petrol,20975000,0,20975000,,,
Kia,Sonet,2025.0,,Petrol,13500000,0,13495000,,,
Kia,Sonet GT Line,2025.0,,Petrol,15250000,0,15250000,,,
Kia,Sonet GTX+,2025.0,,Petrol,12800000,0,12800000,,,
Kia,Sorento SONET GXT WHITE DT,2025.0,,Petrol,14690000,0,14690000,,,
Kia,Sorento Unit 1,2024.0,,Petrol,33500000,0,33500000,,,
Kia,Sorento Unit 2,2024.0,,Petrol,33500000,0,33500000,,,
Kia,Sorento Unit 3,2024.0,,Petrol,33500000,0,33500000,,,
Kia,Seltos GT Line,2020.0,,Petrol,15700000,20000,15700000,15700000,,
Kia,Stonic,2020.0,,Petrol,11650000,59100,,,10668750,
Kia,Stonic GT,2020.0,,Petrol,11350000,45000,,11350000,,
Kia,Picanto,2019.0,,Petrol,6790000,58000,6350000,6603000,6188333,5900000
Kia,Sportage Embassy,2019.0,,Petrol,18500000,75000,,,18500000,
Kia,Stonic,2019.0,,Petrol,10500000,91000,,,10668750,
Kia,Sportage,2018.0,,Petrol,16550000,91000,,,12370000,9505833
Kia,Picanto,2017.0,,Petrol,6800000,40000,6350000,6603000,6188333,5900000
Kia,Picanto Sport,2017.0,,Petrol,6650000,67000,,,6550000,
Kia,Rio GT LINE sun roof,2017.0,,Petrol,8950000,92000,,,8950000,
Kia,Picanto,2016.0,,Petrol,6490000,68000,6350000,6603000,6188333,5900000
Kia,Picanto Company maintained,2016.0,,Petrol,6150000,65000,,,6150000,
Kia,"Picanto LOW MILEAGE 39,000km",2016.0,,Petrol,6250000,39000,,6250000,,
Kia,Picanto Sport,2016.0,,Petrol,6450000,88900,,,6550000,
Kia,Picanto Sports,2016.0,,Petrol,6350000,96000,,,6350000,
Kia,Sportage,2016.0,,Petrol,14500000,82000,,,12370000,9505833
Kia,soul 1ST,2016.0,,Petrol,9690000,57000,,,9690000,
Kia,Sorento Fully Loaded,2014.0,,Petrol,13750000,133000,,,,13750000
Kia,Picanto,2012.0,,Petrol,5550000,59400,6350000,6603000,6188333,5900000
Kia,Sportage,2012.0,,Petrol,8990000,158000,,,12370000,9505833
Kia,Cerato,2011.0,,Petrol,7000000,68000,,,7000000,
Kia,Sorento,2011.0,,Petrol,11000000,147000,,,,9820000
Kia,Sportage,2011.0,,Petrol,9275000,183000,,,12370000,9505833
Kia,Sportage Sunroof,2011.0,,Petrol,10950000,178000,,,,10950000
Kia,Sorento,2010.0,,Petrol,9500000,231185,,,,9820000
Kia,Sorento 1 TO 8,2010.0,,Petrol,11250000,181000,,,,11250000
Kia,soul,2010.0,,Petrol,6800000,128000,,,,6800000
Kia,Jeep Caren,2004.0,,Petrol,3600000,190000,,,,3600000
Kia,Rio,2003.0,,Petrol,2350000,140000,,,,2441667
Kia,Rio,2002.0,,Petrol,2600000,145000,,,,2441667
Kia,Rio,2001.0,,Petrol,2375000,183000,,,,2441667
Lamborghini,Urus Performante,2025.0,,Petrol,350000000,0,350000000,,,
Land Rover,Defender DYNAMIC HSE,2025.0,,Petrol,93000000,50,93000000,,,
Land Rover,Defender SE P300,2025.0,,Petrol,73000000,0,73000000,,,
Land Rover,Defender Urban Edition,2025.0,,Petrol,75000000,0,75000000,,,
Land Rover,Defender X DYNAMIC HSE PHEV,2025.0,,Petrol,87500000,0,87500000,,,
