Manufacturer,Model,Year,Condition,Fuel Type,Price
Ford,Raptor Ranger 2.0L Bi-Turbo,2025,,Diesel,"Rs 37,000,000"
BMW,320 D,2011,,Diesel,"Rs 15,000,000"
Toyota,Hilux Revo Rocco,2025,,Diesel,"Rs 28,200,000"
Toyota,Land Cruiser Sahara V6 7 seats BN,2025,,Diesel,"Rs 129,500,000"
Kia,Sorento CRDI,2014,,Diesel,"Rs 17,650,000"
Toyota,Land Cruiser Prado LC5,2013,,Diesel,"Rs 42,500,000"
Toyota,Land Cruiser Sahara Japanese spex ZX,2024,,Diesel,"Rs 123,000,000"
Toyota,Hilux GR Sport,2025,,Diesel,"Rs 32,700,000"
Land Rover,Range Vogue Autobiography,2015,,Diesel,"Rs 54,500,000"
Land Rover,Discovery 4 vogue,2014,,Diesel,"Rs 39,000,000"
Toyota,Hilux ROCCO B/NEW 4x4 2.8L,2025,,Diesel,"Rs 28,495,000"
Kia,Sorento 7 Seater,2012,,Diesel,"Rs 11,000,000"
Mitsubishi,L200 Sportero,2019,,Diesel,"Rs 19,500,000"
Hyundai,Tucson,2014,,Diesel,"Rs 11,350,000"
Toyota,Hilux Rocco brand,2025,new,Diesel,"Rs 29,250,000"
Toyota,Hilux Revo Modellista,2025,,Diesel,"Rs 28,000,000"
BMW,320d M Sports,2013,,Diesel,"Rs 16,500,000"
Nissan,Navara,2008,,Diesel,"Rs 6,500,000"
Toyota,Land Cruiser Sahara VX V8,2017,,Diesel,"Rs 75,000,000"
Hyundai,Tucson Fully Lorded,2013,,Diesel,"Rs 11,575,000"
Land Rover,Discovery luxury Dynamic HSC,2018,,Diesel,"Rs 42,950,000"
Mitsubishi,Montero Center Spare 7 Seats,2008,,Diesel,"Rs 18,750,000"
Kia,Sorento CRDI 1 to 14,2014,,Diesel,"Rs 16,000,000"
Kia,Sportage,2015,,Diesel,"Rs 13,650,000"
Nissan,Bluebird SU14,2000,,Diesel,"Rs 3,500,000"
Toyota,Land Cruiser Prado 120 5L,2007,,Diesel,"Rs 17,350,000"
Toyota,Land Cruiser Sahara LJ-79 CHOGM 4.2 L,2014,,Diesel,"Rs 40,500,000"
Toyota,Land Cruiser Prado,2011,,Diesel,"Rs 27,000,000"
Toyota,Land Cruiser Sahara VX V8 Sunroof,2014,,Diesel,"Rs 63,500,000"
Peugeot,2008 GT Line Premium Dies,2023,,Diesel,"Rs 32,550,000"
Toyota,Land Cruiser Sahara,2015,,Diesel,"Rs 71,000,000"
Toyota,Land Cruiser Prado Jeep,2014,,Diesel,"Rs 42,500,000"
Mitsubishi,Montero,2012,,Diesel,"Rs 15,600,000"
Toyota,Land Cruiser Prado 150 VX,2017,,Diesel,"Rs 47,500,000"
BMW,520d,2014,,Diesel,"Rs 24,500,000"
Toyota,Camry,1997,,Diesel,"Rs 3,700,000"
Isuzu,Double Cab,1986,,Diesel,"Rs 3,750,000"
Toyota,Land Cruiser Sahara Lc300 D,2025,,Diesel,"Rs 130,000,000"
Toyota,Hilux Rocco 2.8L,2025,BrandNew,Diesel,"Rs 28,250,000"
Hyundai,Santa Fe fulle loaded,2014,,Diesel,"Rs 14,850,000"
Mitsubishi,Montero,2013,,Diesel,"Rs 26,790,000"
Toyota,Corolla CE100,1991,,Diesel,"Rs 2,775,000"
Ford,Ranger Stromtrak Unit 2,2025,,Diesel,"Rs 30,500,000"
Ford,Ranger Stormtrak Unit 1,2025,,Diesel,"Rs 30,500,000"
Ford,Raptor Ranger MS-RT,2024,,Diesel,"Rs 34,500,000"
Toyota,4Runner TZ-G,2023,,Diesel,Rs 1
Toyota,Hilux REVO ROCCO,2025,,Diesel,"Rs 28,499,998"
Toyota,4Runner VX,2024,,Diesel,Rs 1
BMW,520d GT (GRAN TURISMO),2013,,Diesel,"Rs 24,500,000"
Ford,Ranger MSRT #2,2024,,Diesel,"Rs 33,500,000"
Ford,Ranger MSRT,2024,,Diesel,"Rs 33,500,000"
Mitsubishi,Montero Diesal,2006,,Diesel,"Rs 16,900,000"
DFSK,Glory 330,2016,,Diesel,"Rs 5,790,000"
Toyota,Hilux GR Sport,2022,,Diesel,"Rs 26,800,000"
BMW,520d 520 d f 10,2012,,Diesel,"Rs 23,750,000"
DFSK,Glory,2016,,Diesel,"Rs 5,450,000"
Toyota,Hilux,1998,,Diesel,"Rs 6,700,000"
BMW,520d 3 Options,2013,,Diesel,"Rs 23,975,000"
Toyota,Land Cruiser Sahara HZJ76,2017,,Diesel,"Rs 67,500,000"
Toyota,Land Cruiser Sahara LC300,2024,,Diesel,"Rs 126,500,000"
Toyota,Land Cruiser Sahara V8,2016,,Diesel,"Rs 70,000,000"
Mitsubishi,4DR,1967,,Diesel,"Rs 3,500,000"
Toyota,Fortuner,2016,,Diesel,"Rs 30,500,000"
Toyota,Hilux Rocco Double Cab,2025,,Diesel,"Rs 29,500,000"
Toyota,Hilux GR sport 2025 Hummer,,,Diesel,"Rs 33,500,000"
Mitsubishi,L200 4WD,1998,,Diesel,"Rs 5,975,000"
Toyota,Hilux GR Sports Japan,2023,,Diesel,"Rs 25,775,000"
Mitsubishi,L200 Sportero Automatic,2020,,Diesel,"Rs 19,200,000"
Kia,Sportage Fully Loaded,2012,,Diesel,"Rs 10,950,000"
Micro,Kyron 200XDI,2008,,Diesel,"Rs 7,865,000"
Mitsubishi,L200 Sportero,2012,,Diesel,"Rs 11,000,000"
Toyota,Hilux,2017,,Diesel,"Rs 20,200,000"
Nissan,Navara D23,2017,,Diesel,"Rs 12,500,000"
Land Rover,Range Sport HSE Luxury SVR,2017,,Diesel,"Rs 43,800,000"
Hyundai,Santa Fe,2013,,Diesel,"Rs 14,000,000"
Toyota,Hilux SURF JEEP 1KZ 4WD,2008,,Diesel,"Rs 9,750,000"
Toyota,Hilux Brand,2025,New,Diesel,"Rs 24,950,000"
Mercedes Benz,E220 AMG Straight,2013,,Diesel,"Rs 26,500,000"
BMW,520d Individual Spec,2015,,Diesel,"Rs 34,500,000"
BMW,X3 M Sport,2013,,Diesel,"Rs 17,800,000"
Nissan,Sunny,1996,,Diesel,"Rs 2,850,000"
Toyota,Corolla,1992,,Diesel,"Rs 1,675,000"
Toyota,Hilux Double Cab,2016,,Diesel,"Rs 17,500,000"
Toyota,Land Cruiser Prado 95,1998,,Diesel,"Rs 12,900,000"
Toyota,Hilux V Grade,2019,,Diesel,"Rs 23,000,000"
Land Rover,Discovery 5,2017,,Diesel,"Rs 36,500,000"
Ssang,Yong Musso,1996,,Diesel,"Rs 2,600,000"
Mercedes Benz,E220,2019,,Diesel,"Rs 42,000,000"
Audi,A4,2011,,Diesel,"Rs 11,700,000"
Nissan,Navara,2006,,Diesel,"Rs 6,825,000"
Toyota,Hilux Revo Single Cab,2025,,Diesel,"Rs 13,500,000"
Toyota,Land Cruiser Sahara V8 MP,2015,,Diesel,"Rs 63,500,000"
Land Rover,Range SPORT HSE,2018,,Diesel,"Rs 49,590,000"
Toyota,Fortuner,2012,,Diesel,"Rs 19,275,000"
BMW,X3,2012,,Diesel,"Rs 16,950,000"
Toyota,Land Cruiser Prado 250,2024,,Diesel,"Rs 73,500,000"
Toyota,Hilux V Grade,2020,,Diesel,"Rs 23,000,000"
Toyota,Hilux,2025,,Diesel,"Rs 27,500,000"
Kia,Sorento 1-7,2012,,Diesel,"Rs 11,650,000"
Nissan,Patrol ZD30,2008,,Diesel,"Rs 21,000,000"
Kia,Sorento 1 TO 8,2012,,Diesel,"Rs 13,290,000"
Micro,Rexton 7 Seater,2015,,Diesel,"Rs 13,450,000"
Mitsubishi,L200 Cab,1995,,Diesel,"Rs 3,950,000"
Micro,Kyron 4WD,2009,,Diesel,"Rs 7,475,000"
Toyota,Roomy Rocco Thailand 2.8,2025,,Diesel,"Rs 28,950,000"
BMW,X3 20D XDRIVE,2013,,Diesel,"Rs 16,800,000"
Mitsubishi,L200,2016,,Diesel,"Rs 14,000,000"
Ford,Ranger 2200 4x4 SVT TRIM,2017,,Diesel,"Rs 16,800,000"
Nissan,Bluebird 1999,2005,,Diesel,"Rs 2,900,000"
Nissan,Navara P300 FullyLoaded 4wd,2016,,Diesel,"Rs 16,100,000"
Mercedes Benz,C220,2001,,Diesel,"Rs 6,750,000"
Kia,Sorento EX,2008,,Diesel,"Rs 6,975,000"
Toyota,Hilux,2011,,Diesel,"Rs 12,500,000"
Mitsubishi,Pajero,1986,,Diesel,"Rs 6,500,000"
Nissan,X-Trail T31 2.0 6AT,2013,,Diesel,"Rs 11,200,000"
Ford,Raptor Ranger,2023,,Diesel,"Rs 36,900,000"
Kia,Sorento,2013,,Diesel,"Rs 16,250,000"
Toyota,Hilux GR Sport widebody,2024,,Diesel,"Rs 27,300,000"
Toyota,Hilux Vigo,2007,,Diesel,"Rs 12,200,000"
Toyota,Carina,1984,,Diesel,"Rs 1,050,000"
Toyota,Hilux Revo Rocco,2017,,Diesel,"Rs 20,500,000"
Toyota,Corona Premio -,1996,,Diesel,"Rs 4,850,000"
Land Rover,Discovery 5 HSE DYNAMIC PACK,2019,,Diesel,"Rs 43,500,000"
Toyota,Hilux 3L,2017,,Diesel,"Rs 19,890,000"
Toyota,Land Cruiser Prado,2012,,Diesel,"Rs 34,000,000"
Toyota,Land Cruiser Sahara VX V8,2016,,Diesel,"Rs 71,000,000"
Toyota,Land Cruiser Prado V8 DIES,2015,,Diesel,"Rs 72,900,000"
Nissan,X-Trail,2006,,Diesel,"Rs 6,595,000"
Morris,Oxford,1972,,Diesel,"Rs 750,000"
Toyota,Hilux rocco 0 Mileage,2025,,Diesel,"Rs 28,000,000"
Nissan,X-Trail,2013,,Diesel,"Rs 14,000,000"
Micro,Actyon 2000,2008,,Diesel,"Rs 5,295,000"
Kia,Sorento 1 TO 24,2015,,Diesel,"Rs 21,000,000"
Mitsubishi,L200 Sportero DID,2016,,Diesel,"Rs 13,900,000"
Toyota,Land Cruiser Sahara Parliament permit,2011,,Diesel,"Rs 52,500,000"
BMW,520d F10,2013,,Diesel,"Rs 19,850,000"
Land Rover,Discovery 4,2015,,Diesel,"Rs 39,500,000"
Mitsubishi,Pajero,1988,,Diesel,"Rs 6,450,000"
Micro,Korondo D20T FULLYLOADED KU-,2012,,Diesel,"Rs 5,875,000"
Mitsubishi,Montero Sport,2007,,Diesel,"Rs 10,500,000"
Mitsubishi,L200 Cab,2007,,Diesel,"Rs 9,275,000"
BMW,520d Sports,2012,,Diesel,"Rs 19,500,000"
Ford,Raptor Ranger 2.0,2025,,Diesel,"Rs 36,500,000"
BMW,520d M Sport,2012,,Diesel,"Rs 19,200,000"
Toyota,KDH High Roof,2024,,Diesel,"Rs 30,000,000"
Nissan,Sunny B13,1991,,Diesel,"Rs 2,000,000"
Toyota,Fortuner,2014,,Diesel,"Rs 22,500,000"
Land Rover,Discovery 5 Dynamic HSC,2017,,Diesel,"Rs 36,600,000"
Toyota,Hilux,2016,,Diesel,"Rs 13,500,000"
Toyota,Corolla CE 110,1998,,Diesel,"Rs 3,450,000"
Land Rover,Discovery 4 DSV6,2016,,Diesel,"Rs 36,950,000"
Mercedes Benz,Vito CDI 116 EXTRA LWB,2017,,Diesel,"Rs 32,500,000"
Toyota,Land Cruiser 79,2018,,Diesel,"Rs 29,500,000"
Land Rover,Discovery 5 HSE,2018,,Diesel,"Rs 43,500,000"
Toyota,Hilux Rocco Modelista,2025,,Diesel,"Rs 29,250,000"
Toyota,Land Cruiser Prado 250,2025,,Diesel,"Rs 86,000,000"
Toyota,Corolla CE 110,1996,,Diesel,"Rs 3,300,000"
Mercedes Benz,E250 Facelift,2013,,Diesel,"Rs 23,150,000"
Toyota,Corolla,1997,,Diesel,"Rs 2,950,000"
Jeep,Wrangler,2015,,Diesel,"Rs 43,000,000"
Toyota,Hilux ROCCO,2025,,Diesel,"Rs 29,500,000"
Land Rover,Discovery 5 HSE LUXURY,2019,,Diesel,"Rs 45,000,000"
Land Rover,Defender,2012,,Diesel,"Rs 38,500,000"
Mercedes Benz,E300 BLUETECH,2014,,Diesel,"Rs 20,000,000"
Land Rover,Range Sport,2018,,Diesel,"Rs 65,000,000"
Mitsubishi,Lancer C65 ASP Model,1994,,Diesel,"Rs 1,075,000"
Mercedes Benz,S300,2017,,Diesel,"Rs 77,000,000"
Toyota,Hilux LN166R,2004,,Diesel,"Rs 9,750,000"
Isuzu,Gemini,1994,,Diesel,"Rs 400,000"
Nissan,Bluebird,1979,,Diesel,"Rs 1,400,000"
BMW,320d,2011,,Diesel,"Rs 13,500,000"
Land Rover,Discovery 4,2010,,Diesel,"Rs 20,500,000"
Toyota,Land Cruiser Sahara - V8,2015,,Diesel,"Rs 75,000,000"
Mitsubishi,L200 Double Cab,2001,,Diesel,"Rs 5,200,000"
Mitsubishi,Montero GLS,2010,,Diesel,"Rs 21,800,000"
Toyota,Land Cruiser Prado LC300,2024,,Diesel,"Rs 107,500,000"
Kia,Sorento 4x4,2015,,Diesel,"Rs 21,500,000"
Toyota,Hilux Rocco GR Sport,2020,,Diesel,"Rs 25,500,000"
Micro,Actyon 2000,2007,,Diesel,"Rs 5,295,000"
Mitsubishi,Montero 3.2,2013,,Diesel,"Rs 24,250,000"
Mitsubishi,Montero fully loaded,2012,,Diesel,"Rs 23,900,000"
BMW,520d 2013 CAA,,,Diesel,"Rs 23,500,000"
Land Rover,Range Velar D240,2018,,Diesel,"Rs 44,500,000"
Toyota,Hilux GR sport,2025,,Diesel,"Rs 33,490,000"
Mitsubishi,L200,2000,,Diesel,"Rs 6,500,000"
Mitsubishi,J24 Jeep,1972,,Diesel,"Rs 2,950,000"
Toyota,Corolla,1990,,Diesel,"Rs 1,725,000"
Mahindra,KUV 100 NXT AMT,2023,,Diesel,"Rs 7,000,000"
Nissan,Sunny FB13 Doctor,1991,,Diesel,"Rs 2,190,000"
Ford,Ranger Raptor Stormtrack,2025,,Diesel,"Rs 36,950,000"
Mitsubishi,Montero Sport,2011,,Diesel,"Rs 17,000,000"
Daihatsu,Charade,1992,,Diesel,"Rs 800,000"
Mitsubishi,Montero V98 GLX,2013,,Diesel,"Rs 22,450,000"
Land Rover,Discovery 4 GS,2014,,Diesel,"Rs 34,500,000"
Toyota,Hilux Revo,2019,,Diesel,"Rs 24,500,000"
Mitsubishi,Montero V98/GLX,2013,,Diesel,"Rs 24,500,000"
Toyota,Hilux GR SPORT,2024,,Diesel,"Rs 27,000,000"
Toyota,Hilux GR SPORT Z,2024,,Diesel,"Rs 27,400,000"
Jeep,Wrangler 1ST,2013,,Diesel,"Rs 39,500,000"
Mitsubishi,L200 Double Cab 2WD,2001,,Diesel,"Rs 6,300,000"
Toyota,Hilux GR SPORT WITH HUMMER,2025,,Diesel,"Rs 33,200,000"
Toyota,Hilux 2012 brand,,new,Diesel,"Rs 11,850,000"
