Manufacturer,Model,Year,Condition,Fuel Type,Price
Nissan,D/Cab D21,1992,,Diesel,"Rs 5,850,000"
Kia,Sorento,2010,,Diesel,"Rs 11,900,000"
Toyota,Corolla,1985,,Diesel,"Rs 995,000"
Nissan,Avenir,1998,,Diesel,"Rs 2,500,000"
Land Rover,Discovery HSE Dynamics Package,2019,,Diesel,"Rs 43,500,000"
BMW,X5,2014,,Diesel,"Rs 33,500,000"
Toyota,Hilux GR SPORT JAPAN,2023,,Diesel,"Rs 25,500,000"
Mitsubishi,Pajero,1993,,Diesel,"Rs 11,000,000"
Kia,Sportage 2.2 Facelift,2014,,Diesel,"Rs 10,650,000"
Mitsubishi,Montero GLX,2015,,Diesel,"Rs 30,500,000"
Mercedes Benz,GLE 300D 4 Matic,2019,,Diesel,"Rs 51,000,000"
Toyota,Corolla Vista,1993,,Diesel,"Rs 2,285,000"
Toyota,Land Cruiser Sahara VX V8,2011,,Diesel,"Rs 49,000,000"
Toyota,Starlet,1991,,Diesel,"Rs 1,875,000"
Toyota,Crown,1982,,Diesel,"Rs 1,975,000"
Toyota,Hilux ROCCO,2019,,Diesel,"Rs 23,200,000"
Hyundai,Tucson,2012,,Diesel,"Rs 9,400,000"
Land Rover,Freelander TD4,2013,,Diesel,"Rs 13,200,000"
Toyota,Land Cruiser Prado 120 GX,2007,,Diesel,"Rs 18,000,000"
Toyota,Corolla C E 106 Wagon,1996,,Diesel,"Rs 2,650,000"
Kia,Sorento 1-20 highest spec,2016,,Diesel,"Rs 23,275,000"
Land Rover,Defender TD5,1997,,Diesel,"Rs 20,000,000"
Toyota,Land Cruiser Sahara LC300 VX,2024,,Diesel,"Rs 115,000,000"
Toyota,Hilux Gear Hylux,2016,,Diesel,"Rs 17,100,000"
Toyota,Hilux ROCCO 2.8L,2025,,Diesel,"Rs 29,500,000"
Toyota,Hilux GR Sport 2.8 Thailan,2025,,Diesel,"Rs 33,000,000"
Toyota,Hilux Rocco 2.8D,2025,,Diesel,"Rs 29,500,000"
Toyota,Land Cruiser Sahara V8 - VX Full Spec,2016,,Diesel,"Rs 74,000,000"
Mercedes Benz,E300 Bluetec,2015,,Diesel,"Rs 22,000,000"
Hyundai,Santa Fe 4 Wheel,2010,,Diesel,"Rs 2,200,000"
Mitsubishi,L200 Sportero,2020,,Diesel,"Rs 19,200,000"
Land Rover,Discovery 4,2012,,Diesel,"Rs 32,500,000"
Toyota,Land Cruiser Prado 76 4.2 1HZ,2014,,Diesel,"Rs 48,500,000"
Toyota,Land Cruiser Prado TX150,2014,,Diesel,"Rs 37,000,000"
Toyota,Hilux ROCCO Thailand,2025,,Diesel,"Rs 28,900,000"
Nissan,Sunny B 14,1994,,Diesel,"Rs 2,100,000"
Toyota,Hilux Head up Display,2025,,Diesel,"Rs 29,800,000"
Toyota,Hilux Vigo,2008,,Diesel,"Rs 8,000,000"
Toyota,Hilux Rocco ( Thailand ),2025,,Diesel,"Rs 27,900,000"
Toyota,Hilux 166 double cab,2005,,Diesel,"Rs 12,000,000"
Toyota,Hilux Smart Cab,2005,,Diesel,"Rs 8,500,000"
Land Rover,Freelander,2000,,Diesel,"Rs 5,300,000"
Nissan,Sunny,1994,,Diesel,"Rs 3,200,000"
Kia,Sorento 1 to 12,2012,,Diesel,"Rs 12,300,000"
Toyota,Land Cruiser Sahara ZX FJA 300,2024,,Diesel,"Rs 117,500,000"
Mercedes Benz,E250 AMG,2012,,Diesel,"Rs 17,000,000"
Micro,Kyron,2009,,Diesel,"Rs 5,850,000"
Toyota,Land Cruiser Prado TX 150,2013,,Diesel,"Rs 35,000,000"
Nissan,Sunny FB14,2000,,Diesel,"Rs 3,200,000"
BMW,320d Luxury Line,2014,,Diesel,"Rs 24,800,000"
Mitsubishi,L200 BRAND NEW IMPORT,2020,,Diesel,"Rs 21,000,000"
Toyota,Hilux Vigo Thailand,2010,,Diesel,"Rs 10,500,000"
Tata,207D,2006,,Diesel,"Rs 1,759,800"
Micro,Tivoli,2016,,Diesel,"Rs 7,575,000"
Mahindra,Bolero 2015,2024,,Diesel,"Rs 8,000,000"
Land Rover,Discovery,2020,,Diesel,"Rs 33,000,000"
Toyota,Hilux Double cab,2007,,Diesel,"Rs 11,000,000"
Kia,Sportage 2013 Face Lift,,,Diesel,"Rs 9,800,000"
Toyota,Hilux Rocco,2024,,Diesel,"Rs 42,000,000"
Mercedes Benz,E300 Edition E,2015,,Diesel,"Rs 21,000,000"
Ford,Ranger,2017,,Diesel,"Rs 18,800,000"
Land Rover,Freelander 2,2011,,Diesel,"Rs 13,900,000"
Land Rover,Discovery 5,2019,,Diesel,"Rs 42,500,000"
Land Rover,Discovery 4 SDV6 7 Seater,2012,,Diesel,"Rs 28,950,000"
Toyota,Land Cruiser Prado,2002,,Diesel,"Rs 13,800,000"
Toyota,Hilux rocco,2025,,Diesel,"Rs 29,000,000"
Mitsubishi,L200 2WD,2016,,Diesel,"Rs 13,600,000"
Mitsubishi,Montero,2016,,Diesel,"Rs 27,950,000"
Nissan,Navara Uk Edition,2008,,Diesel,"Rs 6,000,000"
Nissan,Bluebird SU 12,1994,,Diesel,"Rs 1,750,000"
Toyota,Land Cruiser Prado 250 ZX,2024,,Diesel,"Rs 84,850,000"
Land Rover,Discovery 4 TDV6 XS,2014,,Diesel,"Rs 37,000,000"
Ssang,Yong Korando,2012,,Diesel,"Rs 5,790,000"
Jaguar,F-Pace R-Line,2017,,Diesel,"Rs 46,000,000"
Kia,Carnival,2015,,Diesel,"Rs 20,500,000"
Mitsubishi,Triton GSR Spec,2023,,Diesel,"Rs 26,500,000"
Micro,Actyon sports,2009,,Diesel,"Rs 5,500,000"
Toyota,Land Cruiser Sahara BJ 70,1988,,Diesel,"Rs 6,975,000"
Mitsubishi,Montero Sports,2012,,Diesel,"Rs 15,500,000"
Toyota,Corona,1985,,Diesel,"Rs 1,150,000"
BMW,520d Pearl White,2012,,Diesel,"Rs 21,600,000"
Toyota,Camry,1991,,Diesel,"Rs 2,500,000"
Toyota,Hilux GR Sport Red,2025,,Diesel,"Rs 32,850,000"
Toyota,Hilux Wigo,2009,,Diesel,"Rs 10,500,000"
Mercedes Benz,S300 AMG Line,2016,,Diesel,"Rs 46,500,000"
BMW,520d 3 Option,2013,,Diesel,"Rs 24,700,000"
Hyundai,Santa Fe,2001,,Diesel,"Rs 3,500,000"
BMW,X3,2014,,Diesel,"Rs 23,000,000"
Toyota,Hilux Rocco,2018,,Diesel,"Rs 22,800,000"
Mitsubishi,Montero GLX,2013,,Diesel,"Rs 25,500,000"
Ford,Raptor Ranger,2016,,Diesel,"Rs 18,200,000"
Toyota,Land Cruiser Prado TZ-G highest spec,2018,,Diesel,"Rs 49,500,000"
BMW,520d M Sport,2019,,Diesel,"Rs 43,000,000"
Toyota,Hilux 106,1989,,Diesel,"Rs 5,850,000"
Mitsubishi,L200,2020,,Diesel,"Rs 23,500,000"
Toyota,Hilux Revo 4x4 2.8 AT,2025,,Diesel,"Rs 23,750,000"
Toyota,Hilux REVO ROCCO 2.8L 4x4,2025,,Diesel,"Rs 27,100,000"
Toyota,Land Cruiser Prado,2005,,Diesel,"Rs 15,600,000"
BMW,320d E90,2012,,Diesel,"Rs 12,990,000"
Mahindra,KUV 100,2022,,Diesel,"Rs 6,290,000"
Nissan,Dutsun D21,1993,,Diesel,"Rs 5,800,000"
BMW,X7 X DRIVE 40D M SPORT,2024,,Diesel,"Rs 120,000,000"
Ford,Ranger MS - RT,2024,,Diesel,"Rs 32,500,000"
Mitsubishi,Pajero,2013,,Diesel,"Rs 27,500,000"
Land Rover,Discovery Luxury HSE,2019,,Diesel,"Rs 38,000,000"
Toyota,Hiace 15 seater,2025,,Diesel,"Rs 29,000,000"
Nissan,Navara Avetura,2007,,Diesel,"Rs 6,675,000"
Mercedes Benz,G400d,2024,,Diesel,"Rs 190,000,000"
Kia,Sorento AWD,2012,,Diesel,"Rs 12,000,000"
Mitsubishi,L200 Triton Athlete,2025,,Diesel,"Rs 25,995,000"
Toyota,Land Cruiser Prado 1st EDITION,2024,,Diesel,"Rs 82,500,000"
Mercedes Benz,G450d HIGHEST SPEC,2024,,Diesel,"Rs 169,500,000"
Land Rover,Range Velar R-DYNAMIC D240 HSE,2019,,Diesel,"Rs 45,000,000"
Toyota,Hilux Smart Cab,2010,,Diesel,"Rs 8,400,000"
Mazda,Familia,1992,,Diesel,"Rs 1,350,000"
Ssang,Yong Rexton,2015,,Diesel,"Rs 13,900,000"
Toyota,Hilux 4WD,2025,,Diesel,"Rs 12,850,000"
Toyota,Land Cruiser Sahara V8 Parliament,2016,,Diesel,"Rs 75,000,000"
Toyota,Carina AT 170,1993,,Diesel,"Rs 2,000,000"
Mitsubishi,Montero,2014,,Diesel,"Rs 26,500,000"
Kia,Sportage,2013,,Diesel,"Rs 110,000,000"
BMW,320d F30,2013,,Diesel,"Rs 17,000,000"
Mercedes Benz,E200 AMG,2012,,Diesel,"Rs 18,000,000"
Toyota,Land Cruiser 300 ZX,2024,,Diesel,"Rs 109,500,000"
Toyota,Corolla CE110,1997,,Diesel,"Rs 2,985,000"
Mitsubishi,Montero Sport,2017,,Diesel,"Rs 32,500,000"
BMW,520d,2011,,Diesel,"Rs 21,500,000"
Toyota,Hilux LN85 4x4 DoubleCab,1989,,Diesel,"Rs 4,500,000"
Toyota,Land Cruiser Sahara,2013,,Diesel,"Rs 52,500,000"
Land Rover,Discovery 4S 3.0D SML 7 Seater,2016,,Diesel,"Rs 38,000,000"
Toyota,Hilux,2008,,Diesel,"Rs 12,450,000"
Mazda,CX-5,2013,,Diesel,"Rs 13,950,000"
Mercedes Benz,W123,1981,,Diesel,"Rs 2,000,000"
Toyota,Land Cruiser Sahara LC300 ZX V6 Highest,2024,,Diesel,"Rs 113,000,000"
Isuzu,D-Max,2017,,Diesel,"Rs 13,000,000"
Toyota,Land Cruiser V8,2015,,Diesel,"Rs 59,000,000"
Nissan,Patrol Y61 SGL,2015,,Diesel,"Rs 32,000,000"
Toyota,Hilux Vigo,2010,,Diesel,"Rs 8,700,000"
BMW,520d Twin,2013,,Diesel,"Rs 25,800,000"
Nissan,Bluebird,1999,,Diesel,"Rs 3,050,000"
Toyota,Land Cruiser Prado 150 TX 1,2015,,Diesel,"Rs 41,000,000"
Mitsubishi,4DR 4DR5 Jeep,1976,,Diesel,"Rs 3,100,000"
Mercedes Benz,C220,2000,,Diesel,"Rs 6,800,000"
Ford,Raptor Ranger Thailand Pre Order,2025,,Diesel,"Rs 33,450,000"
BMW,X3,2013,,Diesel,"Rs 18,000,000"
Mercedes Benz,GLE 300D Tech pack Plus - AMG,2019,,Diesel,"Rs 59,500,000"
Toyota,Land Cruiser Prado 150,2015,,Diesel,"Rs 42,500,000"
Ford,Raptor Wildtrak,2025,,Diesel,"Rs 33,000,000"
Mitsubishi,Montero Sport,2008,,Diesel,"Rs 10,300,000"
Land Rover,Discovery 4 SDV6 Brand,2014,New,Diesel,"Rs 33,500,000"
Toyota,Land Cruiser Prado VX FullyLoade,2017,,Diesel,"Rs 62,500,000"
Hyundai,Terracan,2006,,Diesel,"Rs 7,800,000"
Toyota,Hilux Company Brand,2017,New,Diesel,"Rs 17,700,000"
Land Rover,Discovery Sport,2015,,Diesel,"Rs 28,500,000"
Land Rover,Range Evoque Facelift 2015,2012,,Diesel,"Rs 21,500,000"
Toyota,Land Cruiser Prado,2024,,Diesel,"Rs 86,500,000"
Mercedes Benz,E220 2013,,,Diesel,"Rs 23,000,000"
Mercedes Benz,C220 2013,,,Diesel,"Rs 15,500,000"
Toyota,Land Cruiser Sahara HZJ79,2018,,Diesel,"Rs 28,850,000"
Ford,Ranger brand,2024,new,Diesel,"Rs 27,000,000"
Toyota,Hilux Rocco Gr Sport,2025,,Diesel,"Rs 28,500,000"
Toyota,Land Cruiser Sahara LC200,2010,,Diesel,"Rs 49,500,000"
Land Rover,Defender 2.4,1994,,Diesel,"Rs 17,500,000"
Peugeot,508 2013 Full spec,,,Diesel,"Rs 12,850,000"
Land Rover,Defender 2.2TDI,2014,,Diesel,"Rs 42,500,000"
Land Rover,Range Sport HSE,2017,,Diesel,"Rs 26,500,000"
Toyota,Corsa /crosa/Auto,1999,,Diesel,"Rs 3,125,000"
Ford,Ranger Raptor,2025,,Diesel,"Rs 34,700,000"
Isuzu,Gemini,1988,,Diesel,"Rs 1,300,000"
Mahindra,Scorpio,2011,,Diesel,"Rs 6,750,000"
Kia,Sportage,2008,,Diesel,"Rs 6,500,000"
Toyota,Hilux Z,2023,,Diesel,"Rs 23,200,000"
Toyota,Land Cruiser Prado 150 TX,2012,,Diesel,"Rs 33,000,000"
Land Rover,Defender HSE dynamic,2025,,Diesel,"Rs 85,000,000"
Toyota,Hilux Single Cab,2025,,Diesel,"Rs 13,675,000"
Ssang,Yong Rexton W,2016,,Diesel,"Rs 12,000,000"
Toyota,Hilux Revo,2018,,Diesel,"Rs 20,500,000"
Mercedes Benz,GLE 300D,2020,,Diesel,"Rs 52,500,000"
Toyota,Hilux Vigo G Grade,2006,,Diesel,"Rs 12,400,000"
Toyota,Land Cruiser Prado 250 Edition,2025,,Diesel,"Rs 95,000,000"
BMW,X3 20D,2015,,Diesel,"Rs 21,850,000"
Toyota,Hilux VIGO DOUBLE CAB 4WD,2007,,Diesel,"Rs 11,500,000"
Daihatsu,Charade,1989,,Diesel,"Rs 1,700,000"
Mitsubishi,L200 Trojan,2007,,Diesel,"Rs 7,800,000"
Toyota,Land Cruiser Sahara Lc300,2025,,Diesel,"Rs 132,500,000"
Toyota,Land Cruiser Sahara V6 Brand,2025,New,Diesel,"Rs 129,500,000"
Nissan,Double cab D22,1999,,Diesel,"Rs 8,000,000"
Toyota,Fortuner,2017,,Diesel,"Rs 32,700,000"
Mercedes Benz,Vito,2017,,Diesel,"Rs 18,500,000"
Mitsubishi,Montero GLS 3.2DiD 7 Seater,2015,,Diesel,"Rs 35,500,000"
Toyota,Land Cruiser Prado LC 250 ZX,2025,,Diesel,"Rs 87,500,000"
Mitsubishi,Montero GLX DID,2014,,Diesel,"Rs 32,500,000"
Mercedes Benz,E200,2013,,Diesel,"Rs 27,000,000"
Nissan,Patrol Y61 TD42 SGL,2010,,Diesel,"Rs 31,000,000"
Mercedes Benz,W123,1979,,Diesel,"Rs 2,200,000"
Daihatsu,F50,1981,,Diesel,"Rs 2,980,000"
Micro,Actyon cab,2008,,Diesel,"Rs 4,500,000"
Toyota,Etios,1993,,Diesel,"Rs 2,800,000"
Mitsubishi,L200 Double Cab,1997,,Diesel,"Rs 3,600,000"
Volkswagen,Tiguan TDI-4 Motion,2013,,Diesel,"Rs 12,500,000"
Kia,Sportage LX,2015,,Diesel,"Rs 13,150,000"
BMW,520d,2015,,Diesel,"Rs 25,250,000"
BMW,520d MSPORT,2012,,Diesel,"Rs 23,990,000"
Land Rover,Freelander 2 SD4 GS,2015,,Diesel,"Rs 12,000,000"
Kia,Sportage 2013 FACE LIFT,,,Diesel,"Rs 10,775,000"
Audi,A6,2013,,Diesel,"Rs 15,900,000"
Toyota,Hilux Champ,2012,,Diesel,"Rs 16,900,000"
Toyota,Land Cruiser Sahara,2000,,Diesel,"Rs 23,000,000"
Land Rover,Range Sport,2017,,Diesel,"Rs 47,000,000"
Mitsubishi,Lancer box modified,1984,,Diesel,"Rs 1,700,000"
Toyota,Camry Cv30,1991,,Diesel,"Rs 2,525,000"
Nissan,Sunny,1993,,Diesel,"Rs 2,150,000"
BMW,320d M Sport,2013,,Diesel,"Rs 23,500,000"
Kia,Sorento,2011,,Diesel,"Rs 13,000,000"
BMW,320d Sports +,2013,,Diesel,"Rs 21,850,000"
Mitsubishi,Montero GLS,2013,,Diesel,"Rs 24,000,000"
Mercedes Benz,E300,2015,,Diesel,"Rs 19,500,000"
Mercedes Benz,C220,2013,,Diesel,"Rs 15,500,000"
Toyota,Land Cruiser Prado,1998,,Diesel,"Rs 13,200,000"
Isuzu,Gemini jt 600,1989,,Diesel,"Rs 1,050,000"
Toyota,Land Cruiser Prado 250 ZX,2025,,Diesel,"Rs 77,000,000"
Volkswagen,Tiguan,2013,,Diesel,"Rs 9,900,000"
Nissan,Sunny B13,1993,,Diesel,"Rs 2,500,000"
Toyota,Hilux LN85,1991,,Diesel,"Rs 4,350,000"
Toyota,Hilux Pickup 2KD,2008,,Diesel,"Rs 13,300,000"
Toyota,Hiace GDH 2.8L Japan,2025,,Diesel,"Rs 26,800,000"
Toyota,Hilux,2009,,Diesel,"Rs 14,500,000"
Ford,Ranger MSRT 3.0Di Bi,2025,,Diesel,"Rs 36,800,000"
Mitsubishi,Montero 3.2L,2013,,Diesel,"Rs 24,000,000"
Ford,Raptor Ranger 3.2 F150,2014,,Diesel,"Rs 22,500,000"
Nissan,Wingroad,1998,,Diesel,"Rs 2,700,000"
BMW,520d,2016,,Diesel,"Rs 31,500,000"
Toyota,LAND CRUISER 79 V8,2018,,Diesel,"Rs 38,500,000"
Tata,Xenon,2015,,Diesel,"Rs 2,600,000"
Nissan,D 22,1998,,Diesel,"Rs 7,025,000"
Toyota,Hilux Revo (V Grade),2018,,Diesel,"Rs 20,500,000"
Land Rover,Defender 300Tdi,2000,,Diesel,"Rs 13,950,000"
Toyota,Corolla Ce90,1991,,Diesel,"Rs 2,550,000"
Toyota,Land Cruiser 300,2024,,Diesel,"Rs 112,500,000"
Ford,Ranger,2019,,Diesel,"Rs 21,000,000"
Toyota,Hilux GR sport,2023,,Diesel,"Rs 26,000,000"
Toyota,Hilux REVO,2025,,Diesel,"Rs 27,500,000"
JAC,T9,2025,,Diesel,"Rs 16,575,000"
Nissan,Bluebird,2000,,Diesel,"Rs 3,500,000"
Ford,Ranger,2005,,Diesel,"Rs 6,100,000"
Toyota,Land Cruiser Sahara,1995,,Diesel,"Rs 17,500,000"
Mitsubishi,Montero sport,2012,,Diesel,"Rs 17,000,000"
Land Rover,Discovery Jeep,2014,,Diesel,"Rs 33,950,000"
Toyota,Land Cruiser Prado Jeep,1989,,Diesel,"Rs 13,850,000"
DFSK,Glory 330 Station Wagon,2016,,Diesel,"Rs 4,800,000"
Isuzu,Gemini Sport,1987,,Diesel,"Rs 880,000"
Nissan,Patrol 3L,2013,,Diesel,"Rs 29,500,000"
BMW,520d M-Sport,2012,,Diesel,"Rs 23,500,000"
Nissan,Aventura,1999,,Diesel,"Rs 7,500,000"
Toyota,Hilux,1988,,Diesel,"Rs 4,375,000"
Micro,Rexton RX 270,2008,,Diesel,"Rs 8,225,000"
Land Rover,Discovery,2010,,Diesel,"Rs 24,000,000"
Nissan,Bluebird SU14,1999,,Diesel,"Rs 3,600,000"
Kia,Sportage Full Options,2012,,Diesel,"Rs 10,700,000"
Ford,Ranger Single Cab,2011,,Diesel,"Rs 5,500,000"
BMW,520d Twin,2012,,Diesel,"Rs 19,900,000"
Toyota,Land Cruiser Prado V8,2011,,Diesel,"Rs 48,500,000"
Toyota,Land Cruiser Sahara,1999,,Diesel,"Rs 19,500,000"
Toyota,Land Cruiser Sahara V8 VX,2017,,Diesel,"Rs 89,500,000"
Land Rover,Discovery 4 Vogue,2013,,Diesel,"Rs 37,500,000"
Mercedes Benz,E220 Non Bluetec 2023 Reg,2015,,Diesel,"Rs 27,300,000"
Mercedes Benz,X250d,2019,,Diesel,"Rs 28,700,000"
Land Rover,Defender Puma,2008,,Diesel,"Rs 29,800,000"
Toyota,Hilux Revolution,2017,,Diesel,"Rs 22,500,000"
Toyota,Hilux B5 Rocco 2.8L B/New,2025,,Diesel,"Rs 28,900,000"
Toyota,Hilux Rocco B5 2.8L B/New,2025,,Diesel,"Rs 28,900,000"
Daihatsu,Charade,1986,,Diesel,"Rs 1,200,000"
Toyota,Hilux LN 106,1989,,Diesel,"Rs 5,350,000"
Land Rover,Range Sport Non /Electric,2018,,Diesel,"Rs 54,800,000"
Toyota,Hilux,2007,,Diesel,"Rs 13,500,000"
Peugeot,508,2015,,Diesel,"Rs 18,500,000"
Toyota,Land Cruiser Prado LC70 Double Cab,2025,,Diesel,"Rs 36,000,000"
BMW,520d 2.0 3 Option,2015,,Diesel,"Rs 29,500,000"
Mitsubishi,4DR J44,1980,,Diesel,"Rs 5,800,000"
Nissan,Sunny N13,2005,,Diesel,"Rs 2,350,000"
DFSK,Glory 330,2021,,Diesel,"Rs 6,675,000"
Mitsubishi,Montero V98W,2014,,Diesel,"Rs 27,500,000"
Toyota,Land Cruiser Sahara,2011,,Diesel,"Rs 58,500,000"
Micro,Kyron,2011,,Diesel,"Rs 7,500,000"
Nissan,D22,1998,,Diesel,"Rs 4,600,000"
Toyota,Hilux Revo Rocco Gr Sport,2025,,Diesel,"Rs 28,100,000"
Mitsubishi,4DR,1977,,Diesel,"Rs 2,500,000"
BMW,520d AGENT IMPORTED,2015,,Diesel,"Rs 27,500,000"
Mitsubishi,Montero Sport,2013,,Diesel,"Rs 21,000,000"
Toyota,Hilux 4WD,2011,,Diesel,"Rs 11,800,000"
Ford,Raptor Ranger Hamer Kitted,2025,,Diesel,"Rs 37,400,000"
Toyota,Land Cruiser Prado 250 ZX MDLSTA,2025,,Diesel,"Rs 87,500,000"
Toyota,Land Cruiser Prado Chogm Facelift,1986,,Diesel,"Rs 14,200,000"
Ssang,Yong MICRO RODIUS,2017,,Diesel,"Rs 13,500,000"
Toyota,Land Cruiser Sahara VX V8,2014,,Diesel,"Rs 64,500,000"
Mercedes Benz,C220 CDI,2012,,Diesel,"Rs 14,500,000"
DFSK,Glory 330 TDI,2021,,Diesel,"Rs 63,500,000"
Hyundai,Stellar,1986,,Diesel,"Rs 975,000"
Mitsubishi,L200 Triton Double cab,2020,,Diesel,"Rs 19,000,000"
Peugeot,406 d9,2000,,Diesel,"Rs 2,050,000"
Land Rover,Discovery 4,2013,,Diesel,"Rs 33,500,000"
Toyota,Hilux,2019,,Diesel,"Rs 19,500,000"
JAC,,2025,,Diesel,"Rs 18,500,000"
Jeep,Wrangler Sports,2015,,Diesel,"Rs 39,500,000"
Mahindra,KUV 100 KUV100 LIMTD EDITION,2023,,Diesel,"Rs 7,490,000"
Mitsubishi,Montero,2017,,Diesel,"Rs 31,500,000"
Land Rover,Discovery Sport,2017,,Diesel,"Rs 28,500,000"
Land Rover,Defender,1992,,Diesel,"Rs 26,000,000"
Toyota,Land Cruiser Prado VX,2017,,Diesel,"Rs 53,500,000"
Toyota,Land Cruiser Sahara V8,2015,,Diesel,"Rs 62,500,000"
Land Rover,Freelander 2 TD4 S,2013,,Diesel,"Rs 13,000,000"
Toyota,Land Cruiser Prado TX,2015,,Diesel,"Rs 40,900,000"
Toyota,Hilux Double Cab,1994,,Diesel,"Rs 5,800,000"
Ford,Raptor Ranger 2025,,BRANDNEW,Diesel,"Rs 37,500,000"
Toyota,Hilux 107 Ssr,1994,,Diesel,"Rs 6,800,000"
Toyota,Hilux 3L Thailand,2011,,Diesel,"Rs 11,950,000"
Kia,Sorento,2008,,Diesel,"Rs 7,800,000"
Toyota,Hilux Revolution,2016,,Diesel,"Rs 20,500,000"
Mitsubishi,Montero V 98,2013,,Diesel,"Rs 25,000,000"
Land Rover,Range Sport 2.0 ONLY SML,2018,,Diesel,"Rs 54,800,000"
Toyota,Corolla 141 XLI,2011,,Diesel,"Rs 7,650,000"
Mercedes Benz,GLE 300D 7 Seater,2019,,Diesel,"Rs 52,500,000"
Mercedes Benz,190D,1991,,Diesel,"Rs 3,900,000"
Toyota,Land Cruiser Prado TX 3.0,2014,,Diesel,"Rs 39,500,000"
Toyota,Land Cruiser Prado Bronze Mica Metallic,2015,,Diesel,"Rs 43,000,000"
Mercedes Benz,GLE 300D Airmatic Premium +,2019,,Diesel,"Rs 64,500,000"
Mercedes Benz,GLS350 3.0,2016,,Diesel,"Rs 49,500,000"
Toyota,Land Cruiser Prado,2007,,Diesel,"Rs 22,000,000"
Nissan,X-Trail T31,2013,,Diesel,"Rs 14,500,000"
Ford,Ranger Full Option,2005,,Diesel,"Rs 5,650,000"
Ford,Ranger XLT,2011,,Diesel,"Rs 10,000,000"
Toyota,Land Cruiser Sahara VX V8,2013,,Diesel,"Rs 59,500,000"
Nissan,Double cab,1980,,Diesel,"Rs 1,550,000"
Land Rover,Discovery 4 GS,2010,,Diesel,"Rs 24,500,000"
Hyundai,Santa Fe CRD,2013,,Diesel,"Rs 12,900,000"
Mitsubishi,Montero,2001,,Diesel,"Rs 15,500,000"
Mercedes Benz,E300 NIGHT EDITION,2015,,Diesel,"Rs 18,250,000"
Mitsubishi,L200,2012,,Diesel,"Rs 9,600,000"
Nissan,Navara 4 x,2007,,Diesel,"Rs 8,700,000"
Audi,A6,1999,,Diesel,"Rs 4,900,000"
Mitsubishi,Triton GSR,2024,,Diesel,"Rs 27,250,000"
Mercedes Benz,C220,2012,,Diesel,"Rs 11,900,000"
Toyota,Hilux GR Sport 2.4 Japan,2023,,Diesel,"Rs 25,500,000"
Toyota,Land Cruiser Sahara Diesal,2016,,Diesel,"Rs 76,500,000"
Mercedes Benz,E300 BlueTEC,2015,,Diesel,"Rs 20,000,000"
Mitsubishi,L200,2011,,Diesel,"Rs 9,000,000"
Toyota,Corona G / Select Saloon,1990,,Diesel,"Rs 2,290,000"
Ford,Ranger Wildtrak,2024,,Diesel,"Rs 33,000,000"
Toyota,Hilux REVO ROCCO GR SPORT,2025,,Diesel,"Rs 32,500,000"
Toyota,Hilux GR sport,2024,,Diesel,"Rs 32,000,000"
Toyota,Land Cruiser Sahara,2017,,Diesel,"Rs 79,000,000"
Toyota,Hilux GR Sport 2.8,2025,,Diesel,"Rs 33,450,000"
Ford,Raptor Ranger MSRT,2025,,Diesel,"Rs 36,500,000"
Jaguar,F-Pace Diesal R Dynamic,2017,,Diesel,"Rs 35,900,000"
Land Rover,Discovery 4S,2015,,Diesel,"Rs 38,500,000"
Mercedes Benz,C220 w202,2003,,Diesel,"Rs 4,750,000"
Toyota,Vista,1991,,Diesel,"Rs 2,300,000"
Daihatsu,Taft F50V,1982,,Diesel,"Rs 1,850,000"
Toyota,Land Cruiser Prado 150,2013,,Diesel,"Rs 33,950,000"
Mitsubishi,Montero 3.2L GLX,2014,,Diesel,"Rs 31,500,000"
Mahindra,XUV500 2012,2011,,Diesel,"Rs 8,500,000"
Mahindra,Genio Double Cab,2014,,Diesel,"Rs 4,500,000"
Toyota,Hilux,2018,,Diesel,"Rs 22,650,000"
Mitsubishi,L200 Double Cab,1998,,Diesel,"Rs 4,950,000"
Ford,Raptor Ranger 2L,2025,,Diesel,"Rs 34,000,000"
Ford,Raptor Ranger MSRT Special,2024,,Diesel,"Rs 35,500,000"
Ssang,Yong Rexton,2016,,Diesel,"Rs 14,000,000"
Land Rover,Freelander SD 4,2011,,Diesel,"Rs 12,500,000"
Land Rover,Defender,1964,,Diesel,"Rs 4,900,000"
Hyundai,Stellar,1984,,Diesel,"Rs 350,000"
Toyota,Land Cruiser Sahara 2025 FACELIFT - 1of2,,,Diesel,"Rs 139,000,000"
Hyundai,Sonata,2000,,Diesel,"Rs 2,200,000"
Tata,Xenon Slip Diperencel,2011,,Diesel,"Rs 6,500,000"
Land Rover,Discovery,2012,,Diesel,"Rs 31,000,000"
BMW,520d M Sport,2015,,Diesel,"Rs 32,500,000"
Ford,Everest EVAEAST JEEP,2011,,Diesel,"Rs 12,000,000"
Toyota,Fortuner 4X4,2013,,Diesel,"Rs 20,000,000"
Audi,A4,1999,,Diesel,"Rs 3,350,000"
Nissan,Terrano,1988,,Diesel,"Rs 7,900,000"
Mitsubishi,4DR,1969,,Diesel,"Rs 1,900,000"
Mercedes Benz,E300,2016,,Diesel,"Rs 19,300,000"
JAC,T9 Double Cab,2025,,Diesel,"Rs 17,500,000"
Toyota,Hilux 2017 Revo,,,Diesel,"Rs 19,000,000"
