Manufacturer,Model,Year,Condition,Fuel Type,Price
Toyota,Axio New face,2015,,Hybrid,"Rs 10,800,000"
Honda,Vezel SUNLIGHT,2022,,Hybrid,"Rs 185,000,000"
Honda,Vezel Z PREMIUM,2023,,Hybrid,"Rs 19,975,000"
Toyota,Axio,2017,,Hybrid,"Rs 13,200,000"
Honda,Vezel Z PLAY E HEV,2025,,Hybrid,"Rs 23,600,000"
Honda,Vezel Z,2023,,Hybrid,"Rs 19,800,000"
Honda,Vezel Z-PLAY,2024,,Hybrid,"Rs 23,990,000"
Toyota,Voxy NOAH SZ FULLY LORDED,2024,,Hybrid,"Rs 34,000,000"
BMW,530e M Sport Individual,2018,,Hybrid,"Rs 31,000,000"
Toyota,Raize Z 1.2cc,2025,,Hybrid,"Rs 16,450,000"
Suzuki,Wagon R FX,2025,,Hybrid,"Rs 8,895,000"
Toyota,Aqua s grad,2013,,Hybrid,"Rs 7,700,000"
Porsche,Cayenne 3L,2012,,Hybrid,"Rs 21,500,000"
Suzuki,Wagon R Custome Z,2025,,Hybrid,"Rs 9,975,000"
Mitsubishi,Outlander PHV Premium Plus,2015,,Hybrid,"Rs 16,475,000"
Toyota,Raize Z Grade 4-Way,2025,,Hybrid,"Rs 16,775,000"
Honda,Grace Ex Grade,2017,,Hybrid,"Rs 11,975,000"
Honda,Grace Ex Grade,2016,,Hybrid,"Rs 11,625,000"
Honda,Vezel Z PLAY MOONROOF,2024,,Hybrid,"Rs 22,900,000"
Toyota,Aqua X Urban S Grade,2015,,Hybrid,"Rs 8,965,000"
Toyota,Axio G 1st,2016,,Hybrid,"Rs 11,975,000"
Suzuki,Wagon R Stingray Brand,2025,New,Hybrid,"Rs 10,400,000"
Toyota,Camry AV50 NEW BODY,2012,,Hybrid,"Rs 11,950,000"
Honda,Vezel Z - Premium,2024,,Hybrid,"Rs 21,450,000"
Mercedes Benz,E350 E350e,2017,,Hybrid,"Rs 29,750,000"
Suzuki,Spacia safety,2023,,Hybrid,"Rs 8,190,000"
Suzuki,Alto Japan,2024,,Hybrid,"Rs 7,750,000"
Honda,Vezel Z,2014,,Hybrid,"Rs 10,590,000"
Honda,Freed GP3,2013,,Hybrid,"Rs 9,250,000"
Suzuki,XBee Safety,2018,,Hybrid,"Rs 9,500,000"
Suzuki,Wagon R Stingray Brand New,2023,,Hybrid,"Rs 9,950,000"
Mitsubishi,EK Custom X - G PACKAGE,2024,,Hybrid,"Rs 9,400,000"
Honda,Vezel Z Premium 10Spkr,2025,,Hybrid,"Rs 21,850,000"
Suzuki,Wagon R FX safety -Hybrid,2023,,Hybrid,"Rs 8,750,000"
Suzuki,Wagon R FX Safety -Hybrid,2024,,Hybrid,"Rs 8,750,000"
Honda,Vezel Z Play Moonroof S/S,2025,,Hybrid,"Rs 24,250,000"
Honda,Vezel Z GRADE ORANGE PACK,2014,,Hybrid,"Rs 10,550,000"
Toyota,Taisor Urban Cruiser,2025,,Hybrid,"Rs 11,500,000"
Toyota,Axio,2014,,Hybrid,"Rs 10,300,000"
Honda,Fit GP3 RS,2025,,Hybrid,"Rs 14,800,000"
Honda,Vezel Z Play Moon Roof,2024,,Hybrid,"Rs 22,800,000"
Audi,A3 Sportback S-Line,2023,,Hybrid,"Rs 16,500,000"
Suzuki,Hustler J Style,2016,,Hybrid,"Rs 6,000,000"
Toyota,Yaris Cross Z Full Spec,2025,,Hybrid,"Rs 19,700,000"
Suzuki,Spacia Custom XS Black,2018,,Hybrid,"Rs 8,875,000"
Toyota,Yaris CROSS Z PARKING,2024,,Hybrid,"Rs 18,490,000"
Toyota,Yaris Cross Premium Luxury,2024,,Hybrid,"Rs 21,700,000"
Suzuki,Wagon R ZX Custom,2024,,Hybrid,"Rs 9,900,000"
Suzuki,Wagon R FX 4WAY,2023,,Hybrid,"Rs 8,150,000"
Toyota,Raize Z 4Way Cam,2025,,Hybrid,"Rs 16,300,000"
Toyota,Raize Z 4Way cam,2025,,Hybrid,"Rs 16,500,000"
Suzuki,Wagon R FZ Custom Z 4WAY,2023,,Hybrid,"Rs 9,250,000"
Nissan,X-Trail,2016,,Hybrid,"Rs 11,250,000"
Suzuki,Spacia Custom,2022,,Hybrid,"Rs 10,400,000"
Suzuki,Wagon R Stingray Stringray J Style,2015,,Hybrid,"Rs 6,800,000"
Nissan,Dayz Hihgway Star X,2023,,Hybrid,"Rs 8,350,000"
Suzuki,XBee MZ BRAND,2025,NEW,Hybrid,"Rs 11,990,000"
Suzuki,XBee MZ BRAND,2024,NEW,Hybrid,"Rs 11,490,000"
Suzuki,XBee MZ BRAND,2023,NEW,Hybrid,"Rs 10,990,000"
Honda,Fit Shuttle,2013,,Hybrid,"Rs 9,800,000"
Toyota,Raize Z BLACK TOP,2025,,Hybrid,"Rs 16,500,000"
Toyota,Yaris Cross Z PREMIUM 360,2024,,Hybrid,"Rs 17,900,000"
Honda,Vezel Z GRADE BN,2025,,Hybrid,"Rs 20,300,000"
Suzuki,Spacia,2024,,Hybrid,"Rs 9,000,000"
Toyota,Axio X Grade,2014,,Hybrid,"Rs 9,750,000"
Toyota,Raize Z - Grade Apple Car,2025,,Hybrid,"Rs 16,800,000"
Mazda,Axela Skyactiv Fly Loaded,2013,,Hybrid,"Rs 11,590,000"
Honda,Vezel Z - Apple Car Play,2025,,Hybrid,"Rs 21,200,000"
Toyota,Raize Z Grade Un/Re,2022,,Hybrid,"Rs 14,500,000"
Toyota,Aqua,2013,,Hybrid,"Rs 7,890,000"
Audi,A3 Sedan TFSI Advanced,2024,,Hybrid,"Rs 18,500,000"
Kia,Sorento Gt Line Australian,2025,,Hybrid,"Rs 38,800,000"
Toyota,Raize Z 1.2L,2025,,Hybrid,"Rs 15,500,000"
Toyota,Raize 1.2 AppleCar,2023,,Hybrid,"Rs 14,550,000"
Honda,Vezel Z Premium Fully Load,2023,,Hybrid,"Rs 19,500,000"
Suzuki,Spacia XS Custom B/N,2024,,Hybrid,"Rs 10,950,000"
Mitsubishi,Outlander PHEV G NAVI Premium,2015,,Hybrid,"Rs 16,300,000"
Audi,A3 Sedan,2024,,Hybrid,"Rs 18,500,000"
Toyota,Raize Z BRAND,2025,NEW,Hybrid,"Rs 16,200,000"
Honda,Vezel Z,2024,,Hybrid,"Rs 20,450,000"
Mercedes Benz,C200 Premium Plus,2023,,Hybrid,"Rs 40,500,000"
Suzuki,Spacia X (MK94S),2023,,Hybrid,"Rs 9,000,000"
Honda,Vezel Z PLAY BRAND,2025,NEW,Hybrid,"Rs 21,990,000"
Honda,Vezel Z Premium Package,2025,,Hybrid,"Rs 21,250,000"
Suzuki,Spacia Custom XS,2025,,Hybrid,"Rs 11,250,000"
Suzuki,Wagon R Custom Z,2025,,Hybrid,"Rs 9,825,000"
Suzuki,Spacia,2015,,Hybrid,"Rs 6,589,998"
Land Rover,Range Sport Autobiography,2015,,Hybrid,"Rs 44,500,000"
BMW,i8 Roadster,2019,,Hybrid,"Rs 44,500,000"
BYD,Sealion 6,2025,,Hybrid,"Rs 23,850,000"
Suzuki,Spacia Custum GS,2023,,Hybrid,"Rs 11,500,000"
Honda,Vezel X,2023,,Hybrid,"Rs 18,900,000"
Honda,Vezel X,2024,,Hybrid,"Rs 20,500,000"
Honda,Vezel Z-GRADE,2025,,Hybrid,"Rs 20,950,000"
Honda,Vezel Z grade,2025,,Hybrid,"Rs 21,500,000"
Nissan,Dayz Highway star,2023,,Hybrid,"Rs 8,390,000"
Honda,Fit Shuttle GP2,2014,,Hybrid,"Rs 9,675,000"
Nissan,Dayz Highway star hy,2023,,Hybrid,"Rs 8,350,000"
Hyundai,Santa Fe Calligraphy AWD,2025,,Hybrid,"Rs 37,000,000"
Land Rover,Range PHEV Autobiography,2025,,Hybrid,"Rs 135,000,000"
Suzuki,Spacia Custom,2024,,Hybrid,"Rs 9,975,000"
Porsche,Panamera S,2013,,Hybrid,"Rs 36,000,000"
Toyota,Aqua Eagle Eye,2018,,Hybrid,"Rs 10,975,000"
Honda,Vezel Z 10 Speakers/4 Way,2025,,Hybrid,"Rs 22,600,000"
Toyota,Aqua S limited,2013,,Hybrid,"Rs 8,400,000"
Honda,Fit GP5 S Grade,2015,,Hybrid,"Rs 9,550,000"
Honda,Vezel x Hunt,2022,,Hybrid,"Rs 17,500,000"
Nissan,X-Trail XTRAIL sunroof,2016,,Hybrid,"Rs 10,600,000"
Honda,Vezel,2014,,Hybrid,"Rs 10,600,000"
Honda,Fit GP1,2014,,Hybrid,"Rs 7,000,000"
Toyota,Raize Z 1200 CC,2024,,Hybrid,"Rs 15,500,000"
Honda,Vezel Z Orange Package,2015,,Hybrid,"Rs 11,600,000"
Toyota,Aqua GR Sport,2023,,Hybrid,"Rs 15,900,000"
Toyota,Aqua 2012 (urban Kit),,,Hybrid,"Rs 7,290,000"
Toyota,Aqua X-Urban Anniversary,2015,,Hybrid,"Rs 9,290,000"
Honda,Vezel Z Play Moon Roof,2023,,Hybrid,"Rs 22,700,000"
Honda,Vezel Z play,2022,,Hybrid,"Rs 21,650,000"
Honda,Vezel fullyloaded,2016,,Hybrid,"Rs 11,450,000"
Toyota,Raize Z 4Way,2025,,Hybrid,"Rs 16,850,000"
Suzuki,Spacia Xs Custom,2023,,Hybrid,"Rs 10,950,000"
Suzuki,Hustler X Grade,2023,,Hybrid,"Rs 9,350,000"
Suzuki,Wagon R ZX,2024,,Hybrid,"Rs 8,800,000"
Honda,Fit GP1,2012,,Hybrid,"Rs 7,250,000"
Lexus,LBX,2024,,Hybrid,"Rs 26,000,000"
Mazda,Flair Custom XS Wagon r,2024,,Hybrid,"Rs 9,290,000"
Mercedes Benz,A180 AMG LINE + SUNROOF,2023,,Hybrid,"Rs 22,500,000"
Toyota,Alphard EXECUTIVE LOUNGE,2025,,Hybrid,"Rs 72,500,000"
Toyota,Raize Z Body Kit,2025,,Hybrid,"Rs 16,400,000"
Honda,Grace EX,2016,,Hybrid,"Rs 9,850,000"
Land Rover,Range Evoque 1.5 P270e Dyn HSE,2024,,Hybrid,"Rs 42,500,000"
Honda,Vezel Z CAR PLAY,2023,,Hybrid,"Rs 19,290,000"
Daihatsu,Rocky G Premium,2024,,Hybrid,"Rs 15,250,000"
Toyota,Raize Z BLACKTOP,2024,,Hybrid,"Rs 15,990,000"
Toyota,Yaris Cross Thailand,2025,,Hybrid,"Rs 20,300,000"
Suzuki,Wagon R Custom Z-ZX,2025,,Hybrid,"Rs 10,490,000"
Honda,Vezel Z PLAY,2025,,Hybrid,"Rs 23,090,000"
Honda,"Fit F Grade, Mid Trim",2013,,Hybrid,"Rs 8,375,000"
Land Rover,Defender P400e,2025,,Hybrid,"Rs 75,000,000"
Honda,Grace,2014,,Hybrid,"Rs 10,500,000"
Suzuki,Wagon R SMILE EDITION,2023,,Hybrid,"Rs 8,590,000"
Suzuki,Hustler Safety,2016,,Hybrid,"Rs 1,250,000"
Toyota,Yaris Cross HEV Thailand,2025,,Hybrid,"Rs 20,300,000"
Honda,Vezel Z Playe,2024,,Hybrid,"Rs 22,475,000"
Suzuki,XBee Japan Jeep,2023,,Hybrid,"Rs 10,890,000"
Toyota,Aqua G - Limited,2013,,Hybrid,"Rs 8,000,000"
Toyota,Hyryder,2025,,Hybrid,"Rs 17,500,000"
Suzuki,Spacia Mazda Flair Custom,2023,,Hybrid,"Rs 10,450,000"
Honda,Vezel Ivory Interior,2023,,Hybrid,"Rs 19,500,000"
Toyota,Voxy SZ comfort plus,2024,,Hybrid,"Rs 32,500,000"
Toyota,Yaris aqua 1.5,2022,,Hybrid,"Rs 13,490,000"
Honda,Vezel Z Premium Grade,2024,,Hybrid,"Rs 20,300,000"
Mercedes Benz,S400 Long Wheel Base Amg,2013,,Hybrid,"Rs 49,500,000"
Suzuki,Spacia Safety,2023,,Hybrid,"Rs 7,950,000"
Suzuki,Wagon R FX 2025,2023,,Hybrid,"Rs 8,190,000"
BMW,X5 eDrive Full Option,2017,,Hybrid,"Rs 31,000,000"
Toyota,Aqua S Grade,2012,,Hybrid,"Rs 7,490,000"
Honda,Vezel X Grade,2023,,Hybrid,"Rs 16,950,000"
Toyota,Aqua Eagle Eye-Body Kit,2017,,Hybrid,"Rs 11,000,000"
Honda,Fit Shuttle GP 2,2014,,Hybrid,"Rs 10,550,000"
Honda,Fit,2014,,Hybrid,"Rs 8,450,000"
Toyota,Prius,2013,,Hybrid,"Rs 12,195,000"
Toyota,Harrier Advance Premium,2014,,Hybrid,"Rs 21,400,000"
Honda,Vezel,2018,,Hybrid,"Rs 14,500,000"
Honda,Fit Gp5 S Grade,2014,,Hybrid,"Rs 8,650,000"
Honda,Vezel Orange Pack,2014,,Hybrid,"Rs 10,325,000"
Suzuki,Spacia Custom XS TB,2025,,Hybrid,"Rs 10,800,000"
Toyota,Aqua G,2024,,Hybrid,"Rs 13,400,000"
Toyota,Aqua AquaÂ Z,2025,,Hybrid,"Rs 15,200,000"
Toyota,Aqua G Limited,2012,,Hybrid,"Rs 7,950,000"
Toyota,Prius ZVW 51,2016,,Hybrid,"Rs 15,300,000"
Toyota,Aqua G GRADE,2022,,Hybrid,"Rs 14,290,000"
Honda,Vezel Z - Sunlight Pearl,2025,,Hybrid,"Rs 21,300,000"
Suzuki,Wagon R ZX,2023,,Hybrid,"Rs 9,900,000"
Mercedes Benz,E200 AMG Premium Plus,2023,,Hybrid,"Rs 45,000,000"
Honda,Vezel,2023,,Hybrid,"Rs 19,700,000"
Honda,Fit GP1,2013,,Hybrid,"Rs 7,175,000"
Suzuki,XBee,2024,,Hybrid,"Rs 9,500,000"
Suzuki,Spacia Black Top,2023,,Hybrid,"Rs 11,475,000"
Toyota,Voxy Z,2025,,Hybrid,"Rs 32,000,000"
Suzuki,Swift MZ,2024,,Hybrid,"Rs 12,500,000"
Toyota,Axio G Grade,2022,,Hybrid,"Rs 16,890,000"
Suzuki,Wagon R Stingray J Style,2014,,Hybrid,"Rs 6,750,000"
Honda,Vezel Orange Pack,2016,,Hybrid,"Rs 11,800,000"
Land Rover,Range 1.5 P270e Dynamic SE,2024,,Hybrid,"Rs 39,500,000"
Toyota,Raize Z B/NEW,2025,,Hybrid,"Rs 16,500,000"
Toyota,Prius 3RD GENERATION,2012,,Hybrid,"Rs 11,290,000"
Honda,Vezel Z Grade B/NEW,2025,,Hybrid,"Rs 20,500,000"
Peugeot,5008 GT MHEV e-DSC 5dr,2024,,Hybrid,"Rs 37,500,000"
Toyota,Yaris ATIV pre.1.5L,2025,,Hybrid,"Rs 17,700,000"
Suzuki,Wagon R FX Safety,2016,,Hybrid,"Rs 6,475,000"
Honda,Vezel RS SENSING,2019,,Hybrid,"Rs 15,200,000"
Suzuki,Wagon R ZX Custom Z (Hybrid),2024,,Hybrid,"Rs 9,600,000"
Suzuki,Spacia Custom,2016,,Hybrid,"Rs 7,050,000"
Toyota,Prius 2nd Generation,2008,,Hybrid,"Rs 7,000,000"
Honda,Vezel Z Package,2025,,Hybrid,"Rs 20,800,000"
Suzuki,Wagon R string gray,2018,,Hybrid,"Rs 7,800,000"
Honda,Fit Shuttle GP 7 (Navi-Premium),2017,,Hybrid,"Rs 12,600,000"
Toyota,Aqua Urban,2015,,Hybrid,"Rs 8,700,000"
Suzuki,Spacia Flair wagon XS,2023,,Hybrid,"Rs 8,475,000"
Honda,Fit GP5 S Grade Safety,2015,,Hybrid,"Rs 9,250,000"
Suzuki,Wagon R FX Safety,2017,,Hybrid,"Rs 6,590,000"
Honda,Vezel Z Play Sound System,2023,,Hybrid,"Rs 19,900,000"
Toyota,Axio G,2015,,Hybrid,"Rs 11,000,000"
Suzuki,Hustler,2015,,Hybrid,"Rs 6,250,000"
Suzuki,Wagon R Stingray Safety,2016,,Hybrid,"Rs 6,590,000"
Toyota,Crown Sport Z,2025,,Hybrid,"Rs 63,000,000"
Suzuki,Wagon R FZ Safety,2017,,Hybrid,"Rs 7,375,000"
Suzuki,Wagon R ZX Custom Z (Hybrid ZX),2025,,Hybrid,"Rs 9,975,000"
Honda,Fit GP 5 S Grade,2014,,Hybrid,"Rs 8,475,000"
Toyota,Raize Z GRADE JAPAN,2024,,Hybrid,"Rs 16,450,000"
Toyota,Raize Z GRADE JAPAN,2025,,Hybrid,"Rs 16,990,000"
Daihatsu,Taft X,2023,,Hybrid,"Rs 8,750,000"
Suzuki,Hustler,2018,,Hybrid,"Rs 7,490,001"
Suzuki,Wagon R FX MAZDA FLEAR,2023,,Hybrid,"Rs 8,090,000"
Suzuki,Wagon R ZX MAZDA FLEAR,2023,,Hybrid,"Rs 8,990,000"
Honda,Vezel Z premium,2025,,Hybrid,"Rs 21,800,000"
Honda,Vezel used,2015,,Hybrid,"Rs 12,000,000"
Honda,Grace Ex Sensing,2018,,Hybrid,"Rs 12,950,000"
Suzuki,XBee,2023,,Hybrid,"Rs 12,050,000"
Mitsubishi,EK Custom X G,2024,,Hybrid,"Rs 9,450,000"
Mazda,Axela Skyactive,2013,,Hybrid,"Rs 10,800,000"
Toyota,Yaris Cross Hev,2025,,Hybrid,"Rs 22,600,000"
Suzuki,Wagon R Wagonr Custom Z,2025,,Hybrid,"Rs 9,700,000"
Mitsubishi,Outlander PHEV,2014,,Hybrid,"Rs 12,800,000"
Toyota,Raize G Grade 1.2L,2024,,Hybrid,"Rs 15,800,000"
Suzuki,Spacia,2017,,Hybrid,"Rs 7,500,000"
Honda,Vezel z play,2025,,Hybrid,"Rs 24,200,000"
Nissan,X-Trail Mode Premier,2015,,Hybrid,"Rs 12,500,000"
Nissan,Dayz Highway Star PPT,2023,,Hybrid,"Rs 9,100,000"
Toyota,Prius,2008,,Hybrid,"Rs 6,995,000"
Toyota,Raize Z Highest,2025,,Hybrid,"Rs 16,695,000"
Honda,Vezel z grade,2025,,Hybrid,"Rs 21,200,000"
Toyota,Raize Z Garde,2024,,Hybrid,"Rs 15,700,000"
Toyota,Aqua S Grade,2015,,Hybrid,"Rs 9,475,000"
Suzuki,Wagon R,2014,,Hybrid,"Rs 6,250,000"
Toyota,Voxy SZ,2025,,Hybrid,"Rs 35,800,000"
Toyota,Raize Z 1.2L,2024,,Hybrid,"Rs 16,250,000"
Honda,Fit Gp5 L Grade,2014,,Hybrid,"Rs 8,690,000"
Honda,Fit GP5 S Grade,2014,,Hybrid,"Rs 8,790,000"
Honda,Fit Shuttle GP2 Navi Premium,2014,,Hybrid,"Rs 11,290,000"
Toyota,Yaris Z,2025,,Hybrid,"Rs 20,000,000"
Suzuki,Wagon R Stingray,2014,,Hybrid,"Rs 6,300,000"
Suzuki,Wagon R COSTOM Z BRAND,2025,NEW,Hybrid,"Rs 10,500,000"
Honda,Fit Shuttle GP-2,2014,,Hybrid,"Rs 10,500,000"
Honda,Vezel Z PLAY FULL OPTION,2023,,Hybrid,"Rs 23,750,000"
Suzuki,Wagon R Custom-ZT 4wayHeadup,2024,,Hybrid,"Rs 10,500,000"
Suzuki,Wagon R FZ Owner-56000 km,2019,,Hybrid,"Rs 7,500,000"
Honda,Civic,2008,,Hybrid,"Rs 7,895,000"
Toyota,Prius S TOURING LIMITED,2011,,Hybrid,"Rs 10,250,000"
Toyota,Harrier Leather Package,2015,,Hybrid,"Rs 23,200,000"
Toyota,Yaris Premium Luxury,2025,,Hybrid,"Rs 219,500,000"
Suzuki,Alto Japan S,2023,,Hybrid,"Rs 7,450,000"
Honda,N-Box,2024,,Hybrid,"Rs 8,950,000"
Honda,Grace,2016,,Hybrid,"Rs 11,275,000"
Honda,Vezel X Grade,2014,,Hybrid,"Rs 9,750,000"
Toyota,Raize Brand,2025,New,Hybrid,"Rs 16,550,000"
Land Rover,JAECOO J7,2025,,Hybrid,"Rs 24,350,000"
Jaecoo,J7 Phev,2025,,Hybrid,"Rs 25,850,000"
Land Rover,Jaecoo J7 Phev,2025,,Hybrid,"Rs 24,350,000"
Daihatsu,Rocky Premium G,2025,,Hybrid,"Rs 15,650,000"
Toyota,Aqua Limited Edition,2013,,Hybrid,"Rs 7,800,000"
BMW,i8,2016,,Hybrid,"Rs 31,500,000"
Toyota,Yaris Cross Z Grad Blk Top,2024,,Hybrid,"Rs 17,950,000"
Toyota,Vellfire Executive Lounge,2024,,Hybrid,"Rs 69,500,000"
Suzuki,XBee MZ Leather Pkg,2024,,Hybrid,"Rs 11,750,000"
Honda,Vezel Z PLAY PACKAGE,2024,,Hybrid,"Rs 24,350,000"
Honda,Vezel Z PACKAGE,2023,,Hybrid,"Rs 20,550,000"
Honda,Vezel HEV Z,2025,,Hybrid,"Rs 20,400,000"
Honda,Vezel Z Grade Brand,2025,New,Hybrid,"Rs 20,500,000"
Suzuki,Wagon R FZ,2017,,Hybrid,"Rs 7,290,001"
Suzuki,Wagon R FZ,2016,,Hybrid,"Rs 6,150,000"
Suzuki,Wagon R FX,2016,,Hybrid,"Rs 6,790,000"
Suzuki,Wagon R FZ -,2017,,Hybrid,"Rs 7,000,000"
Lexus,RX450h,2011,,Hybrid,"Rs 17,500,000"
Toyota,Raize 1200CC,2022,,Hybrid,"Rs 14,550,000"
Toyota,Yaris CROSS Z GRADE B/NEW,2024,,Hybrid,"Rs 18,700,000"
Toyota,Yaris Cross Z Bodykits,2024,,Hybrid,"Rs 19,400,000"
Honda,Vezel Z Playe Pack,2025,,Hybrid,"Rs 24,590,000"
Daihatsu,Rocky e Smart,2023,,Hybrid,"Rs 15,200,000"
Land Rover,Range Vogue/SWB/LowMilg,2019,,Hybrid,"Rs 72,000,000"
Toyota,Raize Z,2022,,Hybrid,"Rs 15,000,000"
Toyota,Raize Z Grade,2023,,Hybrid,"Rs 15,000,000"
Suzuki,Spacia Gear,2025,,Hybrid,"Rs 11,500,000"
Peugeot,5008 GT - Line,2025,,Hybrid,"Rs 38,600,000"
Honda,Vezel X,2022,,Hybrid,"Rs 17,900,000"
Land Rover,Range Vogue Autobiography,2019,,Hybrid,"Rs 92,500,000"
Suzuki,Wagon R Stingray CBC,2018,,Hybrid,"Rs 7,875,000"
Toyota,Raize 1200cc,2024,,Hybrid,"Rs 13,500,000"
Toyota,Yaris G Grade,2023,,Hybrid,"Rs 11,500,000"
Daihatsu,Rocky,2023,,Hybrid,"Rs 14,600,000"
Honda,Fit Shuttle,2016,,Hybrid,"Rs 12,975,000"
Hyundai,Ioniq,2017,,Hybrid,"Rs 9,900,000"
Daihatsu,Rocky G premium,2023,,Hybrid,"Rs 15,200,000"
Toyota,Prius 3rd Gen,2014,,Hybrid,"Rs 12,500,000"
Toyota,Prius U,2025,,Hybrid,"Rs 24,500,000"
Toyota,Aqua 2013 S Grade,,,Hybrid,"Rs 7,500,000"
Suzuki,XBee MV/ MZ,2025,,Hybrid,"Rs 11,000,000"
Toyota,Axio G grade,2014,,Hybrid,"Rs 9,700,000"
Honda,Vezel 2025 Z Package,,,Hybrid,"Rs 21,500,000"
Toyota,Voxy SZ Comfort Package,2025,,Hybrid,"Rs 33,500,000"
Honda,Vezel Z Orange Package,2014,,Hybrid,"Rs 10,280,000"
Toyota,Prius 3rd Gen,2011,,Hybrid,"Rs 9,900,000"
Suzuki,Wagon R ZX,2025,,Hybrid,"Rs 9,300,000"
Toyota,Prius 2nd Gen Anniversary,2008,,Hybrid,"Rs 7,300,000"
Suzuki,Wagon R FZ Premium,2019,,Hybrid,"Rs 6,990,000"
Toyota,Harrier Fully loaded,2015,,Hybrid,"Rs 22,000,000"
Toyota,Yaris Ativ Premium,2025,,Hybrid,"Rs 17,250,000"
Toyota,Axio PUSH START SAFETY,2016,,Hybrid,"Rs 11,390,000"
Toyota,Yaris Cross Premium Thai,2025,,Hybrid,"Rs 19,250,000"
Toyota,Yaris Cross Smart Thailand,2025,,Hybrid,"Rs 18,000,000"
Honda,Vezel Z PLAY PREMIUM BN,2025,,Hybrid,"Rs 24,750,000"
Toyota,Raize Z 2022 4way,,,Hybrid,"Rs 15,850,000"
Honda,Vezel Z-Package,2025,,Hybrid,"Rs 20,000,000"
Toyota,Raize 1200CC Z PKG 04WAY,2024,,Hybrid,"Rs 16,500,000"
Land Rover,Range P460e Just cleared,2025,,Hybrid,"Rs 160,000,000"
Honda,Vezel Z GRADE B/NEW,2025,,Hybrid,"Rs 20,300,000"
Daihatsu,Rocky Premium G HEV,2025,,Hybrid,"Rs 14,795,000"
Suzuki,Wagon R FZ Custom,2025,,Hybrid,"Rs 9,480,000"
Honda,Vezel Brand,2025,New,Hybrid,"Rs 19,800,000"
Daihatsu,Rocky PREMIUM G,2023,,Hybrid,"Rs 15,200,000"
Honda,Vezel z Primium,2023,,Hybrid,"Rs 20,700,000"
Toyota,RAV4 Embassy,2021,,Hybrid,"Rs 32,500,000"
Suzuki,Spacia SPECIA CUSTOM XS,2024,,Hybrid,"Rs 10,800,000"
Toyota,Aqua G Grade,2015,,Hybrid,"Rs 7,600,000"
Honda,Vezel RS Sensing LED Light,2018,,Hybrid,"Rs 149,900,000"
Nissan,ROOX HIGHWAY STAR X Took,2023,,Hybrid,"Rs 8,895,000"
Suzuki,Spacia G,2024,,Hybrid,"Rs 8,435,000"
Honda,Vezel ZPlay Moonroof,2025,,Hybrid,"Rs 24,950,000"
Toyota,Yaris CROSS PREMIUM LUXURY,2025,,Hybrid,"Rs 21,990,000"
Honda,N-Box Custom,2024,,Hybrid,"Rs 10,500,000"
Suzuki,Spacia Excellent,2017,,Hybrid,"Rs 6,500,000"
Toyota,Voxy SZ Grade,2025,,Hybrid,"Rs 32,500,000"
Toyota,Esquire 7,2015,,Hybrid,"Rs 22,500,000"
Honda,Vezel Z Play (Moonroof),2025,,Hybrid,"Rs 25,000,000"
Toyota,Prius 2nd Generation,2011,,Hybrid,"Rs 7,550,000"
Honda,Vezel Z unregister,2023,,Hybrid,"Rs 19,300,000"
Nissan,ROOX HIGHWAY STAR X Pro pilot Highest,2023,,Hybrid,"Rs 9,495,000"
Toyota,Prius 3rd Generation,2010,,Hybrid,"Rs 9,350,000"
Mitsubishi,Delica Mini Wagon T Premium,2023,,Hybrid,"Rs 10,695,000"
Suzuki,Spacia X New model,2024,,Hybrid,"Rs 9,000,000"
Lexus,RX400,2007,,Hybrid,"Rs 11,975,000"
Honda,Insight,2019,,Hybrid,"Rs 16,800,000"
Toyota,Prius Z,2025,,Hybrid,"Rs 33,700,000"
Toyota,Yaris Cross Z,2025,,Hybrid,"Rs 17,975,000"
Suzuki,Swift,2023,,Hybrid,"Rs 13,000,000"
Toyota,Axio G Grade New Shell,2015,,Hybrid,"Rs 11,500,000"
Mitsubishi,Outlander,2014,,Hybrid,"Rs 13,750,000"
Suzuki,Wagon R Stingray Fully Loaded,2017,,Hybrid,"Rs 7,150,000"
Honda,Vezel Z Grade Orange Pack,2015,,Hybrid,"Rs 11,495,000"
Subaru,Crosstrek,2015,,Hybrid,"Rs 14,500,000"
Suzuki,Alto Safety S,2024,,Hybrid,"Rs 6,950,000"
Honda,Vezel RS sensing,2017,,Hybrid,"Rs 13,800,000"
Honda,Vezel Z PREMIUM PKG,2025,,Hybrid,"Rs 21,500,000"
Suzuki,Hustler J style,2023,,Hybrid,"Rs 9,375,000"
Nissan,Dayz Highway Star,2017,,Hybrid,"Rs 6,900,000"
Suzuki,Wagon R FX,2018,,Hybrid,"Rs 6,475,000"
Toyota,Raize ZRed Premium,2025,,Hybrid,"Rs 16,890,000"
Toyota,Prius Safety Sense,2016,,Hybrid,"Rs 14,800,000"
Suzuki,Wagon R Stingray Costom Z,2023,,Hybrid,"Rs 9,950,000"
Suzuki,Spacia COSTOM XT Z,2024,,Hybrid,"Rs 10,750,000"
Honda,Vezel Z - Premium Options,2023,,Hybrid,"Rs 20,500,000"
Honda,Vezel Z premium with apple,2023,,Hybrid,"Rs 19,800,000"
Honda,Fit GP 1,2012,,Hybrid,"Rs 7,500,000"
Honda,Vezel Z PLAY PREMIUM PLUS,2023,,Hybrid,"Rs 21,850,000"
