Manufacturer,Model,Year,Condition,Fuel Type,Price
Toyota,Prius S,2014,,Hybrid,"Rs 11,650,000"
Honda,Vezel RS Sensing CB Number,2017,,Hybrid,"Rs 13,290,000"
Toyota,Axio G GRADE,2015,,Hybrid,"Rs 11,290,000"
Honda,Fit Shuttle,2011,,Hybrid,"Rs 8,750,000"
Nissan,Dayz Highway Star SHybrid,2024,,Hybrid,"Rs 9,490,000"
Honda,Fit RS ehev,2024,,Hybrid,"Rs 15,975,000"
Mitsubishi,Outlander Full Option,2014,,Hybrid,"Rs 14,600,000"
BMW,520i M sport Pro,2024,,Hybrid,"Rs 58,000,000"
Land Rover,Defender 110 HDE,2025,,Hybrid,"Rs 88,500,000"
Honda,Vezel RS Sensing,2017,,Hybrid,"Rs 13,600,000"
Honda,Vezel,2017,,Hybrid,"Rs 14,400,000"
Toyota,Yaris Cross GR Sport Ltd.,2024,,Hybrid,"Rs 18,195,000"
BMW,530e M Sport,2018,,Hybrid,"Rs 31,500,000"
Toyota,Aqua X Urban,2015,,Hybrid,"Rs 9,350,000"
Nissan,X-Trail T32,2016,,Hybrid,"Rs 10,625,000"
Suzuki,Alto,2023,,Hybrid,"Rs 7,150,000"
Suzuki,Spacia G Grade,2023,,Hybrid,"Rs 9,290,000"
Suzuki,Swift Two Tone,2024,,Hybrid,"Rs 13,850,000"
Toyota,Aqua 2013 G Grade,,,Hybrid,"Rs 8,300,000"
Toyota,Yaris Cross GR Sport 4 Way,2023,,Hybrid,"Rs 17,800,000"
BMW,X5 eDrive plugin,2025,,Hybrid,"Rs 95,000,000"
Toyota,Axio 165 G Grade,2016,,Hybrid,"Rs 12,500,000"
Honda,Fit GP4 RS,2013,,Hybrid,"Rs 8,290,000"
Mitsubishi,eK Wagon X - G Premium,2023,,Hybrid,"Rs 8,900,000"
Toyota,Raize Z Apple Play,2025,,Hybrid,"Rs 16,750,000"
Toyota,Yaris Premium,2025,,Hybrid,"Rs 22,500,000"
Toyota,Yaris Cross Premium,2025,,Hybrid,"Rs 22,500,000"
BMW,530e M Sport Brand,2025,New,Hybrid,"Rs 62,000,000"
Mercedes Benz,CLA 250e,2024,,Hybrid,"Rs 32,000,000"
Land Rover,Defender P400e Black Edition,2025,,Hybrid,"Rs 75,000,000"
Toyota,Raize Z grade,2024,,Hybrid,"Rs 15,600,000"
Toyota,Raize ROCKY Z,2023,,Hybrid,"Rs 14,950,000"
Nissan,X-Trail Sunroof,2016,,Hybrid,"Rs 11,400,000"
Toyota,Yaris Cross/Modelista/BNew,2025,,Hybrid,"Rs 22,500,000"
Toyota,Aqua Facelift-Eagle Eye,2017,,Hybrid,"Rs 10,650,000"
Nissan,Dayz High Way Star,2024,,Hybrid,"Rs 9,250,000"
Honda,Vezel X HUNT,2025,,Hybrid,"Rs 19,750,000"
Toyota,Yaris Cross Z Grade,2024,,Hybrid,"Rs 18,000,000"
Toyota,Prius ZW30,2014,,Hybrid,"Rs 13,000,000"
Honda,Vezel 2014 Z,,,Hybrid,"Rs 10,300,000"
Honda,Vezel Z 4 Way Camera,2025,,Hybrid,"Rs 20,800,000"
Toyota,Raize Z 1200CC,2025,,Hybrid,"Rs 16,450,000"
Honda,Fit GP1,2011,,Hybrid,"Rs 6,560,000"
Suzuki,Wagon R Stingray,2016,,Hybrid,"Rs 6,975,000"
Suzuki,Wagon R ZX Custom 2025 BâNew,,,Hybrid,"Rs 9,975,000"
Toyota,Yaris Cross Z Premium,2024,,Hybrid,"Rs 17,950,000"
Honda,Fit Gp5 F Grade,2014,,Hybrid,"Rs 8,500,000"
Toyota,Yaris Cross âZâ Adventure,2023,,Hybrid,"Rs 17,950,000"
Toyota,Yaris Cross Japan,2025,,Hybrid,"Rs 19,800,000"
Toyota,Voxy SZ COMFORT PLUS,2025,,Hybrid,"Rs 34,250,000"
Suzuki,Wagon R fx Safety,2023,,Hybrid,"Rs 7,950,000"
Suzuki,Spacia safety editio,2023,,Hybrid,"Rs 8,475,000"
Toyota,Raize 1.2,2023,,Hybrid,"Rs 15,500,000"
BMW,740Le comfort plus,2016,,Hybrid,"Rs 43,850,000"
Toyota,Yaris CROSS URBANO BLACK P,2025,,Hybrid,"Rs 20,350,000"
Toyota,Yaris CROSS Z PACKAGE,2025,,Hybrid,"Rs 20,500,000"
Mercedes Benz,G class 450d,2025,,Hybrid,"Rs 145,000,000"
Suzuki,Wagon R STINGRAY X LIMITED,2018,,Hybrid,"Rs 7,950,000"
Suzuki,Wagon R FX Safety -Hybrid,2023,,Hybrid,"Rs 8,850,000"
Toyota,Raize BRAND,2025,NEW,Hybrid,"Rs 16,290,000"
Honda,Vezel Z Wireless Charge,2023,,Hybrid,"Rs 19,200,000"
Honda,Fit GP5,2015,,Hybrid,"Rs 8,375,000"
Toyota,Roomy GT Custom 4WAY,2022,,Hybrid,"Rs 12,350,000"
Suzuki,Spacia Custom Gs,2023,,Hybrid,"Rs 9,650,000"
Suzuki,Spacia Custom Xs,2023,,Hybrid,"Rs 10,750,000"
Suzuki,Wagon R FZ premium,2018,,Hybrid,"Rs 6,950,000"
Toyota,Yaris Cross Japan,2023,,Hybrid,"Rs 18,475,000"
Suzuki,Wagon r Custom ZX,2023,,Hybrid,"Rs 9,500,000"
Toyota,Vellfire Z PREMIUM PACKAGE,2024,,Hybrid,"Rs 62,500,000"
Suzuki,Wagon R Stingray stin gray,2018,,Hybrid,"Rs 7,400,000"
Toyota,Raize 1200cc,2023,,Hybrid,"Rs 13,900,000"
Nissan,Dayz H.WAY STAR X PROPILO,2023,,Hybrid,"Rs 8,000,000"
Suzuki,Spacia Both Side Power Door,2023,,Hybrid,"Rs 84,500,000"
Mercedes Benz,S500 LWB AMG PHEV,2015,,Hybrid,"Rs 55,000,000"
Nissan,Dayz Highway Star,2019,,Hybrid,"Rs 6,980,000"
Toyota,Yaris CROSS Z ADVENTURE,2023,,Hybrid,"Rs 16,700,000"
Toyota,Prius U,2023,,Hybrid,"Rs 23,500,000"
Suzuki,Wagon R ZX Upgrade Package,2023,,Hybrid,"Rs 9,675,000"
Toyota,Yaris Cross Z Japan,2023,,Hybrid,"Rs 16,200,000"
Honda,Vezel Z play,2023,,Hybrid,"Rs 21,975,000"
Toyota,Raize Z Full Option,2022,,Hybrid,"Rs 15,550,000"
Honda,Vezel Z Premium,2022,,Hybrid,"Rs 19,300,000"
Mitsubishi,Outlander 4x4,2013,,Hybrid,"Rs 12,900,000"
Mitsubishi,Outlander PHEV,2016,,Hybrid,"Rs 17,800,000"
Mercedes Benz,E300 Bluetec,2015,,Hybrid,"Rs 19,500,000"
Toyota,Axio X Limited,2015,,Hybrid,"Rs 10,200,000"
Suzuki,Wagon R FX Safety,2014,,Hybrid,"Rs 5,990,000"
Toyota,Aqua G - Grade,2014,,Hybrid,"Rs 8,975,000"
Suzuki,Wagon R Custom ZT,2024,,Hybrid,"Rs 9,585,000"
Toyota,Crown,2008,,Hybrid,"Rs 15,500,000"
Honda,Vezel Z Play Apple Player,2023,,Hybrid,"Rs 21,800,000"
Toyota,Prius,2012,,Hybrid,"Rs 11,000,000"
Mercedes Benz,S500,2015,,Hybrid,"Rs 47,500,000"
Nissan,Dayz Highway Star X,2024,,Hybrid,"Rs 8,900,000"
Suzuki,Spacia GS Grade,2023,,Hybrid,"Rs 9,750,000"
Toyota,Voxy SZ Highest Spec,2025,New,Hybrid,"Rs 35,500,000"
Daihatsu,Taft G,2023,,Hybrid,"Rs 8,750,000"
Honda,Vezel Z Full Spec,2025,,Hybrid,"Rs 22,000,000"
Nissan,Aura Nismo Limited,2024,,Hybrid,"Rs 16,495,000"
Honda,Freed,2012,,Hybrid,"Rs 8,875,000"
BMW,530e Individual M Sport,2017,,Hybrid,"Rs 33,500,000"
Honda,Vezel premium,2025,,Hybrid,"Rs 21,650,000"
Suzuki,Spacia Custom GS,2023,,Hybrid,"Rs 9,750,000"
Toyota,Alphard Advance Premium,2015,,Hybrid,"Rs 18,800,000"
Mitsubishi,eK Space X,2023,,Hybrid,"Rs 9,075,000"
Toyota,Taisor V,2024,,Hybrid,"Rs 12,500,000"
Toyota,Prius X,2023,,Hybrid,"Rs 23,000,000"
Toyota,Raize 1.2 Apple Car,2025,,Hybrid,"Rs 16,800,000"
Nissan,ROOX HIGHWAY STAR X Pro pilot,2023,,Hybrid,"Rs 9,475,000"
BMW,535i active 5,2012,,Hybrid,"Rs 22,000,000"
Toyota,Axio WXB,2018,,Hybrid,"Rs 14,200,000"
Nissan,ROOX HIGHWAY STAR X pro pilot pre ordes,2024,,Hybrid,"Rs 9,285,000"
Suzuki,Wagon R Stingray,2019,,Hybrid,"Rs 8,100,000"
Toyota,Prius 3rd Generation,2014,,Hybrid,"Rs 11,600,000"
Suzuki,Spacia CUSTOM,2023,,Hybrid,"Rs 10,250,000"
BMW,X7 40D M sport,2024,,Hybrid,"Rs 120,000,000"
Toyota,Voxy SZ Highest Spec,2024,,Hybrid,"Rs 34,800,000"
Honda,Vezel IVERY Grade,2016,,Hybrid,"Rs 11,975,000"
Toyota,Fielder,2023,,Hybrid,"Rs 13,700,000"
Nissan,ROOX HIGHWAY STAR X Propilot,2023,,Hybrid,"Rs 8,900,000"
Toyota,Corolla,2023,,Hybrid,"Rs 25,500,000"
Honda,Grace Ex,2015,,Hybrid,"Rs 11,000,000"
Suzuki,Wagon R FX - S,2023,,Hybrid,"Rs 8,790,000"
Honda,Grace Gtace Ex,2017,,Hybrid,"Rs 12,200,000"
Suzuki,Wagon R FZ,2019,,Hybrid,"Rs 7,550,000"
Toyota,Yaris cross,2024,,Hybrid,"Rs 20,000,000"
Toyota,Yaris Cross/Japan/Modlista,2024,,Hybrid,"Rs 18,500,000"
Honda,Vezel Z Sensing,2018,,Hybrid,"Rs 14,300,000"
Honda,Vezel z play 2WD,2024,,Hybrid,"Rs 22,500,000"
Suzuki,Wagon R ZX Z Custom BN,2024,,Hybrid,"Rs 10,175,000"
Toyota,Raize 1.2,2025,,Hybrid,"Rs 16,500,000"
Lexus,LS600h,2008,,Hybrid,"Rs 25,000,000"
Toyota,Corolla Cross Z,2023,,Hybrid,"Rs 25,000,000"
Honda,Vezel Z Premium Sunlight,2025,,Hybrid,"Rs 22,100,000"
Toyota,Raize Z Safety,2025,,Hybrid,"Rs 16,700,000"
Toyota,Aqua GR Sport,2024,,Hybrid,"Rs 15,000,000"
Toyota,Aqua Z,2024,,Hybrid,"Rs 14,000,000"
Suzuki,Spacia XS Non,2024,,Hybrid,"Rs 11,450,000"
Mercedes Benz,S580e,2025,,Hybrid,"Rs 148,000,000"
Honda,Vezel Z Play New Edition,2025,,Hybrid,"Rs 23,300,000"
Suzuki,Wagon R FX,2022,,Hybrid,"Rs 8,300,000"
Toyota,Harrier Z - Leather Package,2024,,Hybrid,"Rs 42,500,000"
Suzuki,X Bee MZ two tone,2023,,Hybrid,"Rs 11,850,000"
Toyota,Axio,2018,,Hybrid,"Rs 13,550,000"
Toyota,Vellfire,2025,,Hybrid,"Rs 76,000,000"
Honda,Vezel Z Mugen,2024,,Hybrid,"Rs 19,900,000"
Suzuki,Wagon R ZX Custom 4Way Camer,2022,,Hybrid,"Rs 9,590,000"
Suzuki,Wagon R FX Safety Edition,2017,,Hybrid,"Rs 6,770,000"
Honda,Vezel Z,2018,,Hybrid,"Rs 15,500,000"
Honda,Vezel Z PLAY MOON ROOF,2025,,Hybrid,"Rs 23,900,000"
Honda,Vezel z grade,2023,,Hybrid,"Rs 19,500,000"
Mercedes Benz,S580e AMG Premium,2025,,Hybrid,"Rs 143,000,000"
Toyota,Raize Z Premium 1.2,2022,,Hybrid,"Rs 15,250,000"
Mazda,Axela,2014,,Hybrid,"Rs 11,200,000"
Honda,Fit L Grade,2013,,Hybrid,"Rs 8,320,000"
Honda,Fit GP 5,2015,,Hybrid,"Rs 8,990,000"
Toyota,Axio G Grade,2018,,Hybrid,"Rs 13,575,000"
Toyota,Esquire,2015,,Hybrid,"Rs 21,000,000"
Toyota,Harrier Z leather,2025,,Hybrid,"Rs 42,000,000"
Toyota,Alphard Executive lounge,2025,,Hybrid,"Rs 61,000,000"
Honda,Vezel Z Play Highest,2022,,Hybrid,"Rs 22,950,000"
Mitsubishi,Delica Wagon R T Premium,2024,,Hybrid,"Rs 9,850,000"
Suzuki,Alto Safety,2024,,Hybrid,"Rs 7,950,000"
Suzuki,Alto X Safety,2024,,Hybrid,"Rs 7,850,000"
Toyota,Corolla Cross Thailand HEV,2025,,Hybrid,"Rs 31,700,000"
Suzuki,Hustler Though Wild Highspec,2024,,Hybrid,"Rs 9,650,000"
Land Rover,Range,2019,,Hybrid,"Rs 65,000,000"
Toyota,Yaris Cross GR Sport,2024,,Hybrid,"Rs 18,195,000"
Suzuki,Wagon R ZX custom,2025,,Hybrid,"Rs 9,800,000"
Honda,Vezel Z Full Spec,2023,,Hybrid,"Rs 19,900,000"
Toyota,Raize Z Safety Pack,2025,,Hybrid,"Rs 16,750,000"
Nissan,ROOX HIGHWAY STAR X G,2022,,Hybrid,"Rs 9,475,000"
Honda,Vezel e:HEV Z,2025,,Hybrid,"Rs 22,800,000"
Honda,N-Box Custom Sensing,2024,,Hybrid,"Rs 9,585,000"
Honda,N-Box Custom Sensing,2025,,Hybrid,"Rs 10,350,000"
BMW,530e M-Sport,2025,,Hybrid,"Rs 65,000,000"
Honda,Vezel Z GRADE ice white,2025,,Hybrid,"Rs 21,500,000"
Nissan,Serena E Power HS V,2024,,Hybrid,"Rs 27,950,000"
Daihatsu,Mira LA350 X Grade,2018,,Hybrid,"Rs 6,180,000"
Toyota,Yaris Cross Luxury,2025,,Hybrid,"Rs 22,000,000"
Honda,Vezel Z Play. Premium,2024,,Hybrid,"Rs 23,000,000"
Honda,Grace LX Grade,2015,,Hybrid,"Rs 9,600,000"
BMW,740Le,2018,,Hybrid,"Rs 48,000,000"
Toyota,Prius,2009,,Hybrid,"Rs 9,700,000"
Honda,Vezel x premium,2024,,Hybrid,"Rs 17,995,000"
Toyota,Yaris Cross Loaded,2025,,Hybrid,"Rs 24,800,000"
Suzuki,Wagon R FX Safety F/L,2024,,Hybrid,"Rs 8,650,000"
Toyota,Aqua G Sport,2014,,Hybrid,"Rs 9,275,000"
Suzuki,Wagon R ZX Custom Z,2025,,Hybrid,"Rs 9,985,000"
Honda,Fit RS GP3,2024,,Hybrid,"Rs 14,000,000"
Honda,Vezel Z Grade (Brand New),2025,,Hybrid,"Rs 19,900,000"
Land Rover,Defender 110 HSE X-Dynamic FL,2023,,Hybrid,"Rs 89,500,000"
Suzuki,Wagon R Fx Safety,2024,,Hybrid,"Rs 8,195,000"
Toyota,Axio WXB 50th Anniversary,2016,,Hybrid,"Rs 12,900,000"
Honda,Fit Shuttle,2014,,Hybrid,"Rs 13,500,000"
Suzuki,Spacia,2023,,Hybrid,"Rs 8,575,000"
Honda,Vezel Z Fully Loaded,2023,,Hybrid,"Rs 19,450,000"
Nissan,Dayz Roox,2023,,Hybrid,"Rs 9,375,000"
Nissan,Dayz,2023,,Hybrid,"Rs 9,390,000"
Nissan,Dayz,2025,,Hybrid,"Rs 9,550,000"
Honda,Vezel Z Play moonroof,2024,,Hybrid,"Rs 23,900,000"
Suzuki,Alto Lapin,2023,,Hybrid,"Rs 7,950,000"
Suzuki,Wagon R Custom,2023,,Hybrid,"Rs 9,250,000"
Nissan,X-Trail,2017,,Hybrid,"Rs 10,675,000"
Suzuki,Wagon R Fx,2022,,Hybrid,"Rs 8,000,000"
Honda,Vezel Z Grade,2016,,Hybrid,"Rs 11,750,000"
Mitsubishi,eK Wagon G Premium,2024,,Hybrid,"Rs 8,490,000"
Honda,Vezel,2024,,Hybrid,"Rs 20,300,000"
Toyota,Axio Ex Edition,2022,,Hybrid,"Rs 15,500,000"
Daihatsu,Rocky G premium,2025,,Hybrid,"Rs 14,300,000"
Honda,Vezel Z Grade Orange 2015,2014,,Hybrid,"Rs 10,450,000"
Suzuki,Wagon R FX S -,2023,,Hybrid,"Rs 8,550,000"
Toyota,Raize Z Grade high,2024,,Hybrid,"Rs 16,400,000"
Suzuki,Wagon R Stingray Costom,2017,,Hybrid,"Rs 7,350,000"
Toyota,Prius 3rd Gen,2009,,Hybrid,"Rs 10,500,000"
MG,MG4 X i-Smart,2024,,Hybrid,"Rs 16,500,000"
Nissan,ROOX HIGHWAY STAR X Pro Pilot Pre Order,2023,,Hybrid,"Rs 9,200,000"
Suzuki,Wagon R ZX Customs,2024,,Hybrid,"Rs 9,750,000"
Toyota,Raize Z grade 1200c,2024,,Hybrid,"Rs 16,900,000"
Mazda,Axela Sky Active SL,2014,,Hybrid,"Rs 11,200,000"
Honda,City RS,2025,,Hybrid,"Rs 14,975,000"
Honda,Vezel 2014 Z Metallic Grey,,,Hybrid,"Rs 10,100,000"
Hyundai,Ioniq,2020,,Hybrid,"Rs 11,900,000"
Land Rover,Range P460E Autobiography,2025,,Hybrid,"Rs 150,000,000"
Toyota,Axio Grade,2014,,Hybrid,"Rs 11,200,000"
Suzuki,Wagon R Custom Z,2024,,Hybrid,"Rs 10,300,000"
Mitsubishi,Outlander PHEV,2013,,Hybrid,"Rs 15,000,000"
Toyota,Yaris x,2025,,Hybrid,"Rs 15,200,000"
Mitsubishi,Outlander,2013,,Hybrid,"Rs 13,700,000"
Suzuki,Alto S safety,2024,,Hybrid,"Rs 7,200,000"
Honda,Vezel RV5 Z PLAY PACKAGE,2025,,Hybrid,"Rs 24,950,000"
Honda,Vezel z play,2023,,Hybrid,"Rs 18,800,000"
Honda,Vezel Z Play M/R,2025,,Hybrid,"Rs 23,950,000"
BMW,X5 eDrive E40 MSport,2017,,Hybrid,"Rs 28,900,000"
Suzuki,Spacia mazda wagon,2023,,Hybrid,"Rs 8,490,000"
Toyota,Prius S Limited,2011,,Hybrid,"Rs 10,350,000"
Honda,Vezel Z Grade Premium,2025,,Hybrid,"Rs 21,000,000"
Suzuki,Wagon R Custom Z Brand,2025,New,Hybrid,"Rs 9,395,000"
BMW,740Le M sport,2017,,Hybrid,"Rs 43,500,000"
Suzuki,Wagon R Stingray CUSTOM Z,2025,,Hybrid,"Rs 10,450,000"
Honda,Vezel RV5 Z GRADE,2025,,Hybrid,"Rs 21,450,000"
Honda,Vezel Z PLAY PACKAGE,2025,,Hybrid,"Rs 24,950,000"
Toyota,Alphard Executive Lo,2016,,Hybrid,"Rs 49,500,000"
Suzuki,Wagon R ZX Custom,2022,,Hybrid,"Rs 9,100,000"
Toyota,Aqua G Limited,2013,,Hybrid,"Rs 8,475,000"
Toyota,Yaris Cross Smart,2025,,Hybrid,"Rs 17,950,000"
Toyota,Axio NKE 165 EX,2025,,Hybrid,"Rs 15,800,000"
Toyota,Axio G grade,2015,,Hybrid,"Rs 10,125,000"
Honda,Vezel -,2014,,Hybrid,"Rs 9,975,000"
Toyota,Yaris Cross Z Grade,2025,,Hybrid,"Rs 19,500,000"
Toyota,Yaris Cross - Z Grade,2025,,Hybrid,"Rs 20,000,000"
Honda,Vezel z Grade,2024,,Hybrid,"Rs 19,500,000"
Kia,Sorento HEV,2025,,Hybrid,"Rs 38,950,000"
Honda,Vezel Z Bodykit,2025,,Hybrid,"Rs 21,850,000"
Honda,Fit Gp5 S Grade,2016,,Hybrid,"Rs 9,975,000"
Suzuki,Wagon R custom z,2025,,Hybrid,"Rs 10,500,000"
Nissan,Dayz G Propilot,2024,,Hybrid,"Rs 8,790,000"
Toyota,Sienta,2015,,Hybrid,"Rs 12,700,000"
Daihatsu,Taft,2023,,Hybrid,"Rs 8,875,000"
Toyota,Vellfire Executive lounge,2025,,Hybrid,"Rs 62,000,000"
Suzuki,Wagon R Stingray Full Option,2018,,Hybrid,"Rs 7,890,000"
Honda,Vezel Z Premium Special,2023,,Hybrid,"Rs 19,500,000"
Toyota,Axio X,2014,,Hybrid,"Rs 9,850,000"
BMW,530e i Performance -G30,2018,,Hybrid,"Rs 33,750,000"
BMW,740e M Sport,2017,,Hybrid,"Rs 39,000,000"
Honda,Vezel Z 04 Way Camera,2024,,Hybrid,"Rs 19,950,000"
Mazda,Flair spacia unregis,2024,,Hybrid,"Rs 8,550,000"
Suzuki,Spacia Mazda Flair,2023,,Hybrid,"Rs 8,450,000"
Suzuki,Spacia unregi,2024,,Hybrid,"Rs 8,575,000"
Suzuki,Spacia XS Custom Black Top,2025,,Hybrid,"Rs 11,025,000"
Nissan,ROOX HIGHWAY STAR X 4 Way Safety 2 Tone,2024,,Hybrid,"Rs 10,250,000"
Suzuki,Spacia XS Custom alphard G,2024,,Hybrid,"Rs 10,290,000"
Toyota,Prius S Grade,2014,,Hybrid,"Rs 11,650,000"
Honda,Vezel Gold Batch,2014,,Hybrid,"Rs 10,675,000"
Honda,Insight Ze 2,2012,,Hybrid,"Rs 8,550,000"
Land Rover,Range Autobiography,2024,,Hybrid,"Rs 146,000,000"
Lexus,RX400 h,2008,,Hybrid,"Rs 12,100,000"
Honda,Vezel body kit,2023,,Hybrid,"Rs 19,500,000,000"
Mercedes Benz,CLA 250 (new),2024,,Hybrid,"Rs 32,000,000"
Mercedes Benz,CLA 250 cla250e,2025,,Hybrid,"Rs 34,000,000"
Suzuki,Alto G saafty push Multi,2024,,Hybrid,"Rs 7,950,000"
Honda,Vezel X Model,2023,,Hybrid,"Rs 17,500,000"
Nissan,X-Trail Fully Loaded,2015,,Hybrid,"Rs 11,800,000"
Toyota,Raize,2024,,Hybrid,"Rs 16,100,000"
Honda,Vezel X,2014,,Hybrid,"Rs 9,950,000"
Toyota,Harrier,2015,,Hybrid,"Rs 23,950,000"
Toyota,Raize 1.2 Modelista,2025,,Hybrid,"Rs 17,300,000"
Hyundai,Santa Fe Calligraphy,2025,,Hybrid,"Rs 36,500,000"
Mercedes Benz,E300 Blutec,2013,,Hybrid,"Rs 19,800,000"
Suzuki,Spacia GS Custom Brand,2025,New,Hybrid,"Rs 10,475,000"
Toyota,Yaris Cross Z grade,2025,,Hybrid,"Rs 18,150,000"
Mitsubishi,EK Custom X G,2023,,Hybrid,"Rs 9,850,000"
Nissan,Dayz G,2023,,Hybrid,"Rs 9,850,000"
Suzuki,Wagon R CUSTOM Z,2024,,Hybrid,"Rs 10,350,000"
Suzuki,Wagon R CUSTOM Z,2023,,Hybrid,"Rs 9,885,000"
Toyota,UrbanCruiser Hyryder,2025,,Hybrid,"Rs 19,500,000"
Lexus,LS600h Long wheel,2010,,Hybrid,"Rs 22,500,000"
BMW,X5 eDrive M Sport,2018,,Hybrid,"Rs 33,500,000"
Honda,Vezel Z Play Grade,2025,,Hybrid,"Rs 25,000,000"
Suzuki,XBee MZ,2025,,Hybrid,"Rs 11,500,000"
BMW,X5 M sport,2015,,Hybrid,"Rs 27,500,000"
Land Rover,Range Autobiography P400e,2019,,Hybrid,"Rs 93,500,000"
Hyundai,Santa Fe Calligraphy Edition,2025,,Hybrid,"Rs 36,500,000"
Honda,Civic FD3,2009,,Hybrid,"Rs 7,000,000"
Honda,Vezel Orange,2014,,Hybrid,"Rs 10,950,000"
Honda,Grace EX,2017,,Hybrid,"Rs 12,000,000"
Suzuki,Wagon R ZX custom,2023,,Hybrid,"Rs 9,675,000"
BMW,X5 eDrive 40E EM Sport,2016,,Hybrid,"Rs 29,000,000"
Toyota,Axio 2018,2017,,Hybrid,"Rs 12,600,000"
Land Rover,Defender 110 X-Dynamic HSE,2025,,Hybrid,"Rs 83,000,000"
Suzuki,XBee MZ 2WD,2023,,Hybrid,"Rs 11,790,000"
Suzuki,Wagon R FZ premium,2017,,Hybrid,"Rs 7,450,000"
Honda,Vezel Z premium Apple play,2025,,Hybrid,"Rs 20,850,000"
BMW,X5 eDrive M-Sport,2025,,Hybrid,"Rs 114,000,000"
Honda,Vezel X Hund,2024,Unregistered,Hybrid,"Rs 20,700,000"
Suzuki,Spacia XS Custom FullOption,2024,,Hybrid,"Rs 11,225,000"
Honda,Vezel Z Play MOONROOF B/NW,2025,,Hybrid,"Rs 24,875,000"
Suzuki,Spacia XS Custom Brand,2025,New,Hybrid,"Rs 11,425,000"
Honda,Vezel Orange Package,2015,,Hybrid,"Rs 10,950,000"
Suzuki,Wagon R FX Safety package,2017,,Hybrid,"Rs 6,750,000"
Honda,Vezel Z grade,2023,,Hybrid,"Rs 19,250,000"
Honda,Vezel Z Black,2024,,Hybrid,"Rs 17,500,000"
Suzuki,Spacia Both Side Power Door,2024,,Hybrid,"Rs 8,450,000"
Kia,Sorento GT Line,2025,,Hybrid,"Rs 39,800,000"
Toyota,Raize Z Red Premium+,2025,,Hybrid,"Rs 16,350,000"
Toyota,Yaris Cross HEV Z Premium,2025,,Hybrid,"Rs 22,250,000"
Suzuki,Spacia Custom Z,2018,,Hybrid,"Rs 7,490,000"
BMW,530e,2018,,Hybrid,"Rs 33,000,000"
Toyota,Raize Z Unregistere,2022,,Hybrid,"Rs 14,950,000"
Suzuki,Wagon R ZX Custom Z,2024,,Hybrid,"Rs 10,150,000"
Suzuki,Wagon R,2023,,Hybrid,"Rs 9,250,000"
Toyota,Aqua G Sport,2015,,Hybrid,"Rs 7,250,000"
Suzuki,Wagon R FZ MH44S,2015,,Hybrid,"Rs 6,230,000"
BMW,X5,2016,,Hybrid,"Rs 30,500,000"
Toyota,Crown Athlete S,2014,,Hybrid,"Rs 29,500,000"
Toyota,Raize Z Highest Grade,2024,,Hybrid,"Rs 15,990,000"
Suzuki,Spacia Custom z,2023,,Hybrid,"Rs 11,500,000"
Nissan,Note Aura G,2025,,Hybrid,"Rs 14,395,000"
BMW,X5 M-Sport,2015,,Hybrid,"Rs 27,500,000"
Honda,Vezel Z aple play cahrger,2025,,Hybrid,"Rs 20,790,000"
Suzuki,Swift RS,2018,,Hybrid,"Rs 9,100,000"
Nissan,Dayz HighwayStar ProPilot,2024,,Hybrid,"Rs 9,400,000"
Honda,Vezel Z Navi Package,2025,,Hybrid,"Rs 21,000,000"
Suzuki,Wagon R ZX Custom Z,2023,,Hybrid,"Rs 9,375,000"
Honda,Vezel Z PKG,2025,,Hybrid,"Rs 20,850,000"
Toyota,Yaris Crosss Luxury,2025,,Hybrid,"Rs 23,000,000"
Honda,Vezel RS,2018,,Hybrid,"Rs 14,500,000"
Toyota,Raize z Grade,2022,,Hybrid,"Rs 14,700,000"
Nissan,Dayz highway star X,2023,,Hybrid,"Rs 8,300,000"
Mitsubishi,EK Custom X Grade,2023,,Hybrid,"Rs 8,400,000"
Honda,Vezel Z apple player charg,2023,,Hybrid,"Rs 19,400,000"
Honda,CRZ ZF1,2015,,Hybrid,"Rs 8,800,000"
Honda,Vezel Z apple player chagr,2025,,Hybrid,"Rs 20,850,000"
Honda,Fit GP5 L Grade,2013,,Hybrid,"Rs 7,850,000"
Nissan,Dayz Roox X Safety,2023,,Hybrid,"Rs 9,200,000"
Nissan,Dayz Hyway Star G,2024,,Hybrid,"Rs 8,500,000"
Mitsubishi,EK X,2024,,Hybrid,"Rs 8,500,000"
Nissan,Dayz Highway Star X,2023,,Hybrid,"Rs 7,800,000"
Toyota,Aqua NewFace,2022,,Hybrid,"Rs 14,300,000"
Suzuki,Spacia XS,2024,,Hybrid,"Rs 10,500,000"
Honda,Vezel Z grade premium,2025,,Hybrid,"Rs 21,750,000"
Honda,Fit Gp5 S Grade,2015,,Hybrid,"Rs 9,600,000"
Honda,Vezel Z play pkg,2024,,Hybrid,"Rs 24,000,000"
Honda,Vezel z play sunroof,2025,,Hybrid,"Rs 24,000,000"
Suzuki,Wagon R Custom ZX,2023,,Hybrid,"Rs 9,900,000"
Honda,Vezel Z Package,2014,,Hybrid,"Rs 11,000,000"
Suzuki,Spacia Gx,2023,,Hybrid,"Rs 9,700,000"
Honda,Vezel Z grade Apple Player,2025,,Hybrid,"Rs 20,875,000"
