Manufacturer,Model,Year,Condition,Fuel Type,Price
Hyundai,Eon,2014,,Petrol,"Rs 4,300,000"
Micro,Panda,2014,,Petrol,"Rs 3,195,000"
Toyota,Raize Direct Import,2024,,Petrol,"Rs 11,000,000"
Honda,Vezel Z great,2025,,Petrol,"Rs 21,550,000"
Honda,CRV Masterpiece 5Seats,2018,,Petrol,"Rs 22,375,000"
Toyota,Vitz Safety Edition,2017,,Petrol,"Rs 8,600,000"
Toyota,Prius S,2013,,Petrol,"Rs 12,000,000"
Perodua,Bezza,2018,,Petrol,"Rs 6,800,000"
Ford,Raptor Ranger 3L,2025,,Petrol,"Rs 37,500,000"
Toyota,Starlet Full Option,1995,,Petrol,"Rs 4,175,000"
Toyota,Corolla KE30,1978,,Petrol,"Rs 700,000"
Toyota,Vitz ksp130 Safety,2016,,Petrol,"Rs 7,650,000"
Mercedes Benz,C200 AMG Line Prem Plus,2022,,Petrol,"Rs 42,500,000"
Land Rover,Range NEW FULL,2025,,Petrol,"Rs 167,500,000"
Suzuki,Alto K10,2015,,Petrol,"Rs 4,590,000"
Toyota,Yaris ATIV Luxury Premium,2025,,Petrol,"Rs 17,600,000"
Honda,Vezel Z - Apple CarPlay,2025,,Petrol,"Rs 21,450,000"
BMW,X2 X-line sunroof,2018,,Petrol,"Rs 23,000,000"
Honda,Civic,2017,,Petrol,"Rs 12,800,000"
Nissan,Dayz safety 4 way,2024,,Petrol,"Rs 7,990,000"
Kia,Sportage,2012,,Petrol,"Rs 8,990,000"
Toyota,Land Cruiser Prado TX-L,2023,,Petrol,"Rs 57,500,000"
Toyota,Corolla KE20,1970,,Petrol,"Rs 525,000"
Toyota,Yaris,2025,,Petrol,"Rs 11,000,000"
Toyota,Yaris G LED JAPAN,2023,,Petrol,"Rs 11,290,000"
Toyota,Prius,2010,,Petrol,"Rs 7,000,000"
Nissan,AD Wagon,1992,,Petrol,"Rs 1,650,000"
Toyota,Land Cruiser Prado LC250,2024,,Petrol,"Rs 68,500,000"
Nissan,Presea,1995,,Petrol,"Rs 2,990,000"
Toyota,Starlet EP71,1992,,Petrol,"Rs 2,600,000"
Toyota,RAV4 L,2003,,Petrol,"Rs 6,485,000"
Suzuki,Alto,2002,,Petrol,"Rs 3,900,000"
Daihatsu,Mira eS L Safety,2025,,Petrol,"Rs 6,995,000"
Toyota,Vitz Safety 2nd Edition,2018,,Petrol,"Rs 8,750,000"
Ssang,Yong Tivoli,2016,,Petrol,"Rs 8,200,000"
Daihatsu,Thor Custom,2024,,Petrol,"Rs 11,375,000"
Honda,Fit GP1 10th Anniversary,2012,,Petrol,"Rs 7,190,000"
Toyota,Land Cruiser Sahara VJA300 ZX,2023,,Petrol,"Rs 96,500,000"
Audi,A1 TFSI 25,2023,,Petrol,"Rs 15,850,000"
Toyota,Yaris G Grade,2023,,Petrol,"Rs 10,650,000"
Suzuki,Wagon R FX safety,2024,,Petrol,"Rs 8,350,000"
Honda,Vezel ZPlay,2024,,Petrol,"Rs 22,000,000"
Audi,A3 TFSI 30,2023,,Petrol,"Rs 18,750,000"
Audi,A1 TFSI 25,2024,,Petrol,"Rs 15,450,000"
Toyota,Harrier Z LEATHER MODELISTA,2023,,Petrol,"Rs 42,000,000"
Honda,N-Box Base Grade,2023,,Petrol,"Rs 8,200,000"
Tata,Nano,2012,,Petrol,"Rs 1,300,000"
Mitsubishi,Lancer,1981,,Petrol,"Rs 950,000"
Chery,QQ 308,2006,,Petrol,"Rs 1,275,000"
Toyota,Raize 1200 CC Fully,2024,,Petrol,"Rs 15,200,000"
BMW,523i LUXURY LINE,2024,,Petrol,"Rs 62,500,000"
Mercedes Benz,C180 AMG RED INTERIOR,2023,,Petrol,"Rs 45,500,000"
Toyota,Raize 1.2L Non Pure,2023,,Petrol,"Rs 13,795,000"
Toyota,Vitz KSP 90,2007,,Petrol,"Rs 6,250,000"
Mercedes Benz,C200 AMG-Premium Plus,2024,,Petrol,"Rs 47,800,000"
BMW,X5 M-Sport Plus,2016,,Petrol,"Rs 27,000,000"
Toyota,Land Cruiser Prado G frontier Low miles,2016,,Petrol,"Rs 44,500,000"
Micro,Geely panda,2016,,Petrol,"Rs 3,550,000"
Mercedes Benz,CLA 180 AMG,2017,,Petrol,"Rs 19,990,000"
Toyota,Roomy G GREAD POWER DOORS,2023,,Petrol,"Rs 10,950,000"
Suzuki,Wagon R FX Beige Interior,2023,,Petrol,"Rs 8,600,000"
Toyota,Harrier Z Leather Package,2024,,Petrol,"Rs 43,800,000"
Hyundai,Accent,1999,,Petrol,"Rs 2,150,000"
Micro,Panda,2015,,Petrol,"Rs 3,250,000"
Tata,GenX Nano,2016,,Petrol,"Rs 2,350,000"
Toyota,Land Cruiser Prado TXL Package,2023,,Petrol,"Rs 58,500,000"
Nissan,Sunny,2004,,Petrol,"Rs 4,600,000"
Toyota,Premio Superior G,2017,,Petrol,"Rs 16,750,000"
Nissan,Dayz X Grade Safety 4Way,2024,,Petrol,"Rs 8,250,000"
Daihatsu,Mira ES L Grade Safety,2023,,Petrol,"Rs 6,890,000"
Micro,Panda,2011,,Petrol,"Rs 2,695,000"
Suzuki,Wagon R Custom Z,2023,,Petrol,"Rs 9,950,000"
Toyota,Roomy GS Custom,2022,,Petrol,"Rs 11,500,000"
Toyota,Raize z great,2023,,Petrol,"Rs 15,350,000"
Suzuki,A-Star,2011,,Petrol,"Rs 4,985,000"
Toyota,Raize Z great,2022,,Petrol,"Rs 14,950,000"
Hyundai,Grand i10,2025,,Petrol,"Rs 9,440,000"
Dodge,Glory iAuto 7 Seater,2022,,Petrol,"Rs 11,800,000"
Toyota,Land Cruiser Sahara LC300 ZX,2025,,Petrol,"Rs 95,000,000"
Suzuki,Alto Japan,2017,,Petrol,"Rs 5,950,000"
Audi,A5 S-Line,2019,,Petrol,"Rs 31,000,000"
Toyota,Axio,2007,,Petrol,"Rs 7,950,000"
Toyota,Vitz Edtion 3,2019,,Petrol,"Rs 9,450,000"
Audi,A3 Sportsback,2017,,Petrol,"Rs 14,200,000"
Mini Cooper,,2016,,Petrol,"Rs 15,500,000"
Hyundai,Eon 2015 CAR,,,Petrol,"Rs 4,475,000"
Micro,Almaz,2022,,Petrol,"Rs 14,900,000"
Mercedes Benz,E200 AMG PREMIUM PLUS,2022,,Petrol,"Rs 45,990,000"
Suzuki,Wagon R FX SAFETY/ PUSH START,2023,,Petrol,"Rs 7,890,000"
Honda,City RS | White,2024,,Petrol,"Rs 15,000,000"
Toyota,Land Cruiser Prado TRJ 150 TX,2013,,Petrol,"Rs 39,500,000"
Audi,Q7 3L Quattro 45 TFSI,2016,,Petrol,"Rs 38,500,000"
Land Rover,Range Velar Premium R Dynamic,2018,,Petrol,"Rs 45,970,000"
MG,ZS Highest spec,2019,,Petrol,"Rs 10,100,000"
Toyota,Raize Z Premium Redline+,2024,,Petrol,"Rs 14,750,000"
Mercedes Benz,S400 Premium Plus,2015,,Petrol,"Rs 44,500,000"
Toyota,Yaris X Push Start Safety,2023,,Petrol,"Rs 10,600,000"
Toyota,CHR NGX,2018,,Petrol,"Rs 14,700,000"
Toyota,Land Cruiser Sahara Lc300 P,2025,,Petrol,"Rs 120,000,000"
Mitsubishi,Outlander PHEV,2015,,Petrol,"Rs 18,500,000"
Toyota,Corolla coralla,1985,,Petrol,"Rs 775,000"
Kia,Sorento Fully Loaded,2014,,Petrol,"Rs 13,750,000"
Toyota,Land Cruiser Sahara LC300 ZX,2024,,Petrol,"Rs 99,500,000"
Nissan,March k11,1999,,Petrol,"Rs 3,500,000"
Ford,Raptor Ranger Fully Lorded,2025,,Petrol,"Rs 38,500,000"
Suzuki,EVERY PA LTD,2025,,Petrol,"Rs 8,350,000"
Honda,City Rs,2025,,Petrol,"Rs 14,775,000"
Toyota,Raize Z GRADE 1000CC 4WD,2024,,Petrol,"Rs 14,890,000"
Toyota,CHR GT NGX10 SAFETY +,2023,,Petrol,"Rs 18,790,000"
Toyota,Roomy GS Custom un/re,2023,,Petrol,"Rs 10,800,000"
Toyota,Axio,2017,,Petrol,"Rs 14,000,000"
Toyota,Raize Black Top,2021,,Petrol,"Rs 13,000,000"
Toyota,Land Cruiser Prado TRJ 150,2023,,Petrol,"Rs 57,500,000"
Honda,N-Box,2023,,Petrol,"Rs 9,500,000"
Toyota,CHR NGX10,2018,,Petrol,"Rs 14,950,000"
Daihatsu,Thor GS Custom un/re,2023,,Petrol,"Rs 10,800,000"
Suzuki,Wagon R FX,2018,,Petrol,"Rs 6,850,000"
Toyota,Yaris X Push Start,2022,,Petrol,"Rs 9,950,000"
Audi,Q5 Quattro S Line TFSL,2012,,Petrol,"Rs 16,450,000"
Suzuki,Wagon R,2024,,Petrol,"Rs 7,900,000"
Tata,Indica LXI,2003,,Petrol,"Rs 1,670,000"
Ford,Fiesta,2015,,Petrol,"Rs 7,150,000"
Mitsubishi,eK Wagon,2015,,Petrol,"Rs 6,390,000"
Audi,A3 Sportback Advanced,2024,,Petrol,"Rs 14,400,000"
Suzuki,Alto Japan,2000,,Petrol,"Rs 3,350,000"
Honda,Vezel Z,2025,,Petrol,"Rs 20,800,000"
Toyota,Raize Z Premium,2024,,Petrol,"Rs 14,750,000"
Honda,N-Box Super Custom,2024,,Petrol,"Rs 10,750,000"
Toyota,Roomy CUSTOM G BRAND NEW,2024,,Petrol,"Rs 12,690,000"
Kia,Sorento Unit 3,2024,,Petrol,"Rs 33,500,000"
Toyota,Prius,2008,,Petrol,"Rs 7,200,000"
Toyota,Yaris X Grade 4 Way,2023,,Petrol,"Rs 10,590,000"
Kia,Sorento Unit 2,2024,,Petrol,"Rs 33,500,000"
Kia,Sorento Unit 1,2024,,Petrol,"Rs 33,500,000"
Toyota,Raize Z Non,2024,,Petrol,"Rs 15,800,000"
Suzuki,A-Star,2012,,Petrol,"Rs 4,350,000"
Suzuki,Spacia,2017,,Petrol,"Rs 6,690,000"
Mazda,Axela,2010,,Petrol,"Rs 7,350,000"
Toyota,Vitz Safety,2015,,Petrol,"Rs 7,750,000"
Nissan,March K11 Cup Holder,2001,,Petrol,"Rs 3,590,000"
MG,MG4 V Long Range Highest Spec,2024,,Petrol,"Rs 16,500,000"
Toyota,Raize 2024-Z Grade,2024,,Petrol,"Rs 14,900,000"
Suzuki,Swift MX Highest Sp,2023,,Petrol,"Rs 14,095,000"
Toyota,Corolla,1996,,Petrol,"Rs 3,550,000"
Mercedes Benz,E200 AMG,2023,,Petrol,"Rs 56,500,000"
Toyota,Yaris Cross Z 4Way Camera,2024,,Petrol,"Rs 19,375,000"
Honda,Freed Cross Star 7 seater,2024,,Petrol,"Rs 18,975,000"
Nissan,Clipper DR17V GX,2024,,Petrol,"Rs 9,495,000"
Toyota,CHR NGX10 GT 2 Wheel Dri,2023,,Petrol,"Rs 18,690,000"
Toyota,Raize Z 1200cc 2WD,2024,,Petrol,"Rs 14,790,000"
Suzuki,Swift MX Highest Sp,2024,,Petrol,"Rs 13,290,000"
Honda,City RS 1.0BrandNew,2025,,Petrol,"Rs 15,390,000"
Toyota,Yaris X Limited,2023,,Petrol,"Rs 10,300,000"
Perodua,Viva Elite Premium,2012,,Petrol,"Rs 4,990,000"
Daihatsu,Charade,1994,,Petrol,"Rs 1,300,000"
Mazda,Demio,2010,,Petrol,"Rs 5,650,000"
Suzuki,Maruti 800,2001,,Petrol,"Rs 1,975,000"
Toyota,Yaris ATIVE SPORT B/NEW,2025,,Petrol,"Rs 14,990,000"
Suzuki,Maruti 800,2003,,Petrol,"Rs 1,975,000"
Micro,Panda 1000,2012,,Petrol,"Rs 3,350,000"
Nissan,Sunny Trad HB12,1986,,Petrol,"Rs 1,375,000"
Kia,Stonic GT,2020,,Petrol,"Rs 11,350,000"
Mercedes Benz,C200 AMG Line PremiumPlus,2023,,Petrol,"Rs 35,000,000"
Micro,MX 7 1500,2012,,Petrol,"Rs 3,395,000"
Toyota,Yaris X Grade Push Start,2023,,Petrol,"Rs 10,095,000"
DFSK,Glory,2021,,Petrol,"Rs 8,800,000"
Mazda,Flair Custom Unregister,2023,,Petrol,"Rs 9,800,000"
Toyota,Vitz,2013,,Petrol,"Rs 7,950,000"
Suzuki,Spacia Custom Unregister,2023,,Petrol,"Rs 9,800,000"
Audi,Q3 S Line,2019,,Petrol,"Rs 26,000,000"
Toyota,Yaris G Grade,2025,,Petrol,"Rs 12,300,000"
Mercedes Benz,E200 W211,2006,,Petrol,"Rs 11,300,000"
Mercedes Benz,S300,2008,,Petrol,"Rs 15,500,000"
Toyota,Raize Z Grade,2025,,Petrol,"Rs 15,150,000"
Micro,Panda,2018,,Petrol,"Rs 4,225,000"
Nissan,Lafesta,2013,,Petrol,"Rs 9,000,000"
Toyota,Passo,2017,,Petrol,"Rs 8,350,000"
Toyota,Raize RIze 1200cc,2023,,Petrol,"Rs 16,300,000"
Toyota,Premio G Superior,2020,,Petrol,"Rs 22,500,000"
Nissan,Bluebird FG10 sylphy,2003,,Petrol,"Rs 5,490,000"
Micro,Panda LC 1.0,2015,,Petrol,"Rs 3,475,000"
Suzuki,Swift,2003,,Petrol,"Rs 4,850,000"
Toyota,Yaris Safety Packag,2023,,Petrol,"Rs 9,950,000"
Zotye,Z100 Full option,2019,,Petrol,"Rs 3,400,000"
Audi,A1,2017,,Petrol,"Rs 8,800,000"
Suzuki,Alto Safety A,2024,,Petrol,"Rs 6,400,000"
Toyota,Passo X,2023,,Petrol,"Rs 9,500,000"
Toyota,Passo X L Package,2023,,Petrol,"Rs 9,850,000"
Toyota,Raize G,2024,,Petrol,"Rs 14,500,000"
Toyota,Yaris G,2023,,Petrol,"Rs 11,700,000"
Toyota,Land Cruiser Prado TX-L,2015,,Petrol,"Rs 39,500,000"
Mitsubishi,Galant,1983,,Petrol,"Rs 750,000"
Mitsubishi,Eclipse Cross G-Plus Exceed,2018,,Petrol,"Rs 16,500,000"
Nissan,Patrol,2007,,Petrol,"Rs 8,000,000"
Nissan,Almera VL GREY,2025,,Petrol,"Rs 14,390,000"
Nissan,Almera VL GREY/BLACK,2025,,Petrol,"Rs 14,490,000"
Mercedes Benz,GLB 200 AMG Premium + UK,2025,,Petrol,"Rs 48,500,000"
Hyundai,Creta,2025,,Petrol,"Rs 19,800,000"
Toyota,Land Cruiser Sahara 300 ZX Modelista,2024,,Petrol,"Rs 95,000,000"
Toyota,Land Cruiser Prado Vx250,2024,,Petrol,"Rs 60,000,000"
Toyota,Yaris X-GRADE,2025,,Petrol,"Rs 12,500,000"
BMW,523i M Sport,2023,,Petrol,"Rs 59,500,000"
Toyota,Yaris Ativ Premium Luxury,2025,,Petrol,"Rs 17,600,000"
Toyota,Corolla 141 LX,2008,,Petrol,"Rs 7,790,000"
Toyota,Yaris ATIV Nightshade,2025,,Petrol,"Rs 17,600,000"
Suzuki,Maruti 800cc,2007,,Petrol,"Rs 2,200,000"
Mazda,Demio DW3W,2001,,Petrol,"Rs 2,999,999"
Mercedes Benz,C200 Premium Plus,2018,,Petrol,"Rs 27,500,000"
Micro,Panda Cross,2015,,Petrol,"Rs 3,900,000"
Honda,CRV Vtil7,2025,,Petrol,"Rs 30,000,000"
Toyota,Yaris Company Maintained,2012,,Petrol,"Rs 7,975,000"
Daihatsu,Move Fully Loaded,2019,,Petrol,"Rs 6,975,000"
Toyota,Roomy safety,2023,,Petrol,"Rs 9,925,000"
Mitsubishi,eK Wagon r,2024,,Petrol,"Rs 7,890,000"
Mitsubishi,eK Wagon Safety,2023,,Petrol,"Rs 7,890,000"
Toyota,Roomy Thor Safety,2023,,Petrol,"Rs 9,925,000"
Toyota,Roomy Safety,2023,,Petrol,"Rs 9,975,000"
Suzuki,Wagon R fx safety,2024,,Petrol,"Rs 7,825,000"
Toyota,Land Cruiser Prado TX-Limited,2023,,Petrol,"Rs 57,200,000"
Honda,Vezel RS Sensing,2016,,Petrol,"Rs 12,000,000"
Toyota,IST,2003,,Petrol,"Rs 5,825,000"
Mazda,3,1988,,Petrol,"Rs 1,250,000"
Audi,Q7 Platinum Edition,2025,,Petrol,"Rs 73,000,000"
Toyota,Roomy G,2023,,Petrol,"Rs 10,950,000"
Toyota,Land Cruiser Prado 6 Speed,2015,,Petrol,"Rs 40,000,000"
Mitsubishi,Lancer,1977,,Petrol,"Rs 850,000"
Honda,Civic EX,2018,,Petrol,"Rs 13,600,000"
Daihatsu,Mira X Limited,2022,,Petrol,"Rs 7,100,000"
Nissan,Clipper GX,2024,,Petrol,"Rs 9,450,000"
Toyota,Land Cruiser Prado TX L PACKAGE,2023,,Petrol,"Rs 57,550,000"
Daihatsu,Taft DARK CHROME VENTURE,2024,,Petrol,"Rs 8,850,000"
Toyota,Voxy SZ,2024,,Petrol,"Rs 33,350,000"
Subaru,BRZ Type RA (GT86),2013,,Petrol,"Rs 35,000,000"
Suzuki,Alto,2004,,Petrol,"Rs 4,250,000"
Honda,CRV Australian,2018,,Petrol,"Rs 20,000,000"
Toyota,Carina,1990,,Petrol,"Rs 2,225,000"
Toyota,Corolla WXB,2022,,Petrol,"Rs 17,950,000"
Honda,City Vtec,2025,,Petrol,"Rs 14,400,000"
Toyota,Land Cruiser Sahara V8,2017,,Petrol,"Rs 67,500,000"
Toyota,Corolla,1973,,Petrol,"Rs 650,000"
Maruti Suzuki,Alto,2016,,Petrol,"Rs 4,800,000"
Toyota,Camry,2014,,Petrol,"Rs 18,500,000"
Land Rover,Range PHEV Vogue,2018,,Petrol,"Rs 82,500,000"
Mazda,Familia BJ5P,2000,,Petrol,"Rs 3,750,000"
Toyota,Aqua S grade,2014,,Petrol,"Rs 8,300,000"
Nissan,Sunny B310,1982,,Petrol,"Rs 760,000"
Nissan,Wingroad WFY11,1999,,Petrol,"Rs 3,595,000"
Land Rover,Range Sport P400 HSE,2019,,Petrol,"Rs 66,000,000"
Land Rover,Range Velar,2018,,Petrol,"Rs 44,500,000"
Mercedes Benz,CLA 200 AMG Premium Plus,2019,,Petrol,"Rs 28,500,000"
Mercedes Benz,C200 AMG Premium Plus,2018,,Petrol,"Rs 28,500,000"
Suzuki,Wagon R FX,2016,,Petrol,"Rs 6,075,000"
Toyota,IST FL Grade,2003,,Petrol,"Rs 6,200,000"
Toyota,Fortuner,2016,,Petrol,"Rs 26,500,000"
Suzuki,Alto K10,2011,,Petrol,"Rs 3,490,000"
Peugeot,405 GL,1994,,Petrol,"Rs 1,600,000"
Honda,ZRV Z Premium,2023,,Petrol,"Rs 24,500,000"
Zotye,Z100,2017,,Petrol,"Rs 2,875,000"
Suzuki,Alto K10 VXI,2011,,Petrol,"Rs 3,660,000"
Toyota,Vitz safety Edition 2,2018,,Petrol,"Rs 9,050,000"
Honda,Fit GP5,2013,,Petrol,"Rs 7,750,000"
Suzuki,Wagon R FX SAFTY PUSHTART,2024,,Petrol,"Rs 8,150,000"
Honda,Fit GP5 S,2014,,Petrol,"Rs 8,550,000"
Nissan,Sunny N16,2000,,Petrol,"Rs 4,350,000"
Toyota,Vitz KSP 130,2018,,Petrol,"Rs 8,350,000"
Toyota,Roomy COSTOM GT,2022,,Petrol,"Rs 12,700,000"
Toyota,Yaris X safety,2022,,Petrol,"Rs 10,695,000"
Toyota,Corolla Cross,2024,,Petrol,"Rs 29,400,000"
BMW,318i,2017,,Petrol,"Rs 23,000,000"
Toyota,Yaris X safety Black Top,2022,,Petrol,"Rs 10,750,000"
Suzuki,Wagon R FX,2017,,Petrol,"Rs 6,390,000"
Audi,A4 B8.5 (Quattro),2012,,Petrol,"Rs 13,950,000"
Daihatsu,Terios,2007,,Petrol,"Rs 6,850,000"
Daihatsu,Thor,2023,,Petrol,"Rs 9,650,000"
Toyota,Wigo Full Option,2018,,Petrol,"Rs 7,090,000"
Nissan,Sunny HB310,1980,,Petrol,"Rs 1,100,000"
Toyota,Raize X Safety 1.2,2023,,Petrol,"Rs 14,850,000"
Toyota,Land Cruiser Prado 150 TXL,2023,,Petrol,"Rs 54,000,000"
Toyota,Roomy Custom G Limited,2024,,Petrol,"Rs 11,495,000"
Toyota,Raize 1.2L Z Grade,2024,,Petrol,"Rs 14,880,000"
Mitsubishi,Lancer box,1981,,Petrol,"Rs 885,000"
Suzuki,Wagon R FZ Premium,2017,,Petrol,"Rs 6,875,000"
Daihatsu,Taft G Dark Chrome Vent.,2024,,Petrol,"Rs 9,350,000"
Ford,Ecosport,1976,,Petrol,"Rs 1,575,000"
Peugeot,5008 Allure,2018,,Petrol,"Rs 20,000,000"
Maruti Suzuki,Alto,2006,,Petrol,"Rs 2,800,000"
Nissan,Dayz Safety Edition,2018,,Petrol,"Rs 6,525,000"
BMW,X5 Leather,2016,,Petrol,"Rs 27,750,000"
Honda,Fit Shuttle GP2,2012,,Petrol,"Rs 10,250,000"
Mercedes Benz,GLB 200 Premium Plus,2024,,Petrol,"Rs 44,500,000"
Suzuki,Wagon R FX Safety Edition,2023,,Petrol,"Rs 8,150,000"
Toyota,Aqua X Urban,2015,,Petrol,"Rs 9,700,000"
Toyota,Corolla Dx,1983,,Petrol,"Rs 750,000"
Honda,Civic EK2,1999,,Petrol,"Rs 4,179,000"
Toyota,Raize Z Modelista,2022,,Petrol,"Rs 14,895,000"
Mercedes Benz,C200 AMG Premium Plus++,2019,,Petrol,"Rs 27,500,000"
Mitsubishi,Montero V6 GLS,2003,,Petrol,"Rs 12,975,000"
Austin,Mini Cooper,1968,,Petrol,"Rs 1,875,000"
Toyota,CHR NGX 10(2WD),2018,,Petrol,"Rs 14,950,000"
Suzuki,SX4 Japan,2008,,Petrol,"Rs 5,550,000"
Micro,Panda,2012,,Petrol,"Rs 2,690,000"
BMW,i8 M Sport 1ST ow,2018,,Petrol,"Rs 32,850,000"
Suzuki,Alto A,2024,,Petrol,"Rs 6,300,000"
Toyota,Raize Z Grade B/New,2025,,Petrol,"Rs 16,375,000"
Suzuki,Alto 800,2015,,Petrol,"Rs 4,275,000"
Audi,A4,2012,,Petrol,"Rs 12,500,000"
Suzuki,Wagon R Premium,2018,,Petrol,"Rs 7,100,000"
Fiat,Punto Automatic,2007,,Petrol,"Rs 3,950,000"
Nissan,Sunny,1984,,Petrol,"Rs 700,000"
Audi,A3 TFSI Highest Spec,2018,,Petrol,"Rs 17,250,000"
Toyota,Land Cruiser Sahara 202 V8 ZX,2016,,Petrol,"Rs 62,500,000"
Toyota,Corolla NZE 121,2003,,Petrol,"Rs 5,975,000"
Suzuki,Spacia,2018,,Petrol,"Rs 9,300,000"
Suzuki,Wagon R Zx Custom Z,2025,,Petrol,"Rs 9,850,000"
Audi,A3 30 TFSI UK Spec,2023,,Petrol,"Rs 21,800,000"
Kia,soul 1ST,2016,,Petrol,"Rs 9,690,000"
Toyota,Belta 1.3L,2007,,Petrol,"Rs 7,090,000"
Daihatsu,Mira Eis L SA3,2023,,Petrol,"Rs 6,890,000"
Toyota,Prius,2013,,Petrol,"Rs 11,750,000"
Toyota,Premio G Superior,2011,,Petrol,"Rs 11,500,000"
Toyota,Corolla 121 G Grade,2000,,Petrol,"Rs 5,800,000"
Audi,A1 S-Line RS1,2018,,Petrol,"Rs 10,890,000"
Mazda,Familia 323,1983,,Petrol,"Rs 495,000"
Honda,Civic EX,2024,,Petrol,"Rs 21,000,000"
Toyota,Veloz 7 Seater,2025,,Petrol,"Rs 22,900,000"
Audi,A4 S Line,2018,,Petrol,"Rs 20,900,000"
Toyota,Premio 240,2002,,Petrol,"Rs 7,400,000"
Micro,Panda LC1.3,2011,,Petrol,"Rs 2,850,000"
BMW,X2 18I MSPORT,2019,,Petrol,"Rs 24,290,000"
BMW,523i M5 KITTED,2010,,Petrol,"Rs 15,590,000"
Honda,Grace Ex,2015,,Petrol,"Rs 10,500,000"
Honda,City SV,2025,,Petrol,"Rs 12,800,000"
Toyota,Veloz Premium 7Seat,2025,,Petrol,"Rs 22,300,000"
Toyota,Yaris Ativ Sport,2025,,Petrol,"Rs 13,700,000"
BMW,523i Low Mileage,2011,,Petrol,"Rs 14,000,000"
Suzuki,Alto 660cc L grade,2024,,Petrol,"Rs 7,700,000"
Toyota,Allion 260 G PLUS,2013,,Petrol,"Rs 12,990,000"
Honda,Civic SR 1ST,2018,,Petrol,"Rs 13,250,000"
Nissan,X-Trail T 30,2001,,Petrol,"Rs 6,350,000"
Rolls-Royce,Cullinan,2025,,Petrol,"Rs 400,000,000"
Lamborghini,Urus Performante,2025,,Petrol,"Rs 350,000,000"
Kia,Sportage,2016,,Petrol,"Rs 14,500,000"
Perodua,Viva Elite,2010,,Petrol,"Rs 4,550,000"
Suzuki,Wagon R dayz safety,2023,,Petrol,"Rs 7,925,000"
Audi,A4 TFSI,2016,,Petrol,"Rs 19,000,000"
Toyota,Land Cruiser Sahara LC300 Modelista ZX,2025,,Petrol,"Rs 96,500,000"
Suzuki,Wagon R FZ Safety,2015,,Petrol,"Rs 6,000,000"
Mercedes Benz,CLA 200 AMG,2014,,Petrol,"Rs 16,450,000"
Suzuki,Spacia Custom XS,2025,,Petrol,"Rs 11,750,000"
Hyundai,Venue SX,2019,,Petrol,"Rs 8,950,000"
Ford,Mustang 5liter V8,2016,,Petrol,"Rs 69,000,000"
Nissan,Almera EL,2025,,Petrol,"Rs 11,500,000"
DFSK,Glory VT5 Automatic,2022,,Petrol,"Rs 10,050,000"
Honda,HR-V,2000,,Petrol,"Rs 5,850,000"
Mercedes Benz,C200 AMG Line,2024,,Petrol,"Rs 31,500,000"
Hyundai,Accent 1400cc,1986,,Petrol,"Rs 670,000"
Mercedes Benz,CLA 180 AMG Line,2024,,Petrol,"Rs 27,500,000"
Toyota,Land Cruiser Prado PETROLFULLY LOADED,2015,,Petrol,"Rs 39,500,000"
Toyota,IST FL,2003,,Petrol,"Rs 5,645,000"
Daihatsu,Taft G Darkchrome 4 way,2024,,Petrol,"Rs 9,350,000"
Perodua,Viva Elite AUTOMATIC,2012,,Petrol,"Rs 4,250,000"
Micro,Panda Automatic,2018,,Petrol,"Rs 4,275,000"
Toyota,Raize Z 1200CC,2023,,Petrol,"Rs 14,475,000"
Toyota,Raize Z 4 Way Camera,2023,,Petrol,"Rs 14,750,000"
Honda,Vezel X Safety Wireless Ch,2023,,Petrol,"Rs 17,650,000"
Honda,Vezel Z Play Highest Spec,2023,,Petrol,"Rs 22,000,000"
Honda,Vezel Z Play D/MoonRoof BN,2025,,Petrol,"Rs 23,900,000"
Honda,Vezel Z Play Moon Roof,2023,,Petrol,"Rs 22,000,000"
Honda,CRV,2019,,Petrol,"Rs 19,750,000"
Toyota,Yaris X Safety 360,2023,,Petrol,"Rs 10,400,000"
Toyota,Corolla,2008,,Petrol,"Rs 7,500,000"
Daihatsu,Mira Safety ES L,2022,,Petrol,"Rs 7,290,000"
Toyota,Taisor G,2025,,Petrol,"Rs 10,700,000"
Mitsubishi,Lancer Evolution IX,2013,,Petrol,"Rs 16,500,000"
Suzuki,Baleno,2018,,Petrol,"Rs 8,500,000"
Suzuki,Spacia G ð,2023,,Petrol,"Rs 9,650,000"
Toyota,Allion 260,2013,,Petrol,"Rs 12,850,000"
Perodua,Axia,2016,,Petrol,"Rs 6,250,000"
Suzuki,Every Wagon PZ,2024,,Petrol,"Rs 10,300,000"
Mercedes Benz,C180,2005,,Petrol,"Rs 9,875,000"
Toyota,Corolla KE 55,1986,,Petrol,"Rs 600,000"
Toyota,Allion 240,2005,,Petrol,"Rs 8,200,000"
Daihatsu,Thor CUSTOM G-T,2025,,Petrol,"Rs 11,500,000"
Daihatsu,Taft G,2025,,Petrol,"Rs 8,300,000"
Honda,Fit GP4 RS,2013,,Petrol,"Rs 7,700,000"
Mitsubishi,Lancer C12,1987,,Petrol,"Rs 1,200,000"
Toyota,Allex Used,1987,,Petrol,"Rs 1,450,000"
Toyota,Premio,2002,,Petrol,"Rs 7,750,000"
