Manufacturer,Model,Year,Condition,Fuel Type,Price
Toyota,Raize Z GRADE HIGHEST PACK,2023,,Petrol,"Rs 15,400,000"
Toyota,Raize G GREAD,2024,,Petrol,"Rs 13,600,000"
Land Rover,Range PHEV AUTOBIOGRAPHY,2018,,Petrol,"Rs 64,000,000"
Toyota,Raize - SUBARU REX,2023,,Petrol,"Rs 13,850,000"
Daihatsu,Taft G chrome hight pack,2024,,Petrol,"Rs 8,950,000"
Toyota,CHR GT boost kit,2018,,Petrol,"Rs 15,350,000"
Toyota,Yaris Push Start,2023,,Petrol,"Rs 10,750,000"
Suzuki,Wagon R FX Safty push 70% leas,2023,,Petrol,"Rs 7,690,000"
Toyota,Yaris Safty push stat,2024,,Petrol,"Rs 9,950,000"
Suzuki,Wagon R FX SAFTY PUSH START,2024,,Petrol,"Rs 7,990,000"
Audi,Q2 Virtual,2017,,Petrol,"Rs 15,275,000"
Bajaj,Qute,2019,,Petrol,"Rs 1,200,000"
Toyota,Corolla AE81,1988,,Petrol,"Rs 1,630,000"
Opel,Omega,1985,,Petrol,"Rs 1,650,000"
Nissan,Dayz,2018,,Petrol,"Rs 6,600,000"
Suzuki,Spacia Gear XZ Custom,2023,,Petrol,"Rs 9,650,000"
Toyota,Roomy G Custom Unregistere,2024,,Petrol,"Rs 10,250,000"
Toyota,Roomy M900A CUSTOM G,2022,,Petrol,"Rs 11,595,000"
Toyota,Land Cruiser Prado LC250 VX Edition One,2025,,Petrol,"Rs 65,850,000"
Audi,Q3 TFSi S Line Plus,2023,,Petrol,"Rs 34,500,000"
Toyota,Land Cruiser Prado TRJ LC250 VX Edition,2024,,Petrol,"Rs 64,500,000"
Mercedes Benz,C200 AMG Premium Unregist,2023,,Petrol,"Rs 36,000,000"
Suzuki,Wagon R FX Safy Push Start,2023,,Petrol,"Rs 7,890,000"
Suzuki,Wagon R FX Safty Push Start,2024,,Petrol,"Rs 7,950,000"
Suzuki,Wagon R FX safty push start,2023,,Petrol,"Rs 7,690,000"
Suzuki,Wagon R FX,2020,,Petrol,"Rs 7,875,000"
Toyota,Vitz,2012,,Petrol,"Rs 6,350,000"
Toyota,Premio 240 G ANNYWASARY,2006,,Petrol,"Rs 8,575,000"
BMW,530e M-Sport,2018,,Petrol,"Rs 33,500,000"
Mercedes Benz,E300 AMG Premium Plus,2018,,Petrol,"Rs 42,500,000"
Mercedes Benz,C200 AMG Premium Plus,2023,,Petrol,"Rs 46,500,000"
Audi,A1 1st,2016,,Petrol,"Rs 9,350,000"
Mini Cooper,1.5L JCW,2017,,Petrol,"Rs 15,800,000"
Audi,Q3 S Line Sportsback,2023,,Petrol,"Rs 35,500,000"
Perodua,Axia,2017,,Petrol,"Rs 6,900,000"
Suzuki,Celerio ZXi,2017,,Petrol,"Rs 5,950,000"
BMW,530i M-SPORT (PETROL),2018,,Petrol,"Rs 38,500,000"
Perodua,Bezza,2017,,Petrol,"Rs 7,290,000"
Suzuki,Spacia,2015,,Petrol,"Rs 6,800,000"
Toyota,Corolla KE50,1978,,Petrol,"Rs 650,000"
Mitsubishi,Lancer,1978,,Petrol,"Rs 580,000"
Toyota,Roomy CUSTOM G,2022,,Petrol,"Rs 11,150,000"
Honda,Vezel Z PLAY Moonroof,2025,,Petrol,"Rs 24,290,000"
Suzuki,Alto VXI,2019,,Petrol,"Rs 4,950,000"
Mini Cooper,Sport Twin,2019,,Petrol,"Rs 19,500,000"
Toyota,Land Cruiser Prado Tx,2011,,Petrol,"Rs 35,000,000"
Toyota,Prius Anniversary,2008,,Petrol,"Rs 6,995,000"
Mitsubishi,Lancer Flat Light,1979,,Petrol,"Rs 710,000"
Land Rover,Range Velar R Dynamic,2018,,Petrol,"Rs 43,000,000"
Suzuki,Wagon R Fx Safety,2024,,Petrol,"Rs 8,100,000"
Mercedes Benz,C200 AMG PREMIUM+AIRMATIC,2019,,Petrol,"Rs 28,590,000"
Nissan,Dayz Basic,2017,,Petrol,"Rs 6,550,000"
Toyota,Vitz Safety edition,2016,,Petrol,"Rs 8,550,000"
Toyota,Allion 260,2007,,Petrol,"Rs 9,800,000"
Suzuki,Alto,2023,,Petrol,"Rs 7,750,000"
Volkswagen,Beetle 1.3 Classic Car,2020,,Petrol,"Rs 1,790,000"
Suzuki,Swift,2005,,Petrol,"Rs 4,100,000"
Toyota,Aqua,2018,,Petrol,"Rs 8,690,000"
Mitsubishi,eK Wagon,2016,,Petrol,"Rs 6,400,000"
Toyota,CHR NGX50,2017,,Petrol,"Rs 12,490,000"
Nissan,Sunny B-15,2003,,Petrol,"Rs 4,995,000"
Hyundai,Eon,2015,,Petrol,"Rs 4,725,000"
Suzuki,Swift,2004,,Petrol,"Rs 4,490,000"
Mazda,Wagon,1986,,Petrol,"Rs 890,000"
Mitsubishi,Lancer C62 asp,1989,,Petrol,"Rs 1,375,000"
Toyota,Passo Mooda,2016,,Petrol,"Rs 8,680,000"
Toyota,Vitz,2000,,Petrol,"Rs 4,550,000"
Hyundai,Elantra,2011,,Petrol,"Rs 7,600,000"
Nissan,Tekna+,2025,,Petrol,"Rs 10,900,000"
Toyota,Corolla,1997,,Petrol,"Rs 2,750,000"
Hyundai,Eon,2016,,Petrol,"Rs 4,600,000"
Toyota,Land Cruiser Prado TX,2011,,Petrol,"Rs 28,990,000"
Mercedes Benz,E200 AMG PREMIUM + 1000KM,2023,,Petrol,"Rs 46,990,000"
Daihatsu,Move Wagon X,2023,,Petrol,"Rs 8,675,000"
Toyota,Vitz,2020,,Petrol,"Rs 8,650,000"
Nissan,Sunny B2 11,1977,,Petrol,"Rs 937,000"
Honda,Civic Grand EF2,1990,,Petrol,"Rs 2,200,000"
Toyota,Vitz Edition 1 safty CBL,2018,,Petrol,"Rs 8,500,000"
Suzuki,Swift DBA-ZC11S,2004,,Petrol,"Rs 5,275,000"
Maruti Suzuki,Alto,2015,,Petrol,"Rs 3,900,000"
Nissan,Sunny FB15 Super Saloon,2000,,Petrol,"Rs 4,800,000"
Mazda,Familia BJ6,2000,,Petrol,"Rs 2,800,000"
Mercedes Benz,E240 Avanatgarde,2003,,Petrol,"Rs 12,800,000"
Suzuki,Esteem,1999,,Petrol,"Rs 1,950,000"
Mitsubishi,Montero V73,2001,,Petrol,"Rs 12,500,000"
Honda,ZRV Z,2024,,Petrol,"Rs 26,500,000"
Toyota,Corolla,2014,,Petrol,"Rs 13,750,000"
Toyota,Passo,2010,,Petrol,"Rs 6,250,000"
Peugeot,5008 GT,2019,,Petrol,"Rs 21,500,000"
Jaguar,E-Pace P 250,2018,,Petrol,"Rs 35,500,000"
Toyota,Prius,2016,,Petrol,"Rs 16,500,000"
Toyota,121 G garde,2002,,Petrol,"Rs 6,900,000"
Nissan,Pulsar,1998,,Petrol,"Rs 3,500,000"
Toyota,Land Cruiser Prado 150 Elec. Footstep,2023,,Petrol,"Rs 61,950,000"
Toyota,Land Cruiser Prado TRJ150,2014,,Petrol,"Rs 41,800,000"
Suzuki,Spacia Custom XS Full Spec,2024,,Petrol,"Rs 10,690,000"
BMW,X1 S Drive,2019,,Petrol,"Rs 23,800,000"
Audi,A3,2018,,Petrol,"Rs 15,500,000"
Toyota,CHR GT NGX10,2018,,Petrol,"Rs 14,975,000"
Toyota,Corolla AE 81,1989,,Petrol,"Rs 1,175,000"
Toyota,Allion 260 G Superior,2018,,Petrol,"Rs 15,950,000"
Maruti Suzuki,Zen Estilo,2010,,Petrol,"Rs 3,975,000"
DFSK,Glory I,2023,,Petrol,"Rs 12,500,000"
Suzuki,Alto LXI,2011,,Petrol,"Rs 3,450,000"
Honda,Vezel Z Grade Premium,2025,,Petrol,"Rs 22,240,000"
Honda,Fit,2014,,Petrol,"Rs 7,800,000"
Suzuki,Swift Beetle,2006,,Petrol,"Rs 5,300,000"
Suzuki,Alto Lapin Japan,2024,,Petrol,"Rs 7,890,000"
Hyundai,Sonata,2002,,Petrol,"Rs 2,550,000"
Daihatsu,Mira LA350 X Grade,2018,,Petrol,"Rs 5,995,000"
Audi,A3 1 L,2018,,Petrol,"Rs 14,590,000"
Toyota,Roomy Daihatsu Thor Safety,2022,,Petrol,"Rs 9,890,000"
Toyota,Carina,1987,,Petrol,"Rs 1,675,000"
Maruti Suzuki,800,1983,,Petrol,"Rs 1,900,000"
Nissan,Bluebird Sylphy,2010,,Petrol,"Rs 6,985,000"
Ford,Cortina,1974,,Petrol,"Rs 2,300,000"
Toyota,Corolla 121,2007,,Petrol,"Rs 5,850,000"
Mercedes Benz,C180,2016,,Petrol,"Rs 20,900,000"
Honda,Civic FD 3,2011,,Petrol,"Rs 7,600,000"
Toyota,Axio,2014,,Petrol,"Rs 9,300,000"
Honda,Vezel Z Play MOON ROOF,2025,,Petrol,"Rs 24,850,000"
Suzuki,Wagon R Stingray,2014,,Petrol,"Rs 6,150,000"
Jaguar,F-Pace Highest Spec - 25t,2019,,Petrol,"Rs 36,500,000"
Mazda,Demio,2008,,Petrol,"Rs 5,275,000"
Toyota,Vitz KSP90,2008,,Petrol,"Rs 6,280,000"
Daihatsu,Taft X,2023,,Petrol,"Rs 8,800,000"
Toyota,Land Cruiser Prado lc300 GR sport,2025,,Petrol,"Rs 98,000,000"
Mercedes Benz,GLB 200 AMG Premium Plus,2024,,Petrol,"Rs 38,000,000"
Land Rover,Defender Urban Edition,2025,,Petrol,"Rs 75,000,000"
Lexus,Land Cruiser LX 500/600,2025,,Petrol,"Rs 140,000,000"
Daihatsu,Mira ES Safety,2024,,Petrol,"Rs 7,350,000"
Toyota,Raize Z 1200cc,2024,,Petrol,"Rs 16,250,000"
Toyota,Allion,2013,,Petrol,"Rs 11,500,000"
Audi,Q2 TFSI,2018,,Petrol,"Rs 16,550,000"
Toyota,Corona,1985,,Petrol,"Rs 750,000"
Toyota,Land Cruiser Prado TX-L Live Sounds,2023,,Petrol,"Rs 58,000,000"
Toyota,Land Cruiser Prado TRJ250 Sqare Lights,2024,,Petrol,"Rs 65,500,000"
Volkswagen,Polo TSI Active,2023,,Petrol,"Rs 11,900,000"
Ford,Festiva,1996,,Petrol,"Rs 1,500,000"
Volkswagen,Golf TSI,2023,,Petrol,"Rs 15,900,000"
Daihatsu,Taft G Moonroof,2023,,Petrol,"Rs 8,350,000"
Nissan,Sunny FB13,1991,,Petrol,"Rs 1,025,000"
Micro,Trend,2011,,Petrol,"Rs 1,937,000"
Toyota,Raize Z Grade 4WD,2024,,Petrol,"Rs 14,200,000"
Suzuki,Celerio,2018,,Petrol,"Rs 6,400,000"
Land Rover,Range Autobiography-LWB,2019,,Petrol,"Rs 76,500,000"
Nissan,Dayz Bolero Package,2023,,Petrol,"Rs 8,250,000"
Toyota,Premio,2014,,Petrol,"Rs 13,350,000"
Mazda,Familia White,1989,,Petrol,"Rs 800,000"
Toyota,Vitz SAFETY EDITION,2018,,Petrol,Rs 0
Toyota,Tank GS CUSTOM,2017,,Petrol,Rs 0
Nissan,March K11,1994,,Petrol,"Rs 2,950,000"
Honda,Airwave,2008,,Petrol,"Rs 6,550,000"
Toyota,Pixis JOY G Pkg,2023,,Petrol,"Rs 8,350,000"
Suzuki,Hustler Tough Wild,2024,,Petrol,"Rs 9,925,000"
Toyota,Harrier Z Leather Pkg,2024,,Petrol,"Rs 42,500,000"
BMW,X1,2025,,Petrol,"Rs 41,500,000"
Honda,ZRV Z Premium,2024,,Petrol,"Rs 25,750,000"
Suzuki,Spacia Xs Custom,2024,,Petrol,"Rs 11,500,000"
Toyota,Roomy,2024,,Petrol,"Rs 9,000,000"
Mercedes Benz,E200 AMG Line Prem Plus,2023,,Petrol,"Rs 49,500,000"
Ford,Raptor Ranger 3.0 L Hamer Kit,2025,,Petrol,"Rs 39,250,000"
Ford,Mondeo Limited Edition,2003,,Petrol,"Rs 2,800,000"
Mercedes Benz,C180 AMG exterior,2019,,Petrol,"Rs 25,500,000"
DFSK,Glory 580 Luxury,2020,,Petrol,"Rs 9,500,000"
Audi,A3 S-Line Sportback,2018,,Petrol,"Rs 14,950,000"
Audi,A5 S Line,2019,,Petrol,"Rs 33,500,000"
Honda,Vezel z play,2025,,Petrol,"Rs 24,500,000"
Toyota,Taisor V,2025,,Petrol,"Rs 11,200,000"
Mitsubishi,Outlander,2015,,Petrol,"Rs 15,750,000"
Nissan,Clipper,2024,,Petrol,"Rs 7,850,000"
Toyota,Harrier Z Leather Package,2023,,Petrol,"Rs 39,500,000"
Honda,Civic SR Fully Modified,2017,,Petrol,"Rs 12,750,000"
Mitsubishi,ASX,2014,,Petrol,"Rs 11,000,000"
BAIC,,2017,,Petrol,"Rs 6,100,000"
Toyota,Vitz Edition,2018,,Petrol,"Rs 8,900,000"
Toyota,Yaris âXâ Push Start BâNew,2024,,Petrol,"Rs 11,350,000"
Nissan,Almera VL CVT,2025,,Petrol,"Rs 13,950,000"
Nissan,X-Trail Full Option,2012,,Petrol,"Rs 15,000,000"
Mercedes Benz,C200,2023,,Petrol,"Rs 48,500,000"
Nissan,Sunny FB15 Ex Saloon,2000,,Petrol,"Rs 4,050,000"
Toyota,Roomy Costom GT,2022,,Petrol,"Rs 11,950,000"
BMW,740Le LONGWHEEL FULLYLOAD,2018,,Petrol,"Rs 42,000,000"
Nissan,Dayz Highest Gread,2024,,Petrol,"Rs 7,950,000"
Nissan,Dayz Highway star,2024,,Petrol,"Rs 7,950,000"
Toyota,Raize Z Black Top 4Way Cam,2024,,Petrol,"Rs 14,850,000"
Toyota,Land Cruiser Prado TX 150 Fully loaded,2011,,Petrol,"Rs 32,500,000"
Mitsubishi,Outlander,2013,,Petrol,"Rs 12,500,000"
Daihatsu,Taft G Dark Venture,2025,,Petrol,"Rs 9,575,000"
Mercedes Benz,E200 AMG Premium Plus,2023,,Petrol,"Rs 46,850,000"
Suzuki,XBee,2024,,Petrol,"Rs 11,400,000"
Audi,Q7 2L Sunroof,2016,,Petrol,"Rs 33,000,000"
Suzuki,Ertiga,2015,,Petrol,"Rs 7,500,000"
Mitsubishi,eK Wagon Japan,2023,,Petrol,"Rs 7,890,000"
Daihatsu,Mira Safety,2023,,Petrol,"Rs 6,990,000"
Daihatsu,Mira safety edition,2022,,Petrol,"Rs 6,950,000"
Mitsubishi,eK Wagon Dayz,2023,,Petrol,"Rs 7,790,000"
BMW,318i SHADOW HIGHEST GRADE,2018,,Petrol,"Rs 24,950,000"
Mitsubishi,Lancer Wagon,1977,,Petrol,"Rs 325,000"
Suzuki,Wagon R Fx Safty Package,2024,,Petrol,"Rs 8,350,000"
Mercedes Benz,C200 Premium AMG,2019,,Petrol,"Rs 25,900,000"
Toyota,Raize Z Premium,2025,,Petrol,"Rs 17,200,000"
Audi,A1,2015,,Petrol,"Rs 11,500,000"
Toyota,Corona AT 150,1983,,Petrol,"Rs 535,000"
Suzuki,Maruti,2004,,Petrol,"Rs 2,000,000"
Honda,Vezel Z Play Moon Roof,2025,,Petrol,"Rs 24,200,000"
Toyota,Land Cruiser Prado TRJ 250,2025,,Petrol,"Rs 67,500,000"
Mazda,Axela Highest Grade,2004,,Petrol,"Rs 5,900,000"
Toyota,Land Cruiser Sahara LC 300 V6,2025,,Petrol,"Rs 109,000,000"
Toyota,Corolla AE80,1983,,Petrol,"Rs 1,075,000"
Honda,Fit Aria,2008,,Petrol,"Rs 6,000,000"
Mercedes Benz,C180 W 203,2003,,Petrol,"Rs 8,500,000"
Toyota,Harrier Z leather,2025,,Petrol,"Rs 37,500,000"
Toyota,Land Cruiser Sahara LC300 V6 ZX Impulse,2025,,Petrol,"Rs 96,500,000"
BMW,X5 patrol,2011,,Petrol,"Rs 24,500,000"
Daihatsu,Mira Es,2023,,Petrol,"Rs 7,290,000"
Peugeot,5008 Automatic,2018,,Petrol,"Rs 21,000,000"
Toyota,Raize G 1200 CC,2023,,Petrol,"Rs 14,500,000"
Austin,Mini Cooper,1966,,Petrol,"Rs 3,150,000"
Mini Cooper,,2017,,Petrol,"Rs 17,500,000"
Toyota,Vitz SCP90 1300,2007,,Petrol,"Rs 6,275,000"
Toyota,Land Cruiser Prado GX,2003,,Petrol,"Rs 14,900,000"
Suzuki,Wagon R FZ Safety,2018,,Petrol,"Rs 7,065,000"
Mitsubishi,Montero Super Exceed,2001,,Petrol,"Rs 14,000,000"
Mercedes Benz,CLA 200 AMG,2019,,Petrol,"Rs 26,500,000"
Daihatsu,Mira L Safty Edition,2022,,Petrol,"Rs 7,350,000"
Toyota,Corona,1996,,Petrol,"Rs 4,500,000"
Suzuki,Ignis,2017,,Petrol,"Rs 6,650,000"
Audi,Q2 ANNIVERSARY,2018,,Petrol,"Rs 14,650,000"
BMW,X1 (Low Mileage),2018,,Petrol,"Rs 19,850,000"
Daihatsu,Terios Premium,2007,,Petrol,"Rs 7,475,000"
Nissan,Tiida Latio (Highest Grad),2008,,Petrol,"Rs 6,375,000"
Toyota,Yaris X SAFTY SMART EDITIO,2025,,Petrol,"Rs 11,850,000"
Toyota,Premio G Superior,2010,,Petrol,"Rs 10,950,000"
Daihatsu,Mira,2018,,Petrol,"Rs 6,190,000"
Toyota,Vitz DBA-KSP130VITZ,2015,,Petrol,"Rs 7,790,000"
Toyota,Axio Wxb,2018,,Petrol,"Rs 14,000,000"
Nissan,Sunny Fb 15,2000,,Petrol,"Rs 3,825,000"
Toyota,Corona GX,1986,,Petrol,"Rs 1,300,000"
Toyota,CHR NGX 10,2018,,Petrol,"Rs 15,000,000"
Toyota,Yaris ATIV,2019,,Petrol,"Rs 12,600,000"
Toyota,Raize Z BODYKIT,2022,,Petrol,"Rs 14,500,000"
BMW,730Li (Embassy),2012,,Petrol,"Rs 25,500,000"
Nissan,X-Trail,2016,,Petrol,"Rs 10,900,000"
Nissan,Dayz Hyway Star Pro X,2024,,Petrol,"Rs 8,975,000"
Toyota,Roomy safety package,2023,,Petrol,"Rs 9,975,000"
Daihatsu,Mira Japan safety,2023,,Petrol,"Rs 6,950,000"
Toyota,Vitz Safety Edition 02,2018,,Petrol,"Rs 8,750,000"
Suzuki,Wagon R 1061,2008,,Petrol,"Rs 3,995,000"
Nissan,Sunny B310,1987,,Petrol,"Rs 1,000,000"
Honda,ZRV Z Z+,2023,,Petrol,"Rs 21,500,000"
Suzuki,Wagon R,2017,,Petrol,"Rs 7,100,000"
Nissan,Dayz X,2023,,Petrol,"Rs 7,400,000"
Suzuki,Wagon R VXI,2003,,Petrol,"Rs 2,950,000"
Ford,Festiva Sports,1996,,Petrol,"Rs 2,150,000"
Toyota,Land Cruiser Prado 150 G frontier,2017,,Petrol,"Rs 43,000,000"
Nissan,Dayz X,2024,,Petrol,"Rs 7,800,000"
Toyota,Corolla EE90,2000,,Petrol,"Rs 2,300,000"
Toyota,Vitz 2016 Safety,,,Petrol,"Rs 7,890,000"
Mitsubishi,eK Wagon G,2023,,Petrol,"Rs 7,200,000"
Hyundai,Tucson,2011,,Petrol,"Rs 6,900,000"
Toyota,Axio X Grade,2011,,Petrol,"Rs 8,750,000"
Toyota,Corolla 121,2002,,Petrol,"Rs 6,650,000"
Toyota,Carina,1986,,Petrol,"Rs 1,450,000"
Toyota,CHR GTTurbo Nero safety3,2023,,Petrol,"Rs 18,250,000"
Toyota,Roomy GT Custom,2023,,Petrol,"Rs 11,500,000"
Daihatsu,Taft X LIMITED,2024,,Petrol,"Rs 9,300,000"
Toyota,Roomy GT CUSTOM,2022,,Petrol,"Rs 122,000,000"
Nissan,Almera White,2025,,Petrol,"Rs 14,490,000"
Nissan,Almera VL RED,2025,,Petrol,"Rs 14,390,000"
BMW,318i Luxury line,2016,,Petrol,"Rs 17,500,000"
Honda,Fit GP1,2012,,Petrol,"Rs 6,890,000"
Mitsubishi,Montero 3800 cc V6,2003,,Petrol,"Rs 12,700,000"
Daihatsu,Charade,1985,,Petrol,"Rs 1,095,000"
Toyota,Passo MODA CHARM,2023,,Petrol,"Rs 10,250,000"
Daihatsu,Move Pre Order,2023,,Petrol,"Rs 7,400,000"
Toyota,Yaris Ativ,2018,,Petrol,"Rs 12,200,000"
Daihatsu,Mira ES I Pre Order,2024,,Petrol,"Rs 7,800,000"
Honda,N-WGN Pre Order,2024,,Petrol,"Rs 9,500,000"
Kia,Rio,2003,,Petrol,"Rs 2,350,000"
Renault,KWID RXT 1st,2018,,Petrol,"Rs 3,890,000"
Suzuki,Swift RS Safety,2017,,Petrol,"Rs 9,150,000"
Daihatsu,Mira X LIMITED,2023,,Petrol,"Rs 7,290,000"
Land Rover,Range Autobiography,2018,,Petrol,"Rs 72,500,000"
Suzuki,Swift Sports Hatch,2017,,Petrol,"Rs 8,800,000"
Mazda,5,2004,,Petrol,"Rs 1,900,000"
Mitsubishi,Lancer,1976,,Petrol,"Rs 700,000"
Honda,N-Box CUSTOM SENSING,2025,,Petrol,"Rs 10,100,000"
Honda,N-Box Custom Sensing,2024,,Petrol,"Rs 9,585,000"
Suzuki,Celerio ZXI,2016,,Petrol,"Rs 6,300,000"
Mitsubishi,Pajero,2000,,Petrol,"Rs 5,600,000"
Land Rover,Defender SE P300,2025,,Petrol,"Rs 73,000,000"
Audi,A6 AWD,2013,,Petrol,"Rs 16,000,000"
Toyota,Vitz KSP130,2016,,Petrol,"Rs 8,000,000"
Toyota,Premio,2016,,Petrol,"Rs 15,800,000"
Hyundai,Getz 5DRA,2002,,Petrol,"Rs 4,000,000"
MG,ZS 1 ST 30000 KM,2019,,Petrol,"Rs 10,550,000"
Toyota,Axio Non 161,2013,,Petrol,"Rs 9,250,000"
Toyota,Allion 260G,2013,,Petrol,"Rs 13,700,000"
Toyota,Land Cruiser Prado 250 VX 1st edition,2024,,Petrol,"Rs 60,000,000"
Toyota,Land Cruiser Sahara LC300 ZX V6,2025,,Petrol,"Rs 94,500,000"
Toyota,CHR NXG -10 GT,2023,,Petrol,"Rs 17,990,000"
Nissan,Patrol,1985,,Petrol,"Rs 1,250,000"
Nissan,Cefiro,2007,,Petrol,"Rs 7,300,000"
Mercedes Benz,A200 AMG premium plus,2018,,Petrol,"Rs 21,000,000"
Micro,BAIC X 25,2019,,Petrol,"Rs 6,850,000"
Peugeot,RCZ,2011,,Petrol,"Rs 12,500,000"
Proton,Saga,2023,,Petrol,"Rs 8,569,001"
Suzuki,Jimny XC Grade NEW Model,2025,,Petrol,"Rs 10,900,000"
Nissan,March,1999,,Petrol,"Rs 3,100,000"
Mercedes Benz,E200 AMG LIne Premium+,2024,,Petrol,"Rs 47,500,000"
Mercedes Benz,E200 AMG Premium+ latest,2024,,Petrol,"Rs 47,500,000"
Peugeot,508,2012,,Petrol,"Rs 11,500,000"
Suzuki,Wagon R Stingray Trim,2019,,Petrol,"Rs 7,750,000"
Volkswagen,Beetle,1968,,Petrol,"Rs 2,000,000"
Nissan,Sunny GL,1983,,Petrol,"Rs 700,000"
Mercedes Benz,E200,2010,,Petrol,"Rs 18,750,000"
Fiat,Punto 2007 Hatchback,,,Petrol,"Rs 3,850,000"
Austin,Mini Cooper,1999,,Petrol,"Rs 5,200,000"
Toyota,Premio 260,2010,,Petrol,"Rs 10,975,000"
Toyota,Pixis,2024,,Petrol,"Rs 7,400,000"
Volkswagen,Beetle,1966,,Petrol,"Rs 1,400,000"
Toyota,Raize G Premium,2023,,Petrol,"Rs 13,950,000"
Porsche,Panamera 4 V6 NEW MODEL,2018,,Petrol,"Rs 125,000,000"
Suzuki,Wagon R ZT Custom Z safety P,2023,,Petrol,"Rs 9,245,000"
Toyota,Roomy G Safety,2023,,Petrol,"Rs 11,595,000"
Audi,A3 TFSi 1.0 Sportback,2023,,Petrol,"Rs 19,200,000"
Toyota,Voxy SZ Comfort Plus B/Nw,2025,,Petrol,"Rs 33,790,000"
Toyota,Voxy SZ Comfort Plus BNew,2025,,Petrol,"Rs 33,790,000"
Toyota,Yaris X Navi Package,2023,,Petrol,"Rs 10,300,000"
Nissan,Dayz safety edition,2023,,Petrol,"Rs 7,850,000"
Mercedes Benz,E200 AMG PREMIUM PLUS,2023,,Petrol,"Rs 46,990,000"
Honda,Vezel Z PREMIUM,2024,,Petrol,"Rs 21,800,000"
Toyota,Prius Aero Touring,2013,,Petrol,"Rs 11,650,000"
Toyota,Axio G Grade,2011,,Petrol,"Rs 9,250,000"
Toyota,Premio G Superior 3rd,2010,,Petrol,"Rs 10,850,000"
Toyota,Alphard LX Mode Luxury 7Seat,2008,,Petrol,"Rs 15,950,000"
Toyota,Roomy G Custom Safety 4Way,2025,,Petrol,"Rs 13,250,000"
Lexus,LS500 Executive,2023,,Petrol,"Rs 125,000,000"
BMW,740Le LWB,2019,,Petrol,"Rs 53,500,000"
MG,ZS Essence,2018,,Petrol,"Rs 8,890,000"
Toyota,Passo Moda,2023,,Petrol,"Rs 9,000,000"
Toyota,Harrier Z Leather,2023,,Petrol,"Rs 36,000,000"
Toyota,Premio 260,2012,,Petrol,"Rs 11,450,000"
Volkswagen,Beetle,2017,,Petrol,"Rs 15,900,000"
Daihatsu,Taft G DARK CHROME VENTUR,2025,,Petrol,"Rs 9,490,000"
Toyota,DX Wagon,1985,,Petrol,"Rs 1,550,000"
Toyota,Land Cruiser Sahara LC 300 ZX,2025,,Petrol,"Rs 113,500,000"
Toyota,Corolla EE111,1995,,Petrol,"Rs 3,200,000"
Audi,Q2 S-Line TFSI Ultra,2018,,Petrol,"Rs 15,990,000"
Toyota,Land Cruiser Prado 120 GX,2006,,Petrol,"Rs 16,900,000"
Land Rover,Range Sport Autobiography P400e,2018,,Petrol,"Rs 59,500,000"
Land Rover,Defender 110 P300 S,2023,,Petrol,"Rs 73,500,000"
Toyota,Land Cruiser Sahara LC300 ZX,2023,,Petrol,"Rs 89,000,000"
Kia,Picanto Sports,2016,,Petrol,"Rs 6,350,000"
Honda,Vezel Z Premium,2024,,Petrol,"Rs 20,300,000"
Mercedes Benz,CLA 200,2019,,Petrol,"Rs 27,450,000"
Proton,Wira,2005,,Petrol,"Rs 2,500,000"
Toyota,Raize X safety edition,2023,,Petrol,"Rs 12,950,000"
Suzuki,Estilo Zen VXI,2011,,Petrol,"Rs 3,900,000"
Mercedes Benz,C200 AMG Premium,2018,,Petrol,"Rs 26,000,000"
Toyota,Yaris car,2024,,Petrol,"Rs 10,400,000"
Honda,City RS 1.0L,2025,,Petrol,"Rs 14,990,000"
Toyota,CHR GT NGX10 NeroEdition,2023,,Petrol,"Rs 18,500,000"
Toyota,Vitz 2016 Safety Edition,,,Petrol,"Rs 7,750,000"
Volkswagen,VW 1302,1972,,Petrol,"Rs 5,000,000"
Nissan,Magnite Tekna,2025,,Petrol,"Rs 10,500,000"
BMW,218i Convertible -F23,2018,,Petrol,"Rs 24,500,000"
Toyota,Corolla TOURING G,2023,,Petrol,"Rs 15,000,000"
Nissan,Sunny B 12,1986,,Petrol,"Rs 1,450,000"
Toyota,Premio G superior premium,2013,,Petrol,Rs 1
Ford,Laser,2000,,Petrol,"Rs 2,690,000"
Perodua,Axia G Grade,2016,,Petrol,"Rs 6,200,000"
Micro,Tivoli Travoli,2017,,Petrol,"Rs 7,950,000"
Toyota,Land Cruiser Sahara ZX,2010,,Petrol,"Rs 41,000,000"
Mazda,Familia,1987,,Petrol,"Rs 1,575,000"
Mazda,Flair,2024,,Petrol,"Rs 10,550,000"
Mercedes Benz,C200 AMG Line PremiumPlus,2025,,Petrol,"Rs 47,000,000"
Nissan,Sunny B11,1985,,Petrol,"Rs 875,000"
Suzuki,Alto K10,2010,,Petrol,"Rs 3,450,000"
Mazda,Familia,1996,,Petrol,"Rs 2,500,000"
Suzuki,Wagon R FZ Brand New,2025,,Petrol,"Rs 9,350,000"
Volkswagen,Passat,2002,,Petrol,"Rs 4,350,000"
Mini Cooper,S 2.0L JCW,2015,,Petrol,"Rs 17,500,000"
BMW,523i,2013,,Petrol,"Rs 18,000,000"
Toyota,Raize G 1.2CC,2023,,Petrol,"Rs 14,900,000"
